Text ID	English	German	French	Spanish	Russian	Italian	Chinese	Japanese				
&Text.Quest.P45.Desc	$JobTarget seems to making a fortune working the $Job job - it's making me a little envious if I'm honest!\n\nI'd sleep better at night if you could get them fired. How about it?	"$JobTarget scheint ein Vermögen mit dem $Job-Job zu verdienen – das macht mich, ehrlich gesagt, etwas neidisch!\n\nIch würde besser schlafen, wenn der Job wieder frei würde. Wie sieht’s aus?"	"On dirait que $JobTarget se remplit les poches en exerçant le métier $Job - ça me rend un peu envieux, pour être honnête !\n\nJ'en dormirais mieux la nuit si tu pouvais lui faire perdre son travail. Qu'en penses-tu ?"	$JobTarget parece estar haciendo una fortuna trabajando de $Job. ¡Me pone de los nervios si te digo la verdad!\n\nDormiría mejor si provocases su despido. ¿Qué te parece?	"Кажется, $JobTarget может сколотить состояние. Еще бы, $Job — отличная работа. Честно говоря, я немного завидую!\n\nЯ буду лучше спать по ночам, если ты подстроишь что-нибудь, чтобы эту дрянь уволили. Ты в деле?"	"A quando pare $JobTarget sta facendo una fortuna lavorando come $Job, e sinceramente questo mi innervosisce!\n\nDormirei meglio se perdesse il lavoro. Che ne pensi?"	$JobTarget 干 $Job 工作似乎赚了不少钱。 老实说我都有点眼红了！ \n\n如果你能把他们炒了的话， 我晚上就能睡个安稳觉了。 怎么样？ 	$JobTarget の野郎、 $Job の仕事で ガッポリ稼いでやがるってよ。 うらやましいねえ！\n\nあいつがクビに なってくれりゃ、 夜もぐっすり 眠れるってモンだが。 どう思う？				
&Text.Quest.P45.Desc	"I'd love that $Job job, but they have some idiot called $JobTarget doing it.\n\nIf you could get them fired I'd reward you."	"Ich hätte gern den $Job-Job, aber irgendein Idiot namens $JobTarget macht ihn schon.\n\nWenn der Idiot gefeuert werden würde, hätte ich eine Belohnung für dich."	"J'adorerais le métier de $Job, mais $JobTarget l'exerce déjà malheureusement.\n\nSi tu pouvais faire en sorte que je prenne sa place, je te récompenserais."	"Me encantaría hacer el trabajo de $Job, pero se lo han dado a $JobTarget, ¡qué idiota!\n\nSi provocas su despido, te recompensaré."	"$Job — отличная работа, но ей занимается кто-то по имени $JobTarget.\n\nЯ тебе заплачу, если устроишь, чтобы эту бестолочь уволили."	"Mi piacerebbe molto lavorare come $Job, ma hanno preso quell’idiota di $JobTarget a farlo.\n\nSe facessi qualcosa e perdesse il lavoro, ti ricompenserò."	我喜欢那份 $Job 工作， 但已经被一个叫 $JobTarget 的傻子给抢了。 \n\n如果你能把他们炒了， 我会给你报酬。 	$Job の仕事につきてえけど、 今は $JobTarget ってバカ野郎が 担当してんのさ。 \n\nあいつをクビに してくれたら、 礼はすんぜ。 				
&Text.Quest.P45.Desc	"Strange that they chose $JobTarget over me for the $Job, considering that was my line of work before landing in here.\n\nHelp them see they made the wrong decision…"	"Komisch, dass sie $JobTarget anstatt mich für den $Job-Job wählten, denn das war ja mal mein Job, bevor ich hierherkam.\n\nHilf ihnen, ihre Entscheidung zu bereuen ..."	"C'est étrange qu'ils aient choisi $JobTarget plutôt que moi pour être $Job, puisque c'était ma spécialité avant d'arriver ici.\n\nAide-moi à leur montrer qu'ils ont fait le mauvais choix..."	"Es raro que hayan elegido a $JobTarget antes que a mí para el trabajo de $Job, teniendo en cuenta que era mi profesión antes de terminar aquí.\n\nHazles ver que han tomado una decisión equivocada..."	"Разве $JobTarget подходит лучше, чем я, на такую должность, как $Job? Это ведь было моей работой до того, как меня угораздило загреметь сюда.\n\nПокажи им, что они приняли неверное решение…"	"Strano che abbiano scelto $JobTarget al posto mio per lavorare come $Job, considerando che facevo la stessa cosa prima di arrivare qui.\n\nAiutali a capire che hanno preso la decisione sbagliata..."	真奇怪， 他们居然选了 $JobTarget 而不是我干 $Job ， 我进来之前就是干那行的。 \n\n帮我让他们意识到自己的错误…… 	$Job の仕事に $JobTarget が選ばれるなんて 納得いかねえ。 だってよお、 シャバではオレの 本職だったんだぜ。 \n\nこいつが判断ミスだってことを 知らしめてやらねえと… 				
&Text.Quest.P45.Desc	It's funny how $JobTarget thinks holding down that $Job job makes them better than us.\n\nWhat are YOU going to do about it?	"Schon komisch, wie $JobTarget denkt, dass der $Job-Job ihn zu etwas Besserem macht.\n\nWas wirst DU also tun?"	C'est marrant comme $JobTarget pense être au-dessus de nous à cause de son job de $Job.\n\nQue vas-TU faire à ce propos ?	Es gracioso ver cómo $JobTarget se cree mejor que el resto por trabajar de $Job.\n\n¿Qué vas a hacer TÚ para solucionarlo?	"$JobTarget считает себя лучше нас из-за своей работы. Подумаешь, $Job.\n\nТы собираешься что-нибудь с этим сделать??"	Buffo come $JobTarget pensi che lavorare come $Job lo renda migliore di noi.\n\nCosa pensi di fare TU a tal proposito?	真滑稽，  $JobTarget 以为自己有一份 $Job 工作就高人一等了。 \n\n你说怎么办吧？ 	笑えるよな。 $Job の仕事をもらえたもんで、 $JobTarget はすっかりオレらを 見下してやがら。 \n\nこういう時、 あんたならどうするよ？				
&Text.Quest.P45.Desc	If I had the $Job job I could be amassing all kinds of wealth!\n\nCould you evict $JobTarget from it?	"Wenn ich den $Job-Job hätte, könnte ich richtig reich werden!\n\nKönntest du $JobTarget feuern lassen?"	"Si j'exerçais le travail de $Job, j'amasserais plein d'argent !\n\nPeux-tu faire virer $JobTarget ?"	¡Si tuviese ese trabajo de $Job podría hacer una fortuna!\n\n¿Puedes tirar a $JobTarget de allí?	"$Job — прибыльная работенка! Вот бы мне такую, но $JobTarget занимает место.\n\nМожешь сделать так, чтобы эту заразу уволили?"	Se lavorassi come $Job starei accumulando ricchezze su ricchezze!\n\nPotresti togliere $JobTarget da lì?	要是我能弄到 $Job 工作， 我就能日进斗金了！ \n\n你能把 $JobTarget 赶跑吗？ 	オレが $Job の仕事をやってりゃ、 今ごろリッチでウハウハ だったのによお！\n\n $JobTarget をお払い箱に できねえもんかなぁ？				
&Text.Quest.P45.Desc	"How humiliating! I loved that $Job job, why'd they give it to $JobTarget instead?\n\nShow them how bad a mistake that was!"	"Wie erniedrigend! Ich liebte den $Job -Job, warum gaben sie ihn stattdessen an $JobTarget?\n\nZeig ihnen, wie schwerwiegend ihr Fehler war!"	"Quelle humiliation ! J'adorais le métier de $Job, pourquoi l'ont-ils attribué à $JobTarget ?\n\nMontre-leur combien ils se sont trompés !"	"¡Qué humillación! Me encantaba mi trabajo de $Job, ¿por qué se lo han dado a $JobTarget?\n\n¡Demuéstrales el error que han cometido!"	"Это просто оскорбительно! Мне так нравится эта работа: $Job. Почему они решили, что $JobTarget им подходит лучше меня?\n\nПокажи им, как они ошиблись!"	"Che umiliazione! Amavo quel lavoro di $Job, perché l’hanno dato a $JobTarget?\n\nMostra loro che hanno fatto un grave errore!"	太伤人自尊了！ 我真的很喜欢那份 $Job 工作， 他们为什么把它给了 $JobTarget ？ \n\n让他们明白自己犯了多可怕的错误！ 	ふざけやがって！ オレの大好きな $Job の仕事を、 あいつら、 $JobTargetにくれちまいやがった！\n\nこいつは大きな過ち だってことを、 連中に教えてやってくれ！				
&Text.Quest.P45.Desc	How dare that moneybags $JobTarget decline my extortion attempt!\n\nMaybe losing that $Job job would be a suitable punishment...	"Wie kann $JobTarget es wagen, meinen Erpressungsversuch zu ignorieren?\n\nVielleicht wäre es eine gerechte Bestrafung, wenn er seinen $Job-Job verlieren würde ..."	"Avec un tel pactole, comment $JobTarget ose décliner mes tentatives d'extorsion !  \n\nPerdre son travail de $Job serait peut-être la punition adéquate…"	"¡$JobTarget, con su sucio dinero, se ha atrevido a rechazar mi intento de chantaje!\n\nA lo mejor, perder ese trabajo de $Job es un buen castigo..."	"$JobTarget, денежный мешок, не обращает внимания на мои попытки вымогательства!\n\nПусть потеряет работу, а то вот еще, $Job..."	"Come osa $JobTarget, ha rifiutato il mio tentativo di estorsione, con tutti i soldi che ha!\n\nForse perdere quel lavoro da $Job sarebbe una punizione adeguata..."	那个守财奴 $JobTarget 居然敢拒交保护费！ \n\n让那家伙丢饭碗应该是合适的惩罚…… 	$JobTarget の野郎め、 金持ちのくせして、 オレのゆすりには 応じねえだと？ \n\n $Job の仕事を クビにしてやりゃあ、 ヤツも反省すっかもな… 				
&Text.Quest.SickNote.Desc	"This dreadful illness of mine is making me weak, and my enemies are taking full advantage of it!\n\nI need to get back on form, could you find me a $ItemToGet?"	"Diese schreckliche Krankheit macht mich schwach und meine Feinde nutzen das voll aus!\n\nIch muss wieder fit werden, könntest du wohl bitte „$ItemToGet“ für mich auftreiben?"	"Cette foutue maladie me rend faible, et mes ennemis en profitent !\n\nJe dois me remettre sur pied, peux-tu me trouver un objet $ItemToGet ?"	"Esta enfermedad terrible que tengo me está debilitando, ¡y mis enemigos se están aprovechando!\n\nTengo que recuperarme, ¿me conseguirías un/a $ItemToGet?"	"Чудовищная болезнь ослабляет меня, и мои враги этим пользуются!\n\n$ItemToGet вернет меня в форму. Поможешь найти?"	"Questo tremendo malanno mi rende debole, e i miei nemici se ne stanno approfittando!\n\nDevo tornare in forma! Mi troveresti questa cosa, $ItemToGet?"	我因身患恶疾而身体无力。 而我的对头们正充分利用着这一点！ \n\n我得早日恢复健康， 你能帮我找来 $ItemToGet 吗？ 	ひでえ病気にかかっちまって、 体がどんどん弱ってくんだ。 これじゃあ、 敵の恰好のエジキだっての！\n\n体調を元に戻さないと いけねえ。 $ItemToGet を探してきてくれるか？				
&Text.Quest.SickNote.Desc	"I've been given a nasty illness from a visitor of mine!\n\nPlease, help me find a $ItemToGet to ease the symptoms…"	"Einer meiner Besucher hat mich mit einer fiesen Krankheit angesteckt.\n\nBitte hilf mir, „$ItemToGet“ zu finden, um die Symptome zu schwächen ..."	"Un de mes visiteurs m'a refilé une sale maladie !\n\nS'il te plaît, aide-moi à trouver un objet $ItemToGet pour apaiser mes maux..."	"¡Un visitante me ha contagiado una enfermedad muy desagradable!\n\nPor favor, ayúdame a conseguir un/a $ItemToGet para aliviar los síntomas…"	Не повезло подхватить заразу от посетителя!\n\n $ItemToGet облегчит симптомы. Поможешь найти?	"Un mio visitatore mi ha contagiato!\n\nPer favore, aiutami a trovare questa cosa, $ItemToGet, per alleviare il dolore..."	我的一个探访者把一种很要命的疾病传染给了我！ \n\n拜托你帮我找到一个 $ItemToGet ， 替我缓解症状…… 	面会人にヤバい病気を うつされちまってよ！\n\nお願いだ、 一緒に $ItemToGet を探してくれ。 この症状を抑えないと… 				
&Text.Quest.SickNote.Desc	Don't come too close - I'm diseased! Today could be my last...\n\nCould you help me ease my passing by getting me a $ItemToGet?	Komm mir nicht zu nah – ich bin todkrank! Heute ist wohl mein letzter Tag ...\n\nKönntest du mir wohl das Sterben erleichtern und mir „$ItemToGet“ besorgen?	Ne t'approche pas trop - Je suis malade ! Aujourd'hui pourrait être mon dernier jour...\n\nPeux-tu abréger mes souffrances en me trouvant un objet $ItemToGet ?	No te acerques demasiado... ¡No me siento bien! Este podría ser mi último día...\n\n¿Me ayudarías a soportarlo con un/a $ItemToGet?	Не подходи слишком близко — я болею. Я могу не пережить сегодняшний день...\n\n$ItemToGet облегчит мои последние минуты. Поможешь мне?	"Non avvicinarti, sto male! Oggi potrebbe essere il mio ultimo giorno...\n\nPotresti aiutarmi procurandomi questa cosa, $ItemToGet?"	别靠太近。 我身上有病！ 我或许活不到明天了…… \n\n你能帮我弄到 $ItemToGet ， 让我不用痛苦地死去吗？ 	オレに近づくな、 病気なんだ！ 今日が命日かもしれねえ… \n\nだったら安らかに 死にてえし… $ItemToGet を 見つけてきてくれっか？				
&Text.Quest.SickNote.Desc	My ailment is so bad the doctors daren't give it a name!\n\nPlease show mercy and find me a $ItemToGet!	"Meine Beschwerden sind so schlimm, dass die Ärzte es gar nicht benennen wollen!\n\nBitte zeig Gnade und besorge mir „$ItemToGet“!"	Mon mal est si grave que les docteurs ne savent pas comment le nommer !\n\nAie pitié de moi et trouve-moi un objet $ItemToGet !	¡Mi enfermedad es tan rara que los médicos no le encuentran nombre!\n\n¡Apiádate de mí y encuéntrame un/a $ItemToGet!	"Моя болезнь настолько ужасна, что врачи даже не говорят диагноз!\n\n$ItemToGet меня спасет! Умоляю, помоги мне!"	"La mia malattia è così grave che i dottori non osano darle un nome!\n\nTi prego, procurami questa cosa, $ItemToGet!"	我的疾病实在可怕， 医生都不敢给它起名！ \n\n请发发慈悲， 给我找来一个 $ItemToGet 吧！ 	こいつは相当にヤバい病気で、 医者でも名前を つけたがらねえんだ！\n\n頼む、後生だ。 楽になりたいんだ。 $ItemToGet を持ってきてくれ！				
&Text.Quest.SickNote.Desc	I caught a gust of sneeze the other day and now I've come down with something rotten!\n\nIf you come across a $ItemToGet it'd help me greatly...	"Vor ein paar Tagen wurde ich angeniest und jetzt geht es mir beschissen!\n\nFalls du irgendwo „$ItemToGet“ siehst, das würde mir wirklich helfen ..."	"J'ai attrapé froid l'autre jour et voilà que ça a empiré !\n\nSi tu trouvais un objet $ItemToGet, ça m'aiderait beaucoup..."	"¡El otro día no era más que un resfriado y ahora me estoy pudriendo por dentro!\n\nSi encuentras un/a $ItemToGet, me ayudaría mucho..."	"У меня простуда уже несколько дней, и что-то меня совсем развезло!\n\n$ItemToGet меня очень выручит... Принесешь, если сможешь добыть?"	"L’altro giorno mi è arrivata una folata di starnuti, e adesso sono a pezzi!\n\nSe trovassi questa cosa, $ItemToGet, mi aiuterebbe moltissimo..."	我前几天吸进了别人打得喷嚏， 现在得了很糟糕的病！ \n\n如果你能弄到个 $ItemToGet ， 就能帮上我大忙…… 	ただのカゼかと思ったら、 なんだかヤバい病気だったみてえだ！ ひでえもんさ！\n\n $ItemToGet を持ってきてくれたら、 恩に着るぜ… 				
&Text.Quest.SickNote.Desc	Who told you about my disease? Seems I can't trust no-one to keep quiet these days!\n\nCould you find me a $ItemToGet to help me out?	"Wer hat dir von der Krankheit erzählt? Sieht so aus, als ob man dieser Tage keinem trauen kann!\n\nKönntest du wohl „$ItemToGet“ für mich auftreiben?"	"Qui t'a parlé de ma maladie ? On dirait que je ne peux faire confiance à personne, ces jours-ci !\n\nPeux-tu me trouver un objet $ItemToGet pour m'aider ?"	¿Quién te ha dicho lo de mi enfermedad? ¡Parece que hoy día no le puedes confiar un secreto a nadie!\n\n¿Me conseguirías un/a $ItemToGet para ayudarme?	Кто рассказал тебе про мою болезнь? Люди разучились держать язык за зубами!\n\n$ItemToGet может мне помочь. Найдешь для меня?	"Chi ti ha parlato della mia malattia? A quanto pare non mi posso fidare di nessuno questi giorni!\n\nPotresti trovarmi questo oggetto, $ItemToGet? Mi aiuterebbe..."	谁把我得病的事告诉你的？ 看来现在要找个能保守秘密的可信之人难如登天！ \n\n你能帮我找来个 $ItemToGet 吗？ 	誰にオレの病気のことを聞いた？ まったく、 最近は口の軽い ヤツしかいねえのかよ！\n\n $ItemToGet を 持ってきてくれると、 助かるんだがな？				
&Text.Quest.SickNote.Name	Sick Note	Krankheitsmeldung	Certificat médical	Nota médica	Больничный	Certificato medico	病假条	厄介な病気				
&Text.Quest.StolenGoods.Desc	"$ItemSpawnLocation stuck their dirty claws in my desk and pinched my $ItemToGet!\n\nI paid good money for that, and want it back immediately! "	$ItemSpawnLocation steckte seine Dreckpfoten in meinen Schreibtisch und klaute „$ItemToGet“!\n\nDafür habe ich viel Geld bezahlt und ich will das sofort zurück! 	$ItemSpawnLocation a fourré ses sales pattes dans mon bureau et volé mon objet $ItemToGet !\n\nIl m'a coûté cher et je veux le récupérer immédiatement ! 	¡$ItemSpawnLocation ha metido sus sucias manos en mi mesa y ha robado mi $ItemToGet!\n\n¡Pagué una buena cantidad por ese objeto y lo quiero recuperar inmediatamente! 	"Кое-кто запустил свои грязные пальцы в мой стол и стянул у меня вещь, которая мне обошлась недешево: $ItemToGet. Думаю, это $ItemSpawnLocation!\n\nХочу вернуть себе свое немедленно! "	"$ItemSpawnLocation ha messo le sue zampacce nel mio tavolo e mi ha fregato una cosa, $ItemToGet!\n\nCostava una fortuna, voglio che torni al suo posto! "	 $ItemSpawnLocation 把他们的脏手伸进了我的桌子， 并偷走了我的 $ItemToGet ！ \n\n买那东西花的钱是我辛辛苦苦挣来的， 我现在就要把它夺回来！  	$ItemSpawnLocation の野郎が オレの机に汚ねえ手を突っ込んで、 $ItemToGet を盗んでいきやがった！\n\nありゃあ高かったんだぞ、 今すぐ取り戻してえ！				
&Text.Quest.StolenGoods.Desc	A $ItemToGet was lifted from my desk and word on the street is that $ItemSpawnLocation is the culprit.\n\nBe a pal and get it back?	„$ItemToGet“ wurde aus meinem Schreibtisch geklaut und $ItemSpawnLocation soll es gewesen sein.\n\nSei ein Kumpel und hol mir das zurück!	"L'objet $ItemToGet a été volé dans mon bureau et selon les rumeurs, $ItemSpawnLocation serait le coupable.\n\nTu veux bien être un pote et le récupérer ?"	Se han llevado mi $ItemToGet de mi mesa y dicen que ha sido $ItemSpawnLocation.\n\nSé buena gente y recupera lo que es mío.	"Из моего стола кое-что украли. Это $ItemToGet. Поговаривают, что воришка — $ItemSpawnLocation.\n\nВыручишь по-дружески?"	"È stato preso un oggetto, $ItemToGet, dal mio tavolo e si dice che il colpevole sia $ItemSpawnLocation.\n\nSaresti così gentile da farmelo riavere?"	我桌子里的 $ItemToGet 被人偷走了， 听说小偷是 $ItemSpawnLocation 。 \n\n帮朋友个忙， 把它夺回来如何？ 	$ItemToGet が オレの机から盗まれたんだ。 どうやら犯人は $ItemSpawnLocation ってウワサだ。 \n\nあんた、オレのダチなら、 取り戻してくれるよな？				
&Text.Quest.StolenGoods.Desc	Caught a glimpse of $ItemSpawnLocation rummaging through my pockets after I lost a fight earlier.\n\nCould you get my $ItemToGet back from them? 	"Aus den Augenwinkeln sah ich $ItemSpawnLocation durch meine Taschen gehen, als ich vor kurzem einen Kampf verlor.\n\nKönntest du „$ItemToGet“ zurückholen? "	J'ai entr'aperçu $ItemSpawnLocation en train de me faire les poches après que j'ai perdu un combat plus tôt.\n\nPourrais-tu aller récupérer mon objet $ItemToGet ? 	Me ha parecido ver a $ItemSpawnLocation buscando en mis bolsillos después de perder una pelea.\n\n¿Podrías recuperar mi $ItemToGet? 	"Похоже, кто-то рылся в моих карманах после моего поражения в бою. Думаю, это $ItemSpawnLocation.\n\n$ItemToGet мне еще пригодится. Поможешь вернуть? "	"Ho intravisto $ItemSpawnLocation che rovistava nelle mie tasche quando ho perso l’incontro, prima.\n\nPotresti riprendere il mio oggetto, $ItemToGet? "	之前我打架输给 $ItemSpawnLocation 后， 我瞥见那家伙在我口袋里翻来翻去。 \n\n你能帮我把 $ItemToGet 从他们手中夺回来吗？  	この前ケンカで負けたあと、 はっきりこの目で見たんだ。  $ItemSpawnLocation の野郎が オレのポケットをまさぐってんのを。 \n\nヤツから $ItemToGet を取り戻してくれるか？				
&Text.Quest.StolenGoods.Desc	"That cheeky begger $ItemSpawnLocation denies robbing my $ItemToGet!\n\nI know they have it, could you investigate further and get it back?"	"Dieser kleine Gauner $ItemSpawnLocation streitet ab, „$ItemToGet“ geklaut zu haben!\n\nIch weiß aber, dass es so ist. Könntest du das untersuchen und zurückholen?"	"Ce mendiant farceur de $ItemSpawnLocation nie m'avoir volé mon objet $ItemToGet !\n\nJe sais qu'il l'a, peux-tu enquêter et me le restituer ?"	"¡$ItemSpawnLocation, con su cara dura, niega haber robado mi $ItemToGet!\n\nSé que lo ha hecho, ¿podrías investigar y recuperar lo que es mío?"	"У меня украли кое-что. Это $ItemToGet. $ItemSpawnLocation все отрицает.\n\nНо я-то знаю, кто вор. Можешь разобраться в этом и вернуть мне мое добро?"	"Quella faccia tosta di $ItemSpawnLocation nega di aver preso il mio oggetto, $ItemToGet!\n\nSo che ce l’ha, potresti indagare e farmelo riavere?"	 $ItemSpawnLocation 那个不要脸的乞丐抢了我的 $ItemToGet 还不承认！ \n\n我知道东西肯定在他们手上， 你能进一步调查并把东西夺回来吗？ 	$ItemSpawnLocation の野郎、 マジで厚かましいぜ！ オレの $ItemToGet を盗んだくせに、 しらばっくれやがってよ。 \n\nあいつが持ってるのは わかってんだ。 あんたが調べて、 取り戻してくれねえか？				
&Text.Quest.StolenGoods.Desc	It was obvious $ItemSpawnLocation was extremely jealous of my $ItemToGet - but I didn't expect them to betray me and steal it!\n\nCan you get it back for me?	"Es war offensichtlich, dass $ItemSpawnLocation extrem neidisch auf „$ItemToGet“ war – aber an Diebstahl hatte ich nicht gedacht!\n\nKannst du das für mich zurückholen?"	Il était évident que $ItemSpawnLocation était jaloux de mon objet $ItemToGet - mais je ne m'attendais pas à ce qu'il me trahisse et me le vole !\n\nPeux-tu le récupérer pour moi ?	"Estaba claro que $ItemSpawnLocation ansiaba mi $ItemToGet, ¡pero no esperaba que me traicionase y me robase!\n\n¿Podrías recuperar lo que es mío?"	"Всегда было очевидно, что $ItemSpawnLocation завидует тому, что у меня есть $ItemToGet. Но надо же было докатиться до воровства!\n\nВернешь мне мою вещь?"	"Era ovvio che a $ItemSpawnLocation piacesse quella mia cosa, $ItemToGet, ma non mi aspettavo che mi tradisse e me la rubasse!\n\nPotresti farmela riavere?"	显然我的 $ItemToGet 让 $ItemSpawnLocation 羡慕嫉妒恨， 但我没想到他们居然会背叛我把东西偷走！ \n\n你能帮我把东西夺回来吗？ 	$ItemSpawnLocation がオレの $ItemToGet を、 死ぬほどうらやんでたのは知ってたさ。 けどまあ、 盗まれるとは思ってなかったがな！\n\nあんたが取り戻してくれねえか？				
&Text.Quest.StolenGoods.Desc	"I'm overdue payments on a debt to $ItemSpawnLocation, so they took my $ItemToGet to settle it.\n\nBut I'd very much like it back…"	"Ich bin mit den Schuldenzahlungen an $ItemSpawnLocation im Verzug, also nahm man „$ItemToGet“ als Pfand.\n\nIch hätte das aber gern zurück ..."	"J'ai des dettes envers $ItemSpawnLocation, du coup il a pris mon objet $ItemToGet pour se rembourser.\n\nMais j'aimerais beaucoup le récupérer..."	"Tengo deudas pendientes con $ItemSpawnLocation y ha robado mi $ItemToGet para arreglarlo.\n\nPero, me gustaría recuperar lo que es mío..."	"Мне не удалось вовремя расплатиться с долгами, а кредитор — $ItemSpawnLocation. Пришлось отдать свою вещь. Это $ItemToGet.\n\nНо я так об этом жалею…"	"Sono in ritardo con i pagamenti che devo a $ItemSpawnLocation, perciò ha preso una mia cosa, $ItemToGet, per regolare i conti.\n\nMa mi serve..."	我欠了 $ItemSpawnLocation 的钱， 到期还不出， 于是他们拿走了我的 $ItemToGet 抵债。 \n\n但我很想把它要回来…… 	$ItemSpawnLocation への借金返済が遅れて、 代わりに $ItemToGet を持ってかれちまった。 \n\nけどよお、 あれだけはどうしても取り戻したいんだ… 				
&Text.Quest.StolenGoods.Desc	"I gave $ItemSpawnLocation my $ItemToGet out of the kindness of my heart, but instantly regretted it.\n\nI don't have the courage to ask for it back, maybe you could get it for me?"	"Ich gab $ItemSpawnLocation „$ItemToGet“ aus reiner Herzlichkeit, bereute es aber sofort.\n\nIch habe nicht den Mut, das zurückzufordern, vielleicht kannst du das für mich tun?"	"J'ai donné l'objet $ItemToGet à $ItemSpawnLocation de bon cœur, mais je l'ai tout de suite regretté.\n\nJe n'ai pas le courage de lui demander de me le rendre. Et si tu allais le récupérer ?"	"Le di a $ItemSpawnLocation mi $ItemToGet por pena, pero me he arrepentido.\n\nNo tengo el valor de decírselo, ¿podrías recuperar lo que es mío?"	"Меня угораздило по доброте душевной поделиться кое-чем ценным и сразу же об этом пожалеть. $ItemToGet мне еще пригодится.\n\nА попросить вернуть обратно мне не хватает духу, все же это $ItemSpawnLocation. Выручишь?"	"Per la mia troppa bontà, ho dato a $ItemSpawnLocation una cosa, $ItemToGet, ma ho finito per pentirmene.\n\nNon ho il coraggio di farmelo restituire, ci penseresti tu?"	我一时好心把 $ItemToGet 送给了 $ItemSpawnLocation ， 但马上后悔了。 \n\n我实在不好意思问对方要， 要不你去帮我取回来吧？ 	オレは純粋に親切心から、 $ItemSpawnLocation に $ItemToGet をくれてやったんだ。 けど、 すぐさま後悔したね。 \n\nあれを返せなんて 怖くて言えねえけど… あんたなら 取り戻せるんじゃねえか？				
&Text.Quest.StolenGoods.Desc	Someone broke into my desk and took my $ItemToGet! I'd bet money on $ItemSpawnLocation being the culprit.\n\nCould you get it back for me?	"Jemand hat „$ItemToGet“ aus meinem Schreibtisch geklaut! Ich wette, dass $ItemSpawnLocation schuldig ist.\n\nKönntest du mir das zurückholen?"	Quelqu'un a fouillé mon bureau et pris mon objet $ItemToGet ! Je parierais que $ItemSpawnLocation est le coupable.\n\nPourrais-tu le récupérer pour moi ?	¡Alguien ha entrado en mi celda y se ha llevado mi $ItemToGet! Apuesto a que ha sido $ItemSpawnLocation.\n\n¿Podrías recuperar lo que es mío?	"Кто-то взломал мой стол и украл у меня кое-что! Это $ItemToGet. Ставлю на то, что вор — $ItemSpawnLocation.\n\nВернешь мне мое добро?"	"Qualcuno ha aperto il mio tavolo e mi ha preso una cosa, $ItemToGet! Scommetto che il colpevole è $ItemSpawnLocation.\n\nPotresti farmelo riavere?"	有人强行从我的桌子里抢走了 $ItemToGet ！  我打赌小偷是 $ItemSpawnLocation 。 \n\n你能帮我把东西夺回来吗？ 	誰かがオレの机から $ItemToGet を奪っていきやがった！ けどまあ、 犯人はわかってる。 $ItemSpawnLocation さ。 賭けてもいいぜ。 \n\n取り戻してくれるか？				
&Text.Quest.StolenGoods.Desc	It's come to my attention that $ItemSpawnLocation scammed me out of my $ItemToGet in a fixed card game.\n\nGet it back for me?	"Mir ist zu Ohren gekommen, dass $ItemSpawnLocation „$ItemToGet“ bei einem Kartenspiel ergaunert hat.\n\nHolst du mir das zurück?"	Je me souviens que $ItemSpawnLocation a cherché à me voler mon objet $ItemToGet lors d'une partie de cartes arrangée.\n\nPourrais-tu aller le récupérer ?	Me han dicho que $ItemSpawnLocation me ha quitado mi $ItemToGet en una partida de cartas amañada.\n\n¿Podrías recuperar lo que es mío?	"Мне не повезло в карты, а мне еще пригодится $ItemToGet. И вообще $ItemSpawnLocation мухлюет.\n\nВернешь мне мое добро?"	"Ho capito che $ItemSpawnLocation mi ha preso con l’inganno una cosa, $ItemToGet, durante una partita a carte truccata.\n\nPotresti farmelo riavere?"	我意识到一次打牌时 $ItemSpawnLocation 骗走了我的 $ItemToGet 。 \n\n你能帮我把东西拿回来吗？ 	ピンときたんだ。 $ItemSpawnLocation はインチキのカードゲームで、 オレから $ItemToGet をだまし取った。 \n\n取り戻してくれるよな？				
&Text.Quest.StolenGoods.Desc	After a thorough investigation I've concluded it was $ItemSpawnLocation who pinched my $ItemToGet. \n\nProblem is they won't give it back willingly…	"Nach gründlicher Untersuchung komme ich zu dem Schluss, dass $ItemSpawnLocation „$ItemToGet“ geklaut hat.\n\nFreiwillig zurückgeben ist wohl aber keine Option ..."	"Après une enquête minutieuse, je suis arrivé à la conclusion que c'est $ItemSpawnLocation qui a volé mon objet $ItemToGet.\n\nLe problème, c'est qu'il ne voudra pas me le rendre..."	"Tras investigar, he descubierto que fue $ItemSpawnLocation quien mangó mi $ItemToGet. \n\nEl problema es que no quiere devolverme lo que es mío..."	"У меня кое-что украли. Это $ItemToGet. Всестороннее расследование показало, что вор — это $ItemSpawnLocation.\n\nКонечно, возвращать мне мое добро никто не собирается…"	"Dopo lunghe indagini, ho concluso che è stato $ItemSpawnLocation a fregarmi quella cosa, $ItemToGet. \n\nIl problema è che non vorrà ridarmi il maltolto..."	经过详细调查， 我断定是 $ItemSpawnLocation 偷了我的 $ItemToGet 。 \n\n问题是他们不肯乖乖把东西还给我…… 	徹底的に調べた結果、 結論がでた。 オレの $ItemToGet を 盗んだのは $ItemSpawnLocation だってな。 \n\n問題は、ヤツが返すのを 拒んでるってことさ… 				
