Text ID	English	German	French	Spanish	Russian	Italian	Chinese	Japanese
Text.Quest.DeeperUnderground.Pt8.Desc	"Якщо ти змайструєш мені суперкастет, то я зможу постійно захищати мерців. Зробиш це, і я дам ключ від таємного проходу… Опісля залізай з тим ключем у домовину на північному заході споруди, там ти зможеш утекти крізь склеп!"	"Wenn du mir einen tollen Schlagring herstellen würdest, könnte ich die Zombies hier langfristig beschützen. Wenn du das für mich tust, dann gebe ich dir den Schlüssel für den Geheimgang ... Geh einfach mit diesem Schlüssel zu einem Sarg im Nordwesten der Anlage und du kannst durch die Krypta entkommen!"	"Si tu me fabriques un super poing américain, je pourrais protéger les zombies indéfiniment. Fais ça pour moi et je te donnerai la clé du passage secret... Ensuite, entre dans un cercueil au nord-ouest du complexe avec cette clé, et tu pourras t'échapper par la crypte !"	"Si me pudieses hacer un superpuño de acero, podría defender a los zombis siempre que haga falta. Si lo haces te daré la llave del pasaje secreto... Después solo tienes que meterte en un ataúd que hay en la sección noroeste del recinto con esa llave y podrás escapar por la cripta."	"Если вы изготовите для меня суперкастет, я смогу защитить всех здешних зомби. Сделайте это для меня, и я дам вам ключ к секретному проходу... вам останется только забраться с этим ключом в гроб, что на северо-западе участка - и вы сможете сбежать через склеп!"	"Se mi costruisci un Tirapugni super, potrò proteggere gli zombie sempre. Fallo e ti darò la chiave per il Passaggio segreto... Poi ti basterà infilarti con la chiave in una bara a nord-est del complesso e potrai fuggire attraverso la cripta!"	如果你能帮我造一个超级指关节套， 我就能一直保护这些僵尸了。 帮我的话， 就把密道钥匙给你…… 带着钥匙进到西北方的一个棺材里， 你就能从地底墓穴逃离这里了！ 	あんたが「スーパーメリケンサック」を 作ってくれたら、 オレはここの ゾンビたちを 永遠に守ってやれる。 そのあとでなら、 あんたに 「隠し通路のカギ」を 譲ってやってもいい… そいつを持って 北西の部屋に向かい、 棺おけの中に 入っちまえば、 霊びょうから外へ 出られるはずさ！
Text.Quest.DeeperUnderground.EightObjective	Змайструйте пред. $ItemToCraft та віднесіть перс. $DeliverTo	Fertige „$ItemToCraft“ und gib das $DeliverTo	Fabriquer un $ItemToCraft et le donner à $DeliverTo	Crea un/a $ItemToCraft que entregar a $DeliverTo.	Изготовить: $ItemToCraft. Передать: $DeliverTo	Crea $ItemToCraft per $DeliverTo	制作 $ItemToCraft 并将其交给 $DeliverTo 	$ItemToCraft を作成し、 $DeliverTo に届ける
								
								
								
Text.Item.ZombieHand	Рука зомбі	Zombie-Hand	Main de zombie	Mano de zombi	Рука зомби	Mano di zombie	僵尸的手	ゾンビの手
Text.Item.MonsterArm	Рука почвари	Monsterarm	Bras de monstre	Brazo de zombi	Рука монстра	Braccio di mostro	怪物的胳膊	怪物の腕
Text.Item.MonsterLeg	Нога почвари	Monsterbein	Jambe de monstre	Pierna de zombi	Нога монстра	Gamba di mostro	怪物的腿	怪物の足
Text.Item.Eyeball	Очне яблуко	Augapfel	Globe oculaire	Ojo	Глазное яблоко	Bulbo oculare	眼球	目玉
Text.Item.EmptyGiftBag	Пустий подарунковий пакунок	Leerer Geschenkbeutel	Pochette cadeau vide	Bolsa de regalos vacía	Пустая подарочная упаковка	Borsa di regali vuota	空的礼物袋	空のギフト袋
Text.Item.Candy	Цукерка	Süßigkeiten	Bonbon	Caramelo	Конфета	Dolciumi	糖果	キャンディ
Text.Item.Pumpkin	Гарбуз	Kürbis	Citrouille	Calabaza	Тыква	Zucca	南瓜	かぼちゃ
Text.Item.CarvedPumpkin	Різьблений гарбуз	Geschnitzter Kürbis	Citrouille sculptée	Calabaza de Halloween	Вырезанная тыква	Zucca intagliata	刻好的南瓜	かぼちゃ提灯
Text.Item.DirtyVampireRobes	Брудна мантія вампіра	Schmutziger Vampirumhang	Vêtements sales de vampire	Túnicas de vampiro sucias	Грязное одеяние вампира	Vestiti da vampiro sporchi	吸血鬼的脏袍子	汚れたバンパイアローブ
Text.Item.VampireRobes	Мантія вампіра	Vampirumhang	Vêtements de vampire	Túnicas de vampiro	Одеяние вампира	Vestiti da vampiro	吸血鬼的袍子	バンパイアローブ
Text.Item.CreatureFood	Експериментальна їжа	Experimentelle Nahrung	Nourriture expérimentale	Comida experimental	Экспериментальная еда	Cibo sperimentale	试验品食物	実験体のエサ
Text.Item.CreatureFoodBowl	Миска з їжею	Nahrungsschüssel	Gamelle de nourriture	Bol de comida	Миска с едой	Ciotola di cibo	饭盆	フードボウル
Text.Item.SecretPassageKey	Ключ від таємного проходу	Schlüssel zum geheimen Durchgang	Clé de passage secret	Llave del pasaje secreto	Ключ от секретного прохода	Chiave del passaggio segreto	密道钥匙	隠し通路のカギ
Text.Item.Weathervane	Погодник	Wetterfahne	Girouette	Veleta	Флюгер	Segnavento	风向标	風見鶏
Text.Item.WoodenStake	Дерев’яний кіл	Holzpflock	Pieu en bois	Estaca de madera	Деревянный кол	Paletto di legno	木桩	木の杭
Text.Item.AxeHead	Голівка сокири	Axtkopf	Tête de hache	Cabeza de hacha	Топорище	Lama d'ascia	斧头	オノの頭
Text.Item.ZombieGuardOutfit	Однострій зомбі-наглядача	Zombiewachen-Kleidung	Tenue de gardien zombie	Uniforme de guardia zombi	Форма охранника-зомби	Vestiti da guardia zombie	僵尸守卫服装	ゾンビ看守の服
								
Text.Item.TreatBag	Пакунок з ласощами	Tüte mit Süßem	Sac à bonbons	Bolsa de caramelos	Мешок со сладостями	Sacca di dolcetti	糖果袋	おかし袋
Text.Item.TrickBag	Пакунок з пакощами	Tüte mit Saurem	Sac à malices	Bolsa para tratos	Мешок с гадостями	Sacca di scherzetti	捣蛋袋	いたずら袋
Text.Item.LightningConductor	Блискавичник	Blitzableiter	Paratonnerre	Pararrayos	Громоотвод	Parafulmine	避雷针	避雷針
Text.Item.Axe	Сокира	Axt	Hache	Hacha	Топор	Ascia	斧子	オノ
								
								
								
								
								
Text.JobName.PumpkinsName	Різбяр гарбузів	Kürbis-Schnitz	Sculpture de citrouille	Tallado de calabazas	Вырезание тыквы	Intagliare le zucche	工作： 雕刻南瓜	かぼちゃ提灯作りの仕事
Text.JobName.PumpkinsDesc	Ми не можемо розірвати наш чинний договір з постачальником гарбузів. Треба ж їх якось використати.	Wir können unseren Dauerauftrag für die Kürbislieferung nicht stornieren. Wie können genauso gut was damit anfangen.	La commande de citrouilles à notre fournisseur ne peut pas être annulée. Alors autant les utiliser pour quelque chose.	No podemos cancelar nuestro pedido con el vendedor de calabazas. Será mejor que las usemos para algo.	Мы не можем отменить наш заказ у поставщика тыкв. Поэтому используем их для чего-нибудь.	Non possiamo annullare il nostro ordine dal fornitore di zucche. Tanto vale usarle per qualcosa.	我们不能取消和南瓜供应商的长期订单。 或许可以用它们来干点什么。 	かぼちゃを注文しすぎた。 勿体ないから何かに使おう。 
								
HUD.Interact.Job.Pumpkin.StepA	Взяти гарбуз	Kürbis nehmen	Prendre une citrouille	Coge la calabaza	Взять тыкву	Prendi la zucca	拿取南瓜	かぼちゃを入手する
Text.NamePlateDistance.RawPumpkins	Коробка з гарбузами	Container mit Kürbissen	Caisse de citrouilles	Contenedor de calabazas	Контейнер с тыквами	Contenitore di zucche	装南瓜的箱子	かぼちゃのコンテナ
HUD.Interact.Job.Pumpkin.StepB	Різьбити гарбуз	Kürbis schnitzen	Sculpter la citrouille	Haz una cara en la calabaza	Вырезать тыкву	Intaglia la zucca	雕刻南瓜	かぼちゃをくり抜く
HUD.Interact.Job.Pumpkin.StepC	Різьблений гарбуз	Geschnitzte Kürbisse	Citrouilles sculptées	Calabazas de Halloween	Вырезанные тыквы	Zucche intagliate	刻好的南瓜	かぼちゃ提灯
Text.NamePlateDistance.FinishedPumpkins	Коробка з різьбленими гарбузами	Container mit geschnitzten Kürbissen	Caisse de citrouilles sculptées	Contenedor de calabazas de Halloween	Контейнер с вырезанными тыквами	Contenitore di zucche intagliate	装刻好的南瓜的箱子	かぼちゃ提灯のコンテナ
								
HUD.Tutorial.Job.PumpkinBodyTextA	Візміть гарбузи з коробки.	Nimm Kürbisse aus dem Container.	Prenez des citrouilles dans la caisse.	Coge las calabazas del contenedor.	Взять тыкву из контейнера.	Prendi le Zucche dal Contenitore.	从箱子里拿取南瓜。 	コンテナから「かぼちゃ」を取り出す。 
HUD.Tutorial.Job.PumpkinBodyTextB	Різьбіть гарбуз на верстаку.	Schnitze Kürbisse am Schnitzpult.	Sculptez les citrouilles à la table de sculpture.	Haz las caras en las calabazas en la mesa de trabajo.	Вырезать тыкву на столе для вырезания.	Intaglia le Zucche sul tavolo.	在雕刻桌上雕刻南瓜。 	作業デスクで「かぼちゃ」をくり抜く。 
HUD.Tutorial.Job.PumpkinBodyTextC	Покладіть різьблений гарбуз у коробку для готових виробів. 	Lege den geschnitzten Kürbis in den fertigen Container. 	Placez les citrouilles sculptées dans la caisse terminée. 	Pon las calabazas con caras en el contenedor terminado. 	Положить вырезанные тыквы в контейнер. 	Metti le Zucche intagliate nel contenitore delle zucche pronte. 	把刻好的南瓜放入收取箱。 	「かぼちゃ提灯」を完成品コンテナへ入れる。 
								
Text.JobName.PumpkinCarving.NoItem	Мені потрібен гарбуз!	Ich brauche einen Kürbis!	J'ai besoin d'une citrouille !	¡Necesito una calabaza!	Мне нужна тыква!	Mi serve una Zucca!	我得找个南瓜！ 	「かぼちゃ」が必要だ！
								
								
Text.JobName.LaundryName	Прання для вампірів	Vampir-Wäscherei	Blanchisserie pour vampire	Lavandería de vampiros	Стирка для вампира	Bucato del vampiro	工作： 吸血鬼的脏衣服	吸血鬼の洗濯係の仕事
Text.JobName.LaundryDesc	"Тримає відстань, але відмовляється прати свої речі."	"Er bleibt meistens allein, aber weigert sich, seine Wäsche zu waschen. "	"Reste de son côté, mais refuse de faire sa lessive. "	"Se lo guarda todo para sí mismo, pero no se hace la colada. "	"Живет один, но отказывается стирать собственную одежду. "	"Sta sempre per conto suo, ma si rifiuta di fare il bucato. "	他喜欢独处， 却从不自己洗衣服。 	年中棺おけの中にいながら、服は洗濯したがらない。 
								
HUD.Interact.Job.Laundry.StepA	Взяти брудні речі	Schmutzige Wäsche nehmen	Prendre le linge sale	Coge la ropa sucia	Взять грязное белье	Prendi il bucato sporco	拿取脏衣服	汚れた洗濯物を入手する
Text.NamePlateDistance.DirtyLaundry	Брудні речі	Schmutzige Wäsche	Linge sale	Ropa sucia	Грязное белье	Bucato sporco	脏衣服	汚れた洗濯物
HUD.Interact.Job.Laundry.StepB	Запустити	Handeln	Interagir	Interactuar	Задейств.	Interagisci	互动	調べる
Text.NamePlateDistance.WashingMachine	Пральна машина	Waschmaschine	Machine à laver	Lavadora	Стиральная машина	Lavatrice	洗衣机	洗濯機
HUD.Interact.Job.Laundry.StepC	Повісити чистий одяг	Saubere Wäsche aufhängen	Accrocher le linge propre	Cuelga la ropa limpia	Повесить чистую одежду	Appendi i vestiti puliti	把洗净的衣物挂起来	洗った服を吊るす
Text.NamePlateDistance.CleanOutfits	Шафа	Kleiderschrank	Garde-robe	Armario	Гардероб	Armadio	衣橱	タンス
								
HUD.Tutorial.Job.VampireBodyTextA	Візміть брудні мантії вампірів з кошику.	Nimm den schmutzigen Vampirumhang aus dem Wäschekorb.	Prenez les vêtements sales de vampire dans le panier à linge.	Coge la ropa de vampiro sucia de la cesta de la ropa sucia.	Взять грязное одеяние вампира из корзины с грязным бельем.	Prendi i Vestiti da vampiro sporchi dal cesto del bucato.	从洗衣篮中拿取吸血鬼的脏袍子。 	洗濯カゴから「汚れたバンパイアローブ」を取り出す。 
HUD.Tutorial.Job.VampireBodyTextB	Покладіть брудні мантії вампірів у пральну машину.	Lege den schmutzigen Vampirumhang in die Waschmaschine.	Déposez les vêtements sales de vampire dans la machine à laver.	Pon las túnicas de vampiro sucias en la lavadora.	Положить грязное одеяние вампира в стиральную машину.	Metti i Vestiti da vampiro sporchi nella lavatrice.	把吸血鬼的脏袍子放入洗衣机。 	「汚れたバンパイアローブ」を洗濯機に入れる。 
HUD.Tutorial.Job.VampireBodyTextC	Дістаньте чисті мантії вампірів з пральної машини та повісьте їх у шафу. 	Nimm den sauberen Vampirumhang aus der Waschmaschine und hänge ihn in den Kleiderschrank. 	Retirez les vêtements propres de vampires de la machine à laver et accrochez-les dans la garde-robe. 	Coge las túnicas de vampiro limpias de la lavadora y cuélgalas en el armario. 	Взять чистое одеяние вампира из стиральной машины и повесить в гардероб. 	Togli dalla lavatrice i Vestiti da vampiro puliti e appendili nell'armadio. 	从洗衣机里取出洗净的吸血鬼长袍， 再把袍子挂进衣橱。 	「洗ったバンパイアローブ」を取り出し、 タンスに吊るす。 
								
								
Text.JobName.ExperimentName	Експеримент Професора	Professor-Experiment	Expérience du professeur	Experimente del profesor	3ксперимент профессора	Esperimento del Professore	工作： 教授的实验品	教授の実験の仕事
Text.JobName.ExperimentDesc	Останні експерименти Професора мають ненаситний апетит. Годуйте їх як слід.	Das neueste Experiment des Professors hat einen Bärenhunger. Halte es gut gefüttert.	Les dernières expériences du professeur ont un appétit insatiable. Nourrissez-les bien.	El último experimento del profesor tenía un apetito bestial. Mantenlos bien alimentados.	Результат последнего эксперимента профессора обладает непомерным аппетитом. Держите их сытыми.	L'ultimo esperimento del Professore ha una fame da lupi. Fa' sì che sia sempre ben nutrito.	教授的最新实验品们有着极度旺盛的食欲。 喂饱他们。 	改造犬は食欲がおうせいだ。 やつらの腹を満たしてやれ。
								
HUD.Interact.Job.Experiment.StepA	Миски для їжі	Nahrungsschüsseln	Gamelles de nourriture	Cuencos de comida	Миски для еды	Ciotole di cibo	饭盆	フードボウル
Text.NamePlateDistance.BowlContainer	Коробка з мисками	Schüssel-Container	Caisse de gamelles	Contenedor de cuencos	Контейнер с мисками	Contenitore di ciotole	装饭盆的箱子	ボウルのコンテナ
HUD.Interact.Job.Experiment.StepB	Експериментальна їжа	Experimentelle Nahrung	Nourriture expérimentale	Comida experimental	Экспериментальная еда	Cibo sperimentale	试验品食物	実験体のエサ
Text.NamePlateDistance.FoodContainer	Коробка з їжею	Nahrungscontainer	Caisse de nourriture	Contenedor de comida	Контейнер с едой	Contenitore di cibo	装食物的箱子	エサのコンテナ
								
HUD.Tutorial.Job.ExperimentBodyTextA	Візміть експериментальну їжу та миски для їжі з коробок.	Nimm experimentelle Nahrungsmischung und eine Nahrungsschüssel aus deren Containern.	Prenez une mixture de nourriture expérimentale et une gamelle pour nourriture dans les caisses.	Coge la mezcla de comida experimental y un cuenco de los contenedores.	Возьмите смесь экспериментальной еды и миску для еды из контейнеров.	Prendi il Mix di cibo sperimentale e una Ciotola di cibo dai rispettivi contenitori.	从箱子里取出试验品食料包和饭盆。 	「フードボウル」と「実験体のエサ」を、 それぞれのコンテナから取り出す。 
HUD.Tutorial.Job.ExperimentBodyTextB	"У кожну кімнату поставте миску з їжею, а потім наповніть її експериментальною їжею. "	Platziere in jedem Raum die Nahrungsschüsseln und fülle sie mit der experimentellen Nahrung. 	"Dans chaque pièce, déposez une gamelle de nourriture, remplissez-la de nourriture expérimentale. "	Coloca el cuenco de comida en cada sala y después llénalo de comida experimental. 	В каждой комнате поставьте миску для еды и наполните ее экспериментальной едой. 	"In ogni camera, metti giù la Ciotola di cibo e poi riempila di Cibo sperimentale. "	在每个房间内放置饭盆， 再倒入试验品食物。 	各犬小屋の前に「フードボウル」を置き、 「実験体のエサ」を入れる。 
								
Text.NamePlateDistance.ExperimentMat	Килимок для їжі	Nahrungsmatte	Tapis de nourriture	Bandeja de comida	Коврик для еды	Tovaglietta	食料垫	フードマット
Text.Interact.ExperimentA	Мені слід покласти миску для їжі тут…	Ich muss hier eine Nahrungsschüssel platzieren ...	Je dois déposer un bol de nourriture ici...	Aquí hace falta un cuenco de comida...	Мне нужно поставить сюда миску для еды...	Devo mettere una Ciotola di cibo qui...	我得把饭盆放在这儿…… 	ここに「フードボウル」を置かないと…
Text.Interact.ExperimentB	Мені потрібна експериментальна їжа…	Ich brauche die experimentelle Nahrung	J'ai besoin de nourriture expérimentale...	Necesito la comida experimental...	Мне нужна экспериментальная еда...	Mi serve il Cibo sperimentale...	我需要试验品食物…… 	「実験体のエサ」が必要だ…
								
								
Text.JobName.TrickOrTreatName	Ласощі чи капощі	„Süßes oder Saures“	Chasse aux bonbons	Truco o trato	Охотники за конфетами	Dolcetto o scherzetto	工作： 不给糖就捣蛋	ハロウィンの仕事
Text.JobName.TrickOrTreatDesc	Прошаки ласощів докучливі. Віддайте їм усе, аби вони пішли геть.	"„Süßes oder Saures“-Spieler stören nur. Gib ihnen irgendetwas, damit sie wieder verschwinden."	"Les gens qui demandent des bonbons sont pénibles. Donnez-leur n'importe quoi, tant qu'ils s'en vont."	Los niños que hacen truco o trato en Halloween son una lata. Dales algo para que se vayan.	"«Охотники за конфетами» очень надоедливые. Дайте им что-нибудь, чтобы они ушли."	"Chi fa dolcetto o scherzetto è seccante. Dagli qualcosa, così se ne andranno."	讨要糖果的人真的很烦。 随便给他们点东西把他们打发掉。 	トリック・オア・トリーターは厄介だ。 モノを与えて追い払おう。 
								
HUD.Interact.Job.TrickOrTreat.StepA	Інґредієнти для пакунків	„Süßes oder Saures“-Materialien	Matériaux pour la chasse aux bonbons	Materiales para truco o trato	Материалы для охотников за конфетами	Materiale per Dolcetto o scherzetto	材料： 不给糖就捣蛋	トリック・オア・トリートの材料
HUD.Interact.Job.Experiment.TrickOrTreatB	Прошак ласощів	„Süßes oder Saures“-Spieler	Chasseur de bonbons	Niño haciendo «truco o trato»	Охотник за конфетами	Persona travestita da Halloween	讨要糖果的人	トリック・オア・トリーター
								
HUD.Tutorial.Job.TrickOrTreatTextA	Візміть інґредієнти з коробки.	Nimm Zutaten aus dem Container.	Prenez des ingrédients dans la caisse.	Coge los ingredientes del contenedor.	Возьмите ингредиенты из контейнера.	Prendi gli ingredienti dal contenitore.	从箱子里拿取原料。 	コンテナから材料を取り出す。 
HUD.Tutorial.Job.TrickOrTreatTextB	Зробіть пакунки з ласощами або з пакощами.	Stelle entweder eine Tüte mit Süßem oder eine Tüte mit Saurem her.	Fabriquez un sac à malices ou un sac à bonbons.	Haz una bolsa de caramelos o una bolsa para trucos.	"Изготовьте либо мешок со сладостями, либо мешок с гадостями."	Crea una Sacca di dolcetti o una Sacca di scherzetti	制作一个捣蛋袋， 或是一个糖果袋。 	「おかし袋」か「いたずら袋」を作成する。 
HUD.Tutorial.Job.TrickOrTreatTextC	Віддайте приготовані пакунки прошакам ласощів.	Gib dem „Süßes oder Saures“-Spieler die Tüte.	Donnez le sac fabriqué au chasseur de bonbons.	Da la bolsa que has hecho a quien te pida «truco o trato».	Дайте изготовленный мешок охотнику за конфетами.	Dai la sacca alla persona travestita.	把做好的袋子交给讨要糖果的人。 	作成した袋をトリック・オア・トリーターに与える。 
								
&Text.JobName.TrickOrTreat.Positive	Ой, приємно! 	"Oh, super! "	"Oh, super ! "	¡Genial! 	"О, классно! "	Adorabile! 	好甜啊！ 	わあ、甘い！
&Text.JobName.TrickOrTreat.Positive	Смакота! Дякую!	Lecker! Danke!	Délicieux ! Merci !	¡Delicioso! ¡Gracias!	Вкуснятина! Спасибо!	Delizioso! Grazie!	真好吃！ 谢谢你！ 	おいしい、ありがとう！
&Text.JobName.TrickOrTreat.Positive	О-о-о, так!	Oooh ja!	"Oooh, ouais !"	¡Ohhhhh sí!	О-о-о да!	"Ohhh, sì!"	哦——耶！ 	うーん、サイコー！
								
&Text.JobName.TrickOrTreat.Negative	Що за…	Was zum ...	Qu'est-ce que...	¿¡Qué dem...!?	Что за...	Ma che...	什么…… 	なんなのぉ…
&Text.JobName.TrickOrTreat.Negative	Це. Це бридко!	Das. Ist widerlich!	C'est... Dégoûtant !	Eso. ¡Es asqueroso!	Это. Отвратительно!	È disgustoso!	这东西。 真恶心！ 	うげぇ、キモい！
&Text.JobName.TrickOrTreat.Negative	Це є… ФУ-У-У-У!	Ist das ein …. IIIIIIIEEHH!	C'est un... BEEEUUURRRK !	¿Es una...? ¡AAARRGHHH!	Это... ФУУУУУ!	Ma è... BLEEEEAHH!	那东西是不是…… 呃——！ 	これって…うえぇぇぇ！
								
&Text.Customer.WaitingForService	Ем… Добридень?	Äh ... hallo?	Euh... Salut ?	¿Ho-hola?	Эм... Здравствуйте?	Ehm... ehilà?	呃…… 打扰了？ 	ええと…もしもし？
&Text.Customer.WaitingForService	Ласощі чи капощі?	Süßes oder Saures?	Des bonbons ou un sort ?	¡Truco o trato!	Сладость или гадость?	Dolcetto o scherzetto?	不给糖就捣蛋？ 	トリック・オア・トリート？
&Text.Customer.WaitingForService	Є тут хтось?!	Ist jemand da?!	Il y a quelqu'un ?	¡¿Hay alguien ahí?!	Здесь кто-нибудь есть?	C'è qualcuno?!	有人在吗？ 	誰かいますか？
								
&Text.Inmate.ServicingCustomersJob	Тримай!	Nimm das!	Prends ça !	¡Toma esto!	Получай!	Prendi questo!	拿好了！ 	おら持ってけ！
&Text.Inmate.ServicingCustomersJob	Геть звідси!	Geh weg!	Du balai !	¡Vete!	Проваливай!	Via da qui!	快走开！ 	あっちへ行け！
&Text.Inmate.ServicingCustomersJob	Невдячне мале…	Sowas Undankbares ...	Quelle ingratitude...	De lo más desagradecido...	Ах ты неблагодарный...	Ingrati teste di cavolo...	一群不知好歹的东西…… 	恩知らずどもめ…
								
								
Text.Presence.InGamePrison14	Пробує не злякатися у «Проклята варта»! День %DAY%	"Versucht, im Wicked Ward keine Angst zu haben! Tag %DAY%"	Essaie de ne pas avoir peur dans Wicked Ward ! Jour %DAY%	¡Intenta no asustarte en el Wicked Ward! Día %DAY%	Пытаюсь не напугаться до смерти в Wicked Ward! День %DAY%	Cercando di non spaventarsi a Wicked Ward! Giorno %DAY%	正被关在Wicked Ward里头， 尽量别吓破了胆哦！ Day %DAY% 	「呪われた病棟」で恐怖に耐えている！ %DAY% 日目
Text.Presence.EscapedPrison14	Утік від жахів у «Проклята варта»! День %DAY%	Ist dem Albtraum des Wicked Ward entkommen! Tag %DAY%	A échappé au cauchemar de Wicked Ward ! Jour %DAY%	¡Has escapado de la pesadilla del Wicked Ward! Día %DAY%	Удалось сбежать от кошмара Wicked Ward! День %DAY%	Fuggito dall'incubo di Wicked Ward! Giorno %DAY%	逃脱Wicked Ward的梦魇！ Day %DAY% 	悪夢のような「呪われた病棟」から脱出した！ %DAY% 日目
								
Text.ActivityFeed.EscapedPrison14.Cap	$USER_NAME_OR_ID утік від жахів у «Проклята варта»!	$USER_NAME_OR_ID ist dem Albtraum des Wicked Ward entkommen!	$USER_NAME_OR_ID a échappé au cauchemar de Wicked Ward !	¡$USER_NAME_OR_ID ha escapado de la pesadilla del Wicked Ward!	$USER_NAME_OR_ID - удалось сбежать от кошмара Wicked Ward!	$USER_NAME_OR_ID ha trovato una via di fuga dall'incubo di Wicked Ward!	$USER_NAME_OR_ID 成功逃脱了Wicked Ward的梦魇！ 	$USER_NAME_OR_ID が、悪夢のような「呪われた病棟」から脱出した！
								
								
Text.CryptEscape.Stage01.Fail	Можливо, хтось тут може підготувати мене до цього?	Vielleicht kann mich jemand auf das hier vorbereiten?	Quelqu'un pourrait peut-être me préparer pour ceci ?	A lo mejor alguien de por aquí me puede preparar para esto...	"Может, тут где-нибудь есть кто-то, кто меня к этому подготовит?"	Forse qualcuno qui può prepararmi per questo?	这附近有没有谁能帮我做做准备？ 	誰かが外へ運び出してくれるかも？
Text.CryptEscape.TooManyPlayers	Так я можу втекти лише самотужки…	Ich kann das nur allein tun ...	Je ne peux y arriver qu'en solitaire...	Solo puedo hacer esto yo solo...	Я справлюсь только в одиночку...	Devo farlo per conto mio...	我只能靠我自己了…… 	このやり方だと、1人しか脱出できない…
								
Text.MonsterEscape.Stage01.Fail	Потрібно знайти ногу почвари…	Wir müssen ein Monsterbein finden ...	On doit trouver une patte de monstre…	Debemos encontrar una pierna de monstruo...	Нам нужно найти ногу монстра...	Dobbiamo trovare una Gamba di mostro...	我们得找到一条怪物的腿…… 	「怪物の足」が必要だ…
Text.MonsterEscape.Stage01.Succeed	"Чудово! А тепер рука почвари…"	Großartig! Jetzt einen Monsterarm ...	"Parfait ! Un bras de monstre, maintenant..."	¡Bien! Ahora un brazo de monstruo...	Отлично! Теперь - рука монстра...	Ottimo! Ora un Braccio di mostro...	好极了！ 然后是怪物的胳膊…… 	いいぞ！次は「怪物の腕」が必要だ…
Text.MonsterEscape.Stage02.Fail	Необхідно знайти руку почвари…	Wir müssen einen Monsterarm finden ...	On doit trouver un bras de monstre…	Debemos encontrar un brazo de monstruo...	Нам нужно найти руку монстра...	Dobbiamo trovare un Braccio di mostro...	我们得找到一条怪物的胳膊…… 	「怪物の腕」が必要だ…
Text.MonsterEscape.Stage02.Succeed	"А зараз, кілька прогоничів, щоб утримати це чудовисько разом…"	"Jetzt ein paar Nieten, um dieses Monstrum zusammenzuhalten ..."	"Maintenant, quelques boulons pour consolider cette monstruosité..."	Ahora unos tornillos para hacer que esta monstruosidad se mantenga unida...	"Теперь нам нужны болты, чтобы соединить части монстра..."	Ora dei Bulloni per tenere insieme questa mostruosità...	再找点螺栓把这头怪物拼起来…… 	いいぞ、あとはボルトで怪物のパーツをつなげば…
Text.MonsterEscape.Stage03.Fail	Слід знайти кілька прогоничів…	Wir müssen ein paar Nieten finden ...	Il nous faut quelques boulons...	Tenemos que encontrar unos tornillos...	Нам нужно найти болты...	Dobbiamo trovare dei Bulloni...	我们得找到点螺栓…… 	「ボルト」が何本か必要だ…
Text.MonsterEscape.Stage03.Succeed	Нам потрібне джерело енергії… Блискавичник спрацює?	Wir brauchen eine Energiequelle ... vielleicht einen Blitz?	Il faut une source d'énergie... Utiliser le tonnerre pourrait marcher ?	Necesitamos una fuente de energía... A lo mejor un rayo sirve.	Нам нужен источник энергии... Молния может сработать.	Ci serve una fonte d'energia... i Fulmini funzioneranno?	还需要一个能量源…… 也许闪电能起作用？ 	動力源が必要だ…雷が使えるかも？
Text.MonsterEscape.Stage04.Fail	Варто змайструвати блискавичник та розмістити на даху!	Wir sollten einen Blitzableiter herstellen und auf dem Dach befestigen!	On devrait fabriquer un paratonnerre et le placer sur le toit !	¡Tendríamos que hacer un pararrayos y ponerlo en el tejado!	Нам нужно изготовить громоотвод и поставить его на крыше!	Dovremmo costruire un Parafulmine e metterlo sul tetto!	我们应该制作一个避雷针然后把它装到屋顶上！ 	「避雷針」を作って屋上に設置しないと！
Text.MonsterEscape.Stage04.Succeed								
								
Text.MonsterEscape.PlaceLightningConductor	Розмістити блискавичник	Blitzableiter befestigen	Placer le paratonnerre	Coloca el pararrayos.	Поставить громоотвод	Posiziona Parafulmine	安装避雷针	避雷針を設置する
Text.MonsterEscape.ConstructMonster	Зібрати почвару	Monster bauen	Construire un monstre	Crea un monstruo.	Собрать монстра	Costruisci Mostro	制造怪物	怪物を組み立てる
								
Text.MonsterEscape.Conductor.Stage01.Fail	Нам слід тут розмістити блискавичник…	Wir müssen hier einen Blitzableiter befestigen ...	Nous devons placer le paratonnerre ici...	Tenemos que poner aquí un pararrayos...	Нам нужно поставить здесь громоотвод...	Dobbiamo mettere il Parafulmine qui...	我们得在这里安装避雷针…… 	ここに「避雷針」を設置しないと…
Text.MonsterEscape.Conductor.Stage01.Succeed	Тепер ми можемо повернути почвару до життя!	Jetzt können wir das Monster zum Leben erwecken!	Nous pouvons maintenant donner vie à ce monstre !	¡Ahora podemos dar vida a este monstruo!	Теперь мы можем оживить этого монстра!	Ora possiamo portare in vita il Mostro!	现在我们可以为这头怪物赋予生命了！ 	さあ、あの怪物に命を吹き込もう！
Text.MonsterEscape.Conductor.Stage02.Succeed	Потрібно повернутися в лабораторію…	Ich muss zurück nach unten in mein Labor ...	Je devrais retourner au labo...	Debería volver al laboratorio...	Мне нужно спуститься в лабораторию...	Dovrei tornare nel laboratorio...	我最好回到楼下的实验室里…… 	ラボへ戻らないと…
