Text ID	English	German	French	Spanish	Russian	Italian	Chinese	Japanese		
Text.Cutscene.A17.Intro.B	"Я не певна, що ти мене чуєш, але почнімо оглядини..."	"Ich glaube nicht, dass du mich hören kannst. Weiter mit der Tour ..."	"Je ne pense pas que tu m'entendes, mais allons-y..."	"No creo que puedas oírme, pero comencemos el tour..."	"Не думаю, что ты меня слышишь, но начинаем экскурсию..."	"Non credo tu possa sentirmi, ma iniziamo il tour..."	你应该听不到我说话， 但是游览继续…… 	どうせ聞こえてないとは思うが、中を一通り案内しよう…		
Text.Cutscene.A17.Intro.C	Тут ми проводимо переклик	Hier haben wir den Appell.	C'est ici qu'on fait l'appel.	Aquí hacemos los pases de lista.	Здесь мы проводим перекличку.	Qui è dove avviene l’Appello.	这里就是点名的地方。 	点呼はここで行われる		
Text.Cutscene.A17.Intro.D	Приходь сюди, щоб отримати щоденну порцію поживних речовин та вітамінів	"Komm her, um deine täglichen Nährstoffe und Vitamine zu erhalten."	"Ici, tu peux obtenir tes vitamines et tes nutriments journaliers."	Ven aquí para recibir tus vitaminas y nutrientes diarios.	Сюда вы будете приходить за питательными веществами и витаминами	Vieni qui per la tua dose giornaliera di nutrienti e vitamine	每天来这里补充营养和维生素	日々の栄養やビタミンの補給は、この部屋で行う		
Text.Cutscene.A17.Intro.E	"Якщо відчуватимеш запаморочення, нудоту або слабкість, обов’язково поговори з нашими чарівними науковцями-медиками, які працюють тут"	"Wenn dir schwindlig oder schlecht ist, dann sprich hier mit einem unserer brillanten medizinischen Wissenschaftler."	"Si tu as la tête qui tourne, si tu es malade ou que ta santé est basse, tu peux venir ici pour t'adresser à nos experts médicaux."	"Si te sientes mareado, enfermo o con poca salud, asegúrate de hablar con nuestro brillante equipo de médicos."	"Если почувствуешь головокружение, тошноту или нездоровье, поговори с нашими светилами медицины."	"Se inizi ad avvertire stordimento, fiacchezza o malessere, assicurati di parlare con i nostri eccellenti ricercatori medici, qui."	如果你觉得目眩、 恶心或生命值不足， 一定要和我们这里杰出的医疗科学家谈谈。 	目まいや吐き気がしたり、体力が落ちてきた時は、われらが優秀な医務官に診てもらうといい		
Text.Cutscene.A17.Intro.F	"Люди люблять працювати за гроші, тож можеш відчути як це"	"Menschen machen gern Arbeit für Währung, und hier kannst du das selbst erleben."	"Les humains aiment travailler pour gagner de l'argent, tu peux t'y essayer ici."	"A los humanos les gusta realizar trabajos para recibir dinero a cambio, aquí puedes probarlo."	Люди любят работать за деньги. Можешь попробовать заняться этим здесь.	"Gli umani amano fare dei lavori in cambio di denaro, e qui potrai sperimentarlo anche tu."	人类喜欢干活挣钱， 在这里你可以体验到此过程。 	人間はカネのためにあくせく働くのが好きだ。体験したくなったら、ここへ来たまえ		
Text.Cutscene.A17.Intro.G	"Якщо відчуватимеш певну кволість, то є місце для вправ"	Falls du dich irgendwie schwach fühlst. Dann kannst du hier trainieren.	"Si tu te sens faible. Pour faire du sport, c'est ici."	"Si te sientes algo apagado, este es el sitio para entrenar."	Если чувствуешь себя слабым... ...у нас есть место для тренировок.	"Se ti senti, diciamo, debole... Allora questo è il posto per allenarti."	如果你不知为何感到没力气， 那就可以来这里锻炼身体。 	もっと強くなりたいと感じたら、ここで体を鍛えるといい		
Text.Cutscene.A17.Intro.H	"Наші аґенти мають до кожного багато запитань, тож не соромся присісти та «поспілкуватися»"	"Unsere Agenten haben viele Fragen an dich, also setz dich gern hierher für ein „Gespräch“."	"Nos agents ont beaucoup de questions, n'hésite pas à t'asseoir pour ""discuter""."	"Nuestros agentes tienen muchas preguntas para ti, no te cortes en sentarte y tener una ""charla""."	У наших агентов множество вопросов. Можешь присесть здесь и поболтать с ними.	"I nostri Agenti hanno molte domande da farti, accomodati e fai una “chiacchierata” con loro."	我们的特工有很多问题要问你， 不必拘束， 坐下和他们 “聊聊天” 吧。 	ここの捜査官たちは、君に色々と質問があるらしい。いつでもここへ座って、“おしゃべり”したまえ		
Text.Cutscene.A17.Intro.I	"Насамкінець, це твоє нове житло далеко від дому. Сподіваємось, він тобі до душі"	Und hier ist dein neues Zuhause weit vom Zuhause entfernt. Hoffentlich gefällt es dir?	"Et enfin, voici ton chez-toi sur cette planète. J'espère qu'il te plaît ?"	"Y, para terminar, esta es tu casa fuera de casa. Esperemos que te guste."	"И, наконец, здесь твой новый дом вдали от дома. Надеюсь, тебе нравится?"	"Ecco, questa è la tua nuova casa lontano da casa. Spero sia di tuo gradimento!"	最后， 这里就是你的第二个家。 希望对你胃口。 	最後に、ここが君の新しい家だ。気に入ってくれるといいがな		
Text.Cutscene.A17.Intro.J	"Тепер ми можемо повернутися до того, аби ця штука знову запрацювала…"	"So, jetzt können wir wieder versuchen, dieses Ding zu reparieren ..."	Nous pouvons maintenant nous consacrer à faire fonctionner ce truc...	"Bueno, ahora ya podemos centrarnos en hacer que esto vuelva a funcionar..."	Теперь мы можем продолжить чинить эту штуку...	Adesso cerchiamo di far funzionare di nuovo questa cosa...	现在， 我们可以开始想办法让这东西再次运转起来了…… 	では、私は失礼する。こいつの修理に忙しいのでね…		
Text.Cutscene.A17.MP.A	Вони переконані, що те НЛО більше не полетить…	"Sie sind sich sicher, dass das UFO nie wieder fliegt ..."	Ils sont certains que l'OVNI ne volera plus jamais...	Están seguros de que el OVNI no volverá a volar...	"Они уверены, что НЛО больше не прилетит..."	Sono certi che l’UFO non volerà mai più...	他们自信地断定飞碟再也无法升空了…… 	あのUFOはもう飛ばないみたいだな…		
Text.Cutscene.A17.MP.B	Ем…	Äh ...	Euh.	Eh…	Э...	Ehm…	呃…… 	そっか…		
Text.Cutscene.A17.SP.A	Я не пам'ятаю, щоби бачив тебе зранку	Ich hab dich heute morgen nicht gesehen?	Je ne me souviens pas t'avoir vu ce matin ?	No recuerdo haberte visto esta mañana.	"Кажется, я не видел тебя с утра?"	Non ricordo di averti visto stamattina...	我今天早上好像没见过你啊？ 	今朝は見なかった顔だよな？		
Text.Cutscene.A17.SP.B	Підтверджую. Я не бачив тебе теж.	Das stimmt. Ich hab dich auch nicht gesehen.	Affirmatif. Je ne t'ai pas vu non plus.	Afirmativo. Yo tampoco te he visto.	Так точно. Я тебя тоже не видел.	Affermativo. Non ti ho visto neanche io.	同意。 我也没见过你。 	正しい。私も君の顔を見なかった		
Text.Cutscene.A17.SP.C	Ясно. Ти тимчасовий чи що?	Klar. Bist du Aushilfe oder so?	Ouais. T'es en intérim ou quoi ?	Bien. ¿Eres un interino o algo así?	Верно. Ты тут кого-то заменяешь?	Bene. Sei a tempo determinato o roba simile?	对。 你是临时工之类的吗？ 	言えてら。バイトか？		
Text.Cutscene.A17.SP.D	Я тимчасовий чи що.	Ich bin Aushilfe oder so.	Je suis en intérim ou quoi.	Soy un interino o algo así.	Я тут кого-то заменяю.	Sono a tempo determinato o roba simile.	我就是临时工之类的。 	ああ、バイトだ		
Text.Cutscene.A17.SP.E	"Звичайно. Що ж, документи в порядку. "	Okay. Also die Papiere sind in Ordnung. 	"Ouais. Eh bien, les papiers sont en règle. "	"Claro. Bueno, el papeleo está en orden. "	"Ну да. Что ж, документы в порядке. "	"Ok. Beh, le carte sono in regola. "	当然。 好吧， 有文书工作要做了。 	だよな。書類の提出をお忘れなく		
Text.Cutscene.A17.SP.F	Гарних вихідних. 	Schönen Abend noch. 	Bonne soirée. 	Buenas noches. 	Хорошего вечера. 	Buona serata. 	祝你晚上愉快。 	んじゃ、また明日		
Text.Cutscene.A17.SP.G	Насолоджуйся приємним рівнем кисню ввечері.	Genieß die angenehmen Sauerstoffwerte heute Abend.	Profitez bien des agréables niveaux d'oxygène.	Disfruta los agradables niveles de oxígeno de esta noche.	Приятного уровня кислорода.	"Goditi i piacevoli livello di ossigeno, stanotte."	好好享受今晚宜人的氧气含量吧。 	酸素がたっぷりの素晴らしい夜を		
Text.Cutscene.A17.SP.H	"Зажди, що?"	"Warte, was?"	"De, quoi ?"	"Espera, ¿qué?"	"Подожди, что?"	"Aspetta, cosa?"	慢着， 什么？！ 	うん、何だって？		
Text.Cutscene.A17.SP.I	Я маю на увазі. Знюхаємося пізніше, друже.	"Ich meine. Bis später, Kumpel."	"Je veux dire. À plus, mon pote."	"Quiero decir, hasta luego, cocodrilo."	"Я хочу сказать... Снюхаемся завтра, брателло."	"Voglio dire... Ci annusiamo dopo, fratello."	我是说。 回头见， 伙计。 	“また明日”と言ったのだ		
Text.Cutscene.A17.SP.J	?	?	?	?	?	?	？ 	はあ？		
Text.Cutscene.Boat.Intro.A	Зламані замки - не привід залишати камеру.	"Kaputte Schlösser sind kein Grund, einfach so deine Zelle zu verlassen."	Les serrures cassées ne sont pas un prétexte pour quitter les cellules.	Unas cerraduras rotas no son excusa para que salgas de tu celda.	Сломанные замки — не разрешение выйти из камеры.	Una serratura rotta non è una scusa per lasciare la cella.	锁坏了并不是你离开牢房的借口。 	カギが壊れてたからって、房を抜け出ていいわけじゃない		
Text.Cutscene.Boat.Intro.B	Будь ласка, не виходь...	Bitte geh nicht ...	Merci de ne pas partir...	No te vayas...	"Пожалуйста, не уходи..."	"Ti prego, non andartene..."	请不要离开…… 	脱獄は勘弁しろっての…		
Text.Cutscene.Boat.Intro.C	"Якщо я побачу тебе знову, ти збагнеш, що не лише море сьогодні неспокійне!"	"Wenn ich dich noch einmal sehe, wirst du spüren, dass nicht nur die See heute Abend wild ist!"	"Si je te revois, tu trouveras la mer bien clémente !"	"¡Si te vuelvo a ver, te darás cuenta de que no solo el mar está bravo esta noche!"	"Если я тебя еще раз увижу, ты узнаешь, что сегодня волнуется не только море!"	"Se ti rivedo, scoprirai che non è solo il mare a essere agitato stanotte!"	如果再让我看到你， 那今晚定要你不得安宁！ 	今度やったら、荒れるのは海だけじゃ済まないぞ！		
Text.Cutscene.Boat.MP.Helicopter.A	Вийшов з вертольоту!	Raus aus dem Heli!	Hors de l'hélico !	¡Fuera del helicóptero!	Из вертолета!	Via dall’Elicottero!	离开直升机！ 	ヘリから出ろぉ！		
Text.Cutscene.Boat.MP.Helicopter.B	Не бийте мене!	Tu mir nicht weh!	Ne me tape pas !	¡No me hagas daño!	Не делайте мне больно!	Non farmi male!	别伤害我！ 	殺さないでぇ！		
Text.Cutscene.Boat.MP.Helicopter.C	Га?	Häh?	Hein ?	¿Eh?	А?	Eh?	嗯？ 	うん？		
Text.Cutscene.Boat.MP.Helicopter.D	Що за...?	Was zum ...?	Que... ?!	"Pero, ¿qué...?"	Что за...	Ma che...?!	搞什么…… ？ 	なんだぁ…？		
Text.Cutscene.Boat.MP.Helicopter.E	Хто це дозволив?!	Wer hat das bewilligt?!	Qui a autorisé ça ?!	¡¿Quién ha permitido eso?!	Кто это разрешил?!	Chi ha autorizzato ciò?!	谁授权他们那么干的？！ 	誰も許可してないぞ？！		
Text.Cutscene.Boat.MP.Helicopter.F	Додай «Новий вертоліт» у перелік на закупи. 	Füge „neuer Hubschrauber“ zur Einkaufsliste hinzu. 	"Ajoutez ""nouvel hélicoptère"" à la liste de courses. "	Añadir 'Nuevo helicóptero' a la lista de la compra. 	Добавь в список покупок «новый вертолет». 	Aggiungi ‘elicottero nuovo’ alla lista. 	往购物清单上加入“新直升机”。 	買い物リストに“おニューのヘリ”を加えておくか…		
Text.Cutscene.Boat.MP.TakeControl.A	Є ідеї, як керувати цією штукою?	"Weiß jemand, wie man dieses Teil kontrolliert?"	Une idée de comment ça fonctionne ?	¿Alguien tiene idea de cómo controlar esto?	"Кто-нибудь знает, как управлять этой штукой?"	Hai idea di come pilotare questa cosa?	知道该怎么操控这玩意儿吗？ 	これってどうやって動かすんだ？		
Text.Cutscene.Boat.MP.TakeControl.B	Може, це колесо обертається, капітане?	"Vielleicht dreht es sich mit diesem Rad, Käpt'n?"	Peut-être que ce volant le fait tourner ?	"Puede que esa rueda lo haga girar, capitán..."	"Может, дернуть за этот штурвал, кэп?"	"Forse quella cosa rotonda la fa girare, capitano?"	船长， 也许那个转盘一样的东西是用来转向的？ 	この輪っかみたいのがそうかも、船長？		
Text.Cutscene.Boat.MP.TakeControl.C	"Ходімо звідси, мої любі!"	"Nichts wie weg von hier, Männer!"	"Partons d'ici, mes amis !"	"¡Salgamos de aquí, corazones!"	"Выбираемся отсюда, матросики!"	"Andiamo via di qui, miei cari!"	伙计们， 我们离开这里吧！ 	いざ脱出だ、同志たち！		
Text.Cutscene.Boat.SP.Jetski.A	Хто це сюди поклав?!	Wer hat das hierher getan?!	Qui a mis ça là ?!	¿De quién es esto?	Кто это здесь положил?!	Chi lo ha messo qui?!	谁把这东西放在这儿的？！ 	これって誰のだ？！		
Text.Cutscene.Boat.SP.Scuba.A	Липка стрічка і шматок трубки... Що може піти не так?	Klebeband und ein bisschen Schlauch... Was kann schon schiefgehen?	Un adhésif et un bout de tube... Ça ne peut pas mal tourner.	Cinta aislante y un poco de tubo... ¿Qué podría salir mal?	Изолента и трубка... Что может пойти не так?	Nastro adesivo e un pezzo di tubo... Cosa può andare storto?	胶带和一小段管子…… 怎么可能会出岔子？ 	ガムテープとチューブが一本…バッチリじゃんか？		
Text.Cutscene.Boat.SP.Scuba.B	*Булькає*	*blubber*	*Bloup*	*Balbuceos*	*Бульканье*	*Blub blub blub*	*失真音*	ゴボゴボゴボ…		
Text.Cutscene.Dictator.Generic.A	Я думаю назвати шостий день на мою честь.	Ich werde den sechsten Tag zu meinen Ehren benennen.	Je crois que je vais créer un sixième jour à mon nom.	Creo que voy a nombrar un sexto día en mi honor.	"Пожалуй, я назову шестой день в свою честь."	"Credo che darò il nome al sesto giorno, in mio onore."	我觉得我会给一个第六天命名， 用来纪念我。 	毎月6日は、わが名を称える日にしようと思うが…		
Text.Cutscene.Dictator.Generic.B	Га?	Häh?	Hein ?	¿Eh?	А?	Eh?	嗯？ 	うん？		
Text.Cutscene.Dictator.Generic.C	Славетний Вождю!!	Glorreicher Anführer!!	Fabuleux chef !!	¡¡Glorioso líder!!	Славный Вождь!	Glorioso Leader!!	伟大的领袖！！ 	栄光のリーダー！！		
Text.Cutscene.Dictator.Generic.D	НЕ ПЕРЕБИВАЙ МЕНЕ!	UNTERBRICH MICH NICHT!	NE ME COUPE PAS !	¡NO ME INTERRUMPAS!	НЕ ПЕРЕБИВАЙ МЕНЯ!	NON PARLARMI SOPRA!	别打断我说话！ 	口を挟むな！		
Text.Cutscene.Dictator.Generic.E	Як я і казав...	"Wie ich sagte, ..."	Comme je disais...	Como iba diciendo...	Как я говорил...	Come dicevo...	我刚刚说到…… 	話を戻すと…		
Text.Cutscene.Dictator.Generic.F	"Погляньте, Славетний Вождю!"	"Seht, Glorreicher Anführer!"	"Fabuleux chef, regardez !"	"¡Mira, glorioso líder!"	"Смотрите, Славный Вождь!"	"Glorioso Leader, guarda!"	看， 伟大的领袖！ 	あれを、栄光のリーダー！		
Text.Cutscene.Dictator.Generic.G	Втікач на стіні!	Ein Ausreißer an der Wand!	Un fugitif sur le mur !	¡Un prófugo en la pared!	Беглец на стене!	Un fuggitivo sul muro!	墙上的逃犯！ 	塀の上に脱獄者が！		
Text.Cutscene.Dictator.Generic.H	ТАМ НІЧОГО НЕМАЄ?!	DA IST NICHTS ZU SEHEN?!	IL N'Y A RIEN LÀ-BAS ?!	¡AHÍ NO HAY NADA!	ТАМ НИЧЕГО НЕТ?!	NON C’È NULLA LÌ!	那里什么都没有？！ 	私には何も見えんぞ？！		
Text.Cutscene.Dictator.Generic.I	ПЕРЕСТАНЬТЕ ПЕРЕПИНЯТИ МЕНЕ!	UNTERBRICH MICH NICHT!	ARRÊTE DE M'INTERROMPRE !	¡DEJAD DE INTERRUMPIRME!	НЕ ПЕРЕБИВАЙ МЕНЯ!	SMETTILA DI INTERROMPERMI!	别再打断我了！ 	話の腰を折るな！		
Text.Cutscene.Dictator.Generic.J	МЕНЕ МЕНЕ МЕНЕ! Я ГОВОРЮ!!	ICH ICH ICH ICH! ICH REDE!!!	MOI MOI MOI MOI ! JE PARLE !	"¡YO, YO, YO! ¡ESTOY HABLANDO!"	МЕНЯ-МЕНЯ-МЕНЯ! Я ГОВОРЮ!	IO IO IO IO! STO PARLANDO!	我我我我！  我在说话呢！！ 	私だ私だ私だ！今は私が話しているのだ！		
Text.Cutscene.Dictator.Generic.K	Я ВАШ ВОЖДЬ!	ICH BIN DER ANFÜHRER!	JE SUIS VOTRE CHEF !	¡SOY TU LÍDER!	Я ВАШ ВОЖДЬ!	SONO IL TUO LEADER!	我是你们的头儿！ 	私はリーダーだぞ！		
Text.Cutscene.Dictator.Generic.L	Але…	Aber ...	Mais...	Pero…	Но..	Ma...	可…… 	ですが…		
Text.Cutscene.Dictator.Generic.M	ХВАТИТЬ! Я НЕ ДАВАВ ТОБІ ДОЗВОЛУ ГОВОРИТИ.	HALT! ICH HABE DIR NICHT ERLAUBT ZU SPRECHEN.	STOP ! JE NE T'AI PAS DIT DE PARLER.	¡PARA! NO TE HE DADO PERMISO PARA HABLAR.	ХВАТИТ! Я НЕ ДАВАЛ ТЕБЕ РАЗРЕШЕНИЯ ГОВОРИТЬ.	BASTA! NON TI HO DATO IL PERMESSO DI PARLARE.	住口！  我没允许你说话。 	黙れ！誰がしゃべっていいと言った？		
Text.Cutscene.Dictator.Generic.N	"КОЛИ Я ГОВОРЮ, ВИ СЛУХАЄТЕ."	"WENN ICH REDE, HÖRST DU ZU."	"QUAND JE PARLE, TU ÉCOUTES."	"CUANDO YO HABLO, TÚ ESCUCHAS."	"Я ГОВОРЮ, ТЫ СЛУШАЕШЬ."	"QUANDO IO PARLO, TU ASCOLTI."	我说话时你们听着就好。 	話すのは私だ。黙って聞け		
Text.Cutscene.Dictator.Generic.O	ЩО Ж. Продовжимо.	SO. Fahren wir fort.	MAINTENANT. Continuons.	BUENO. Sigamos.	ИТАК. Продолжим.	E ORA... Continuiamo.	好了。 继续。 	では続けよう		
Text.Cutscene.Dictator.Intro.A	Ласкаво просимо до найліпшого місця на землі.	Willkommen am besten Ort auf der Welt.	Bienvenue dans l'endroit le plus agréable au monde.	Bienvenido al mejor lugar del mundo.	Добро пожаловать в лучшее место на земле.	Ti diamo il benvenuto nel miglior luogo in cui abitare.	欢迎来到世界上最适合人类居住的人间天堂。 	この世の楽園へようこそ		
Text.Cutscene.Dictator.Intro.B	"Зведеного власноруч, цеглинкою за цеглинкою нашим Славетним Вождем."	"Von unserem Glorreichen Anführer per Hand erbaut, Stein um Stein."	Construit une brique après l'autre par notre fabuleux chef.	"Construida a mano, roca a roca por nuestro glorioso líder."	Это здание по кирпичику построено руками нашего Славного Вождя.	"Fatto a mano, mattone dopo mattone, dal nostro Glorioso Leader."	这个地方是我们伟大的领袖亲手一砖一瓦造起来的。 	われらが栄光のリーダーがその手でレンガを組み上げ、 ここをお作りになさったのだ		
Text.Cutscene.Dictator.Intro.C	Переклик проводиться тут.	Der Appell findet hier statt.	L'appel se déroule ici.	Aquí se pasa lista.	Переклички проводятся здесь.	Qui avviene l’Appello.	这里是点名的地方。 	点呼はここで行われる		
Text.Cutscene.Dictator.Intro.D	У тіні нашого Славетного Вождя.	Im Schatten unseres Glorreichen Anführers.	À l'ombre de notre fabuleux chef.	A la sombra de nuestro glorioso líder.	В тени нашего Славного Вождя!	All’ombra del nostro Glorioso Leader.	就在我们伟大领袖的阴影笼罩之下。 	栄光のリーダーの威光の下でな		
Text.Cutscene.Dictator.Intro.E	Тут подаються.	Die besten Speisen.	Les meilleurs repas.	La mejor comida.	Здесь подаются...	I cibi migliori.	最棒的美食。 	ここは食堂だ		
Text.Cutscene.Dictator.Intro.F	Найфайніші страви.	Hier serviert.	Sont servis ici.	Se sirve aquí.	...вкуснейшие блюда	Sono serviti qui.	就在这里上桌。 	最高の料理が食べられるぞ		
Text.Cutscene.Dictator.Intro.G	Щедро надані нашим Славетним Вождем.	Großzügig vom Glorreichen Anführer bereitgestellt.	Par bonté de notre fabuleux chef.	Generosamente proporcionada por nuestro glorioso líder.	И все благодаря щедрости нашего Славного Вождя!	Generosamente forniti dal nostro Glorioso Leader.	由我们伟大的领袖慷慨提供。 	栄光のリーダーの寛大なるお心のおかげだ		
Text.Cutscene.Dictator.Intro.H	Будь-які несподівані травми.	Alle unerwarteten Verletzungen.	Toutes blessures inattendues.	Cualquier herida inesperada.	Любые неожиданные травмы...	Ogni ferita inaspettata.	如果意外受伤。 	思わぬケガをする時もあろうが…		
Text.Cutscene.Dictator.Intro.I	Виправлять тут найліпші лікарі. 	Können von den besten Ärzten versorgt werden. 	Peuvent être traitées par les meilleurs médecins. 	Puede ser curada por los mejores doctores. 	...вылечат наши лучшие доктора. 	Può essere curata dai migliori dottori. 	可以来这里接受最好的医疗护理。 	ここで最高の医療が受けられる		
Text.Cutscene.Dictator.Intro.J	Спасибі нашому Славетному Вождю.	Dank unseres Glorreichen Anführers.	Grâce à notre fabuleux chef.	Gracias a nuestro glorioso líder.	Возблагодарим нашего Славного Вождя!	Grazie al nostro Glorioso Leader.	这都要感谢我们伟大的领袖。 	栄光のリーダーに感謝することだ		
Text.Cutscene.Dictator.Intro.K	Тут ми розвиваємо своє тіло і розум.	Hier trainieren wir unseren Körper und Geist.	C'est ici que l'on travaille notre corps et notre esprit.	Aquí es donde ejercitamos nuestros cuerpos y mentes.	Здесь мы тренируем дух и тело.	Qui è dove esercitiamo il nostro corpo e la nostra mente.	这是我们锻炼身心的地方。 	ここはジムだ。皆ここで心身を鍛える		
Text.Cutscene.Dictator.Intro.L	Щоби ми були такими ж сильними, як наш Славетний Вождь.	Damit wir so stark wie unser Glorreicher Anführer werden.	Pour être aussi forts que notre fabuleux chef.	Para aspirar a ser tan fuertes como nuestro glorioso líder.	"Чтобы стать сильными, как наш Славный Вождь."	Così da poter essere forti come il nostro Glorioso Leader.	这样我们才能变得和伟大的领袖一样强健。 	栄光のリーダーのように強くなるためにな		
Text.Cutscene.Dictator.Intro.M	Вітаю, відвідувачу.	"Sei gegrüßt, Besucher."	"Bienvenue, visiteur."	"Saludos, visitante."	"Здравствуй, посетитель."	"Salve, visitatore."	你好， 参观者。 	やあ、客人		
Text.Cutscene.Dictator.Intro.N	Вітаю, друже.	"Sei gegrüßt, Freund."	Bienvenue.	"Saludos, amigo."	"Здравствуй, друг."	"Salve, amico."	你好， 朋友。 	やあ、友よ		
Text.Cutscene.Dictator.Intro.O	За що ти вдячен?	Wofür bist du dankbar?	À quoi doit-on reconnaissance ?	¿De qué estás agradecido?	За что ты благодарен?	Per cosa sei riconoscente?	你感恩什么呢？ 	おまえは何に感謝する？		
Text.Cutscene.Dictator.Intro.P	За цей центр відвідувачів, створений нашим Славетним Вождем.	Das vom Glorreichen Anführer bereitgestellte Besucherzentrum.	Le centre de visite est dispensé par notre fabuleux chef.	El centro de visitantes proporcionado por nuestro glorioso líder.	Наш Славный Вождь дал нам этот центр посещений.	Il Centro visitatori è fornito dal nostro Glorioso Leader.	这是我们伟大的领袖提供的探视中心。 	この面会室も栄光のリーダーが授けたものだ		
Text.Cutscene.Dictator.Intro.Q	Тут можна отримати роботу.	Hier wirst du einen Job bekommen.	C'est ici que tu obtiendras du travail.	Aquí es donde conseguirás un trabajo.	Здесь ты найдешь работу.	Qui è dove ti assegneranno un lavoro.	这是你找工作的地方。 	仕事はここで手配してもらえる		
Text.Cutscene.Dictator.Intro.R	Втім, у нас вона вже є.	Wir haben jedoch schon einen.	Mais nous en avons déjà un.	Pero ya tenemos uno.	Хотя у нас она уже есть.	Noi ne abbiamo già uno.	然而我们已经有了。 	われらは間に合っているがな		
Text.Cutscene.Dictator.Intro.S	Спасибі нашому Славетному Вождю.	Dank unseres Glorreichen Anführers.	Grâce à notre fabuleux chef.	Gracias a nuestro glorioso líder.	Возблагодарим нашего Славного Вождя!	Grazie al nostro Glorioso Leader.	这都要感谢我们伟大的领袖。 	栄光のリーダーのおかげだ		
Text.Cutscene.Dictator.Intro.T	"Нарешті, наш Славетний Вождь прибув!"	Endlich trifft unser Glorreicher Anführer ein!	Notre fabuleux chef arrive enfin !	¡Por fin llega nuestro glorioso líder!	"И наконец, прибывает наш Славный Вождь!"	"Finalmente, ecco il nostro Glorioso Leader!"	最后， 我们伟大的领袖已经到了！ 	栄光のリーダーが到着されたぞ！		
Text.Cutscene.Dictator.Intro.U	Ти не можеш бачити це. Час йти у свою кімнату.	"Du wirst das nicht erleben. Zeit, auf dein Zimmer zu gehen."	Tu n'as pas la permission de le voir. Rends-toi dans ta cellule.	Tú no puedes presenciar esto. Es hora de volver a tu habitación.	Ты этого не увидишь. Пора возвращаться в свою комнату.	Tu non puoi vedere. È ora di andare nella tua stanza.	你没资格见领袖本人。 你该回自己房间了。 	おまえは見てはならん。部屋へ戻ってろ		
Text.Cutscene.Dictator.MP.A	Просто візьмімо!	Nimm es einfach!	Prends-le !	¡Cógelo!	Просто возьми!	Prendi!	你收下吧！ 	そいつを奪え！		
Text.Cutscene.Dictator.MP.B	НІ! ЦЕ МОЄ!	NEIN! DAS IST MEINS!	NON ! C'EST À MOI !	¡NO! ¡ESO ES MÍO!	НЕТ! ЭТО МОЕ!	NO! È MIO!	不行！  那是我的！ 	よせ！オレんだぞ！		
Text.Cutscene.Dictator.MP.C	А-А-Р-Р-Р!	ARRRG!!!	AAAARRGHHHHH !	¡¡AAARRGGHH!!	Р-Р-Р-Р!	AAARRGHHHH!	啊！ 	うわああああっ！		
Text.Cutscene.Dictator.MP.D	ВІДПУСТІТЬ!!	LASS MICH LOS!	LÂCHE-MOI !	¡DÉJAME!	ОТПУСТИ!	LASCIAMI!	放开我！！ 	下ろしてくれぇぇ！		
Text.Cutscene.Dictator.MP.E	Вони вкрали МІЙ вертоліт!	Sie haben MEINEN Heli geklaut!	Ils ont volé MON hélicoptère !	¡Han robado MI helicóptero!	Они украли МОЙ вертолет!	Hanno rubato il MIO elicottero!	他们偷了我的直升机！ 	オレのヘリが奪われたぁぁ！		
Text.Cutscene.Dictator.MP.F	А-А-Р-Р!	ARRRG!!!	ARRGHHH !	¡¡AARGH!!	Р-Р-Р-Р!	AARRGHHH!	啊！ 	うわあああっ！		
Text.Cutscene.Dictator.MP.G	НІ НІ НІ НІ!	NEIN NEIN NEIN!	NON NON NON !	"¡NO, NO, NO!"	НЕТ-НЕТ-НЕТ!	NO NO NO NO!	不不不不！ 	よせよせよせ！		
Text.Cutscene.Dictator.SP.A	Га?	Häh?	Hein ?	¿Eh?	Чего?	Eh?	嗯？ 	うん？		
Text.Cutscene.Dictator.SP.B	"Нарешті, щось цікаве трапилося тут..."	Endlich passiert hier mal etwas Interessantes ...	Enfin quelque chose d'intéressant.	"Por fin, pasa algo interesante por aquí..."	Наконец-то здесь происходит что-то интересное...	Finalmente qualcosa di interessante...	这里终于发生有意思的事了。 	ようやく面白くなってきたか…		
Text.Cutscene.Dictator.SP.C	"Що ж, на це я вбив 20 хвилин…"	Das hat 20 Minuten rumgebracht ...	"Bah, ça a fait passer 20 minutes..."	"Bueno, eso ha matado 20 minutos..."	"Что ж, прошло 20 минут..."	"Beh, almeno ho passato 20 minuti..."	嗯， 供我消磨了20分钟…… 	まあ、今ので20分はつぶせた…		
Text.Cutscene.Gulag.Generic.A	"Щоб зловити цю річкову потвору, мені знадобиться правильна наживка…"	"Um das Flussmonster zu fangen, brauche ich den richtigen Köder ..."	"Pour attraper ce monstre marin, je vais avoir besoin du bon appât..."	"Para atrapar a este monstruo de río, necesitaré el cebo adecuado..."	"Чтобы поймать речное чудовище, мне нужна правильная наживка..."	Per catturare il mostro del fiume avrò bisogno dell’esca giusta...	为了抓住河里的水怪， 我需要合适的诱饵…… 	この川のヌシを釣り上げるには、なにより正しいエサをですね…		
Text.Cutscene.Gulag.Generic.B	Зловив!	Fisch weiter!	Poisson !	¡A pescar!	"Ловись, рыбка!"	A pesca!	上钩啦！ 	と、かかったぁ！		
