Text ID	English	German	French	Spanish	Russian	Italian	Chinese	Japanese			
&Text.Inmates.Banter	Ще одне слово…	Sag noch ein Wort ...	"Un seul mot de plus, et..."	Si dices una palabra más...	Еще одно слово...	Di' un'altra parola e...	你再说一个字……	今度口を開いたら…			
&Text.Inmates.Banter	Бачиш отам димовий сиґнал?	Siehst du die Rauchsignale dort drüben?	"Tu vois les signaux de fumée, là-bas ?"	¿Ves las señales de humo de ahí lejos?	Видишь дымовые сигналы вон там?	Li vedi i segnali di fumo laggiù?	你看到那边的烟雾信号了吗？	向こうの狼煙が見えるか？  			
&Text.Inmates.Banter	Ти побачиш, що я доведу почате до кінця	"Ich bringe zu Ende, was ich angefangen hab."	Tu verras que je finis toujours ce que je commence.	Comprobarás que yo termino lo que empiezo.	"Увидишь, я добьюсь успеха с тем, что у меня было"	Io finisco sempre quello che comincio	你会发现我是个有始有终的人	始めたことは終わらせないとな			
&Text.Guards.RollCallMain	Ви недопрацьовуєте	Schwache Leistung von dir.	T'es minable !	No rindes nada.	Ты не справляешься	Hai un pessimo rendimento	你们的表现不理想	サボってんじゃねぇぞ			
Text.Escape.Zipline.Stage2.Wrong	Мені потрібно змайструвати готовий арбалет	Ich muss eine fertige Armbrust herstellen	Je dois fabriquer une arbalète complète	Tengo que crear una ballesta completa.	Мне нужно сделать завершенный арбалет	Devo creare una Balestra completa	我需要制作一把完整的十字弓	「完全なクロスボウ」を作らないと			
Text.Escape.Zipline.TooManyPlayers	Я це можу зробити лише сам!	Ich kann das nur alleine tun!	Je n'y arriverai que seul !	¡Solo puedo hacer esto yo solo!	Я справлюсь только в одиночку!	Non ci deve essere nessun altro!	这件事只能我一个人办！	この脱獄は1人でしかできない！			
Text.Escape.Trash.Succeed	Виконано!	Fertig!	Réglé !	¡Listo!	Тип-топ!	A posto!	搞定了！	やったぞ！			
											
END											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
