Text ID	English	German	French	Spanish	Russian	Italian	Chinese	Japanese		
Text.Quest.ChristmasPast.Pt3.Desc	That mince pie gave him flashbacks of getting beaten up and having his outfit stolen! We should send him a picture of us all before this online empire started… Only problem is those pictures were confiscated by the guards…	"Der Mince Pie hat ihn daran erinnert, wie er verprügelt und seiner Klamotten beraubt wurde! Wir sollten ihm ein Bild von uns allen schicken, bevor sein Online-Imperium eröffnet wurde … Leider haben die Wärter die Bilder beschlagnahmt …"	Cette tourte lui a rappelé la fois où il s’est fait tabasser et voler son costume ! Nous devrions lui envoyer une photo de nous tous avant le début de son empire en ligne... Mais le souci c’est que ces photos ont été confisquées par les gardes...	¡Ese pastel de fruta le ha recordado la época cuando le pegaban y le robaron su traje! Deberíamos enviarle una fotografía de todos nosotros antes de que empezara este imperio en línea... El único problema es que los guardas nos confiscaron las fotos...	"Этот пирожок напомнил ему, как его избили и украли костюм! Надо отправить ему нашу фотографию, сделанную до того, как появилась вся эта онлайн-империя... Но проблема в том, что все эти фотографии конфисковала стража..."	Quel pasticcio di macinato gli ha ricordato quando è stato pestato ed è stato derubato del suo vestito! Dovremmo mandargli una foto di come eravamo prima di questo impero online. L'unico problema è che quelle foto sono state confiscate dalle guardie…	碎肉馅饼让他想起了以前挨揍和衣服被偷走的事！ 我们想给他一张“在线帝国”崛起前我们拍的合照… … 问题是， 那些照片都被狱警没收了… … 	ミンスパイを見たサンタは、こっぴどくやられて衣装まで奪われた嫌な記憶を思い出してしまった！ このオンライン帝国を始める前の古き良き時代の写真をサンタに届けたい… だが写真はすべて看守に没収されてしまった… 		
Text.Quest.ChristmasPast.ThirdObjective	Put the $ItemToGet In Santa's Desk	Pack folgenden Gegenstand in das Pult: $ItemToGet	Mettez dans le bureau du père Noël l’objet : $ItemToGet	Pon el $ItemToGet en el escritorio de Santa	Поставьте предмет ($ItemToGet) на стол Санты	Posiziona il/la $ItemToGet nella scrivania di Babbo Natale	将 $ItemToGet 放入圣诞老人的书桌	$ItemToGet をサンタの机に置く		
										
/////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////										
										
Text.DLC06.SinglePlayerTip.Name	"It's not a Toy, It's a collectable"	"Kein Spielzeug, sondern ein Sammlerstück"	"Ce n’est pas un jouet, c’est une pièce de collection"	"No es un juguete, es un objeto coleccionable"	"Это не игрушка, это коллекционный предмет"	"Non è un Giocattolo, ma un pezzo da collezione"	这不是玩具， 是收集品	これは単なるおもちゃじゃなく、コレクターズアイテムだ		
Text.DLC06.SinglePlayerTip.Desc	"Santa's put in a bulk order for some new action figure. \n\nIf you can craft a legitimate looking Action Figure box, those robots will pick it up no trouble and ship it off at a moment’s notice. \n\nMake sure you access the laptop that controls the listings on the store. Without that, people won’t be able to order them. Santa keeps the password to it safely in his office…"	"Der Weihnachtsmann hat eine neue Actionfigur massenweise bestellt. \n\nWenn du eine echt aussehende Box für die Figur herstellen kannst, werden die Roboter sie nehmen und sofort verschicken. \n\nVergiss nicht, dass du Zugriff auf den Laptop brauchst, der die Shopangebote steuert. Sonst werden die Leute nicht bestellen können. Der Weihnachtsmann bewahrt das Passwort in seinem Büro auf …"	"Le père Noël a passé une commande en gros pour une nouvelle figurine. \n\nSi vous pouvez lui fabriquer une boite assez convaincante, les robots la récupéreront sûrement et la livreront sans rien remarquer. \n\nAssurez-vous d’accéder à l’ordinateur portable qui gère les annonces de la boutique. Sans cela, personne ne pourra les commander. Le père Noël garde le mot de passe en sécurité dans son bureau..."	"Santa ha hecho un gran pedido de una nueva figura de acción. \n\nSi puedes fabricar una caja de figura de acción que parezca auténtica, los robots aprenderán enseguida y la enviarán en un abrir y cerrar de ojos. \n\nDeberías acceder al portátil que controla las listas de la tienda. Sin ellas, la gente no podrá hacer pedidos. Santa guarda la contraseña en un lugar seguro de su oficina..."	"Санта сделал оптовый заказ на новую фигурку героя. \n\nЕсли вы сумеете создать коробку с фигурками героя, то роботы подберут ее и моментально отправят. \n\nНе забудьте получить доступ к ноутбуку, через который можно контролировать списки в магазине. Без этого люди не смогут сделать заказ. Санта хранит пароль где-то в офисе..."	"Babbo Natale ha organizzato un grosso ordine di una nuova Action Figure. \n\nSe riesci a creare una scatola che sembri appropriata per l’Action Figure, questi robot la afferreranno senza problemi e la spediranno in men che non si dica. \n\nAssicurati di accedere al portatile che controlla i prodotti esposti nel negozio. Se non lo fai, la gente non potrà ordinarli. Babbo Natale tiene la password al sicuro nel suo ufficio…"	圣诞老人大量订购了某款新型动作人偶。  \n\n如果你能做出一个看着还行的动作人偶包装盒， 这些机器人就会把它捡起来， 按照命令随时将其送出。 \n\n别忘了去使用笔记本电脑， 修改商店的商品列表。 不修改的话， 人们就没法下单啦。 圣诞老人把密码藏在了他的办公室… … 	サンタは新作アクションフィギュアを大量注文した。 \n\n正真正銘のアクションフィギュアの箱を作ることができれば、ロボットたちが拾い上げて、ただちに商品を発送する。 \n\nお店の商品一覧を管理しているノートPCにアクセスするのを忘れないように。 忘れたら、お客さんが誰も商品を注文できなくなる。 サンタはノートPCのパスワードを自分の事務所に保管している。 		
										
Text.DLC06.MultiPlayerTip.Name	Batteries Not Included	Batterien nicht inbegriffen	Piles non incluses	Pilas no incluidas.	Батарейки в комплекте не идут	Batterie non incluse	不含电池	電池は別売りです		
Text.DLC06.MultiPlayerTip.Desc	"The big guy is  sinking cash into his autonomous sleigh programme! One of the prototypes is missing some key components to make sure it stays grounded. \n\n It needs power, then it’ll need the AI Module which is locked away near the servers that keep the online business running. Finally, you’ll need the delivery coordinates for the Sleigh to follow… they are  kept in the warehouse somewhere…"	"Der Boss versenkt sein ganzes Geld in ein automatisches Schlittenprogramm! Einem der Prototypen fehlen einige Schlüsselkomponenten, damit er nicht losfährt. \n\n Er braucht Strom und ein KI-Modul, das in der Nähe der Server eingeschlossen ist, die den Onlineshop am Laufen halten. Zu guter Letzt musst du noch die Lieferkoordination für den Schlitten besorgen … Die befinden sich irgendwo im Lager …"	"Le patron fait passer tout son argent dans son programme de traineau automatique ! Un des prototypes a besoin de pièces particulières pour pouvoir fonctionner correctement. \n\n Il a d'abord besoin d’énergie, puis du module d’IA qui est gardé sous clé près des serveurs qui hébergent la boutique en ligne. Enfin, vous aurez besoin des coordonnées de livraison que le traineau est supposé suivre... Elles sont quelque part dans l’entrepôt..."	"¡El grandullón está invirtiendo un dineral en su programa de trineo autónomo! A uno de los prototipos le faltan unos componentes clave para que no pueda despegar. \n\n Necesita energía, luego necesitará el módulo de IA que está bajo llave cerca de los servidores que gestionan el negocio en línea. Por último, necesitarás las coordinadas de entrega para que las siga el trineo... Pero están en algún lugar del almacén..."	"Здоровяк тратит деньги на программу автономных саней! Один из прототипов не доделан: не хватает ключевых компонентов, которые держат сани на земле. \n\n Для их работы нужна энергия и модуль искусственного интеллекта, который заблокирован возле серверов, управляющих онлайн-бизнесом. И наконец, вам понадобятся координаты доставки, по которым сани и отправятся. Эти сведения хранятся где-то на складе..."	"Questo ragazzone sta spendendo molti soldi nel suo programma di automatizzazione delle slitte! A uno dei prototipi mancano delle componenti chiave, per assicurarsi che non spicchi il volo. \n\n Per ricevere energia, avrà bisogno del Modulo IA, che si trova vicino ai server che fanno funzionare l'attività online. Infine, dovrai inserire le coordinate di consegna nella Slitta… si trovano da qualche parte nel magazzino…"	老大在他的自动化雪橇项目上花了不少钱！ 其中一台原型机缺少了一些关键部件， 所以没办法起飞。  \n\n它需要能源， 而且还需要一个AI模块。 可AI模块被锁在了服务器附近， 用来维持在线运营。 最后， 还需要送货坐标为雪橇指路… … 应该就在仓库的某处吧。 	サンタは自律型ソリプログラムに大金を投じている！ プロトタイプの一つは重要なコンポーネントが足りないせいで、制御がうまくできない。  \n\n 動力だけでなく、AIモジュールもいる。 モジュールはオンラインビジネスを運営し続けるサーバーの近くに保管されている。 最後に、そりを目的地に導くための配達先の座標が必要だ… それは倉庫のどこかに保管されている… 		
										
Text.DLC06.SinglePlayerEscapeNote.Title	To the warehouse drones…	Zu den Lagerdrohnen …	Les drones de l’entrepôt...	A los drones del almacén...	К дронам на склад...	Ai droni del magazzino…	仓库无人机请注意… … 	倉庫のドローンへ… 		
Text.DLC06.SinglePlayerEscapeNote.Body	"The new action figure shipment has been delayed. Don’t forget to add a listing on the store once they arrive. These pieces of tat are meant to be the hot item this year, they should fly right off the shelves as soon as we list them!"	"Die Lieferung für die neue Actionfigur hat sich verzögert. Vergiss nicht, das Angebot im Shop zu veröffentlichen, wenn sie da sind. Dieser Ramsch ist dieses Jahr total angesagt. Sobald sie im Onlineshop zu finden sind, werden die Regale blitzschnell leer gefegt!"	"La livraison des nouvelles figurines a été retardée. N'oubliez pas d'ajouter l'annonce dans la boutique en ligne une fois qu’elles arriveront. Cette camelote est supposée être l’objet que tout le monde veut cette année, elle devrait se vendre comme des petits pains dès que l’annonce sera publiée !"	El envío de la nueva figura de acción se ha retrasado. No te olvides de añadir las novedades a la tienda en cuanto lleguen. ¡Esta porquería será el gran éxito del año! Nos las quitarán de las manos en cuanto las pongamos a la venta.	"Поставка новой фигурки героя отложена. Не забудьте добавить их в список в магазине, когда они прибудут. Предполагается, что эти куски парусины будут хорошо продаваться в этом году. Они исчезнут с полок, как только мы занесем их в список!"	"La spedizione della nuova Action Figure è stata posticipata. Una volta arrivati, non dimenticarti di aggiungerlo nel negozio online. Questo ciarpame è super popolare quest'anno: sarà venduto non appena lo metteremo online!"	新型动作人偶的送货遭到了推迟。 货物到达时， 别忘了将其添加到商店的商品列表。 这些破烂玩意今年特别走红， 只要一上架， 应该就会瞬间被抢光！	新作アクションフィギュアの発送が遅れている。 到着したら、お店の商品一覧に追加するのを忘れずに。 このくだらないおもちゃは今年の目玉商品なので、商品一覧に追加するやいなや、あっという間に売り切れてしまうはずだ！		
										
Text.DLC06.MultiPlayerEscapeNote.Title	PLEASE READ.	BITTE LESEN.	IMPORTANT ! À LIRE.	LEER.	"ПОЖАЛУЙСТА, ПРОЧИТАЙТЕ."	"PER FAVORE, LEGGI."	请务必阅读。 	お読み下さい。 		
Text.DLC06.MultiPlayerEscapeNote.Body	"Sleigh 2.0 is practically finished. This prototype will be held until potential investors arrive, so Santa can demonstrate the new tech in action. Key components are to remain OUT of the sleigh until then, the last thing we need is it whizzing off simulating a delivery."	"Schlitten 2.0 ist so gut wie fertig. Dieser Prototyp wird geheim gehalten, bis potenzielle Investoren hier sind, denen er vom Weihnachtsmann präsentiert werden kann. Die Schlüsselkomponenten werden bis dahin NICHT eingebaut. Wir wollen auf keinen Fall, dass dieses Ding eine Lieferung simuliert."	Le Trainauto 2.0 est presque terminé. Ce prototype sera conservé jusqu’à l’arrivée d’investisseurs potentiels afin que le père Noël puisse le présenter en action. Gardez les pièces manquantes HORS du traineau en attendant. Nous devons éviter qu’il ne décolle pour simuler une livraison.	"El trineo 2.0 ya está casi acabado. Este prototipo no se anunciará hasta que lleguen posibles inversores para que Santa pueda hacer una demostración de la nueva tecnología. Los componentes clave deben permanecer FUERA del trineo hasta entonces, lo último que queremos es que salga disparado para simular una entrega."	"Сани 2.0 почти закончены. Этот прототип нужно придержать до прибытия потенциальных инвесторов, чтобы Санта смог продемонстрировать им новую технологию в действии. Ключевые компоненты должны храниться подальше от саней, мы не хотим, чтобы они улетели куда-нибудь, симулируя доставку."	"La Slitta 2.0 è praticamente pronta. Il prototipo rimarrà celato fino a quando non arriveranno gli investitori, così che Babbo Natale possa mostrarlo all'opera. Per questo motivo, le componenti chiavi NON saranno inserite fino ad allora. Sia mai che spicchi il volo durante la simulazione di una consegna."	雪橇2.0已经基本完成。 原型机将被保存起来， 待潜在投资者来临， 圣诞老人便可演示这一最新科技的结晶。 在那之前， 所有关键部件都不得安装到雪橇之上， 我们可不想它直接飞出去进行模拟送货。 	ソリ 2.0 は部分的に完成した。 見込みのある投資家が来るまでこのプロトタイプを使って、サンタは新しい技術を実際に動作させて披露することができる。 それまでは重要コンポーネントが欠けた状態になる。 配送のシミュレーションとしてソリを飛ばすデモだけはどうしても避けたい。 		
										
/////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////										
										
Text.Name.RobotWorker.Prefix	Worker-Bot	Arbeiterbot	Robot-ouvrier	Robot trabajador	Работобот	Robot-operaio	工作机器人	作業ボット		
										
/////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////										
										
Text.ActionFigureEscape.Stage01.Succeed	"Now, for some Blue Paint!"	Jetzt noch etwas Blaue Farbe!	"Et maintenant, la peinture bleue !"	"¡Ahora, pintura azul!"	А теперь нам нужна синяя краска!	Ora è il momento di un po' di Pittura blu!	接下来， 该蓝色油漆了！ 	さあ、設計図だ！ 		
Text.ActionFigureEscape.Stage01.Fail	I need to place a Cardboard Box here…	Ich muss hier einen Karton platzieren …	Je dois mettre une boite en carton ici...	Tengo que poner una caja de cartón aquí...	Мне нужно поставить сюда картонную коробку...	Devo mettere qui una Scatola di cartone…	我需要在这里放置一个纸板箱… … 	ここに段ボールの箱を置かなくては… 		
Text.ActionFigureEscape.Stage02.Succeed	"Next, some Yellow Paint…"	Und jetzt etwas Gelbe Farbe …	Ensuite la peinture jaune...	"Ahora, un poco de pintura amarilla..."	А теперь — желтая краска...	"Dopodiché, ecco un po' di Pittura gialla…"	接下来， 黄色油漆… … 	次は黄色のペンキだ… 		
Text.ActionFigureEscape.Stage02.Fail	I'll start with some Blue Paint…	Ich fange mit Blauer Farbe an …	Je vais commencer avec la peinture bleue...	Empezaré con pintura azul...	Начну с синей краски...	Inizierò con la Pittura blu…	我要先用蓝色油漆… … 	まずは青色のペンキから始めよう… 		
Text.ActionFigureEscape.Stage03.Succeed	"Now, the Red Paint…"	Nun die Rote Farbe …	Puis la peinture rouge...	"Ahora, la pintura roja..."	Теперь мне нужна красная краска...	E ora un po' di Pittura rossa…	然后是红色油漆… … 	次は赤色のペンキ… 		
Text.ActionFigureEscape.Stage03.Fail	I need to find Yellow Paint…	Ich muss Gelbe Farbe finden …	Je dois trouver de la peinture jaune...	Tengo que encontrar pintura amarilla...	Надо найти желтую краску...	Devo trovare della Pittura gialla…	我需要找到黄色油漆… … 	黄色のペンキを探さなくては… 		
Text.ActionFigureEscape.Stage04.Succeed	Perfect! Now to list it in the store…	Perfekt! Jetzt im Shop einstellen …	"Parfait ! Maintenant, il faut poster l’annonce dans la boutique..."	¡Perfecto! Ahora para publicarlo en la tienda...	Идеально! А теперь нужно внести его в список в магазине...	Perfetto! Ora aggiungilo nel negozio online…	真是完美！ 接下来要把它添加到商品列表… … 	完璧だ！ じゃあ、お店の商品一覧に加えよう… 		
Text.ActionFigureEscape.Stage04.Fail	I need to find Red Paint…	Ich muss Rote Farbe finden …	Je dois trouver de la peinture rouge...	Tengo que encontrar pintura roja...	Надо найти красную краску...	Devo trovare della Pittura rossa…	我需要找到红色油漆… … 	赤色のペンキを探さなくては… 		
Text.ActionFigureEscape.Stage05.Succeed										
Text.ActionFigureEscape.Stage05.Fail	Now to find the laptop that controls the orders...	Jetzt muss ich den Bestellungs-Laptop finden ...	Il faut trouver l'ordinateur portable qui gère les commandes...	Ahora hay que encontrar el portátil que controla los pedidos...	"Теперь надо найти ноутбук, через который контролируются заказы..."	Ora andiamo a cercare il portatile che controlla gli ordini…	接下来要找到控制订单的笔记本电脑… … 	次は、注文を管理するノートPCを探さなくては… 		
Text.ActionFigureEscape.Stage06.Succeed										
Text.ActionFigureEscape.Stage06.Fail										
										
Text.ActionFigureEscape.Laptop.Interact	Use Laptop	Laptop nutzen	Utiliser l’ordinateur portable	Usar portátil	Использовать ноутбук	Usa il portatile	使用笔记本电脑	ノートPCを使う		
Text.ActionFigureEscape.Laptop.Stage01.Succeed	"Right, I've added a new store listing…"	"Gut, ich habe das neue Angebot eingestellt …"	"Parfait, j’ai ajouté l’annonce..."	"Vale, he añadido un nuevo producto a la tienda..."	"Отлично, мне удалось добавить новый предмет в список в магазине..."	"Bene, ho aggiunto un nuovo prodotto nel negozio online…"	好， 我已经添加了新的商品列表… … 	新しい商品一覧に追加したぞ… 		
Text.ActionFigureEscape.Laptop.Stage01.Fail	Locked! Where's the password?!	Geschützt! Wo ist das Passwort?!	Verrouillé ! Où est ce mot de passe ?!	¡Cerrado! ¡¿Dónde está la contraseña?!	Заблокировано! Где пароль?!	È criptato! Dov’è la password?	已锁定！ 密码在哪里？！ 	ロックされている！ パスワードはどこだ？！ 		
Text.ActionFigureEscape.Laptop.NoMore	I need to get down to the warehouse…	Ich muss in das Lager gelangen …	Je dois me rendre à l’entrepôt...	Tengo que ir al almacén...	Мне нужно спуститься на склад...	Devo andare al magazzino…	我要去仓库一趟… … 	倉庫まで行ってこないと… 		
										
Text.ActionFigureEscape.TooManyPlayers	I can only escape like this on my own…	So kann nur ich alleine fliehen ...	Je dois être seul pour m'échapper comme ça…	Así puedo escapar yo solo...	Таким способом я смогу бежать только в одиночку	Devo essere solo io per evadere così...	我自己只能用这种方法越狱… … 	この方法では1人しか脱獄できない…  		
Text.ActionFigureEscape.Interact	Construct Action Figure Box	Actionfigur-Box anfertigen	Construire la boîte de figurine	Construye la caja de figura de acción	Создать коробку с фигурками героя	Costruisci la scatola dell’Action Figure	制造动作人偶包装盒	アクションフィギュアの箱を組み立てる		
										
/////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////										
										
Text.Sleigh2.Stage01.Succeed	We've got power!	Wir haben Strom!	Nous avons du courant !	¡Tenemos energía!	Энергия подключена!	Siamo carichi!	来电啦！ 	動力を手に入れたぞ！ 		
Text.Sleigh2.Stage01.Fail	We need an Energy Module to turn this thing on…	"Wir brauchen ein Energiemodul, um das Ding anzuschalten …"	Nous avons besoin d’un module énergétique pour activer ce truc...	Necesitamos un módulo de energía para encender esto...	"Нам нужен энергомодуль, чтобы включить эту штуку..."	Ci serve un Modulo energia per avviarla…	要把这玩意打开， 需要能源模块… … 	このマシンを動かすにはスタミナモジュールが必要だ… 		
Text.Sleigh2.Stage02.Succeed	"It's up and running, now to tell it where to go!"	Er läuft! Jetzt muss er nur noch weggeschickt werden!	Il est activé. À présent il faut lui indiquer où aller !	"¡Ya está en marcha, ahora solo hay que decirle dónde debe ir!"	"Они работают! А теперь отправьте их, куда следует!"	"Ora che è in funzione, dobbiamo dirle dove deve andare!"	它已经启动了， 只要告诉它要去哪里就行了！ 	よし作動したぞ。 あとは行き先を入力するだけだ！ 		
Text.Sleigh2.Stage02.Fail	Looks like we need the Sleigh 2.0 Chipset…	"Sieht aus, als bräuchten wir den Schlitten 2.0-Chipsatz …"	On dirait qu'il nous faut la puce pour le Trainauto 2.0...	Parece que necesitamos el chip de trineo 2.0...	"Похоже, нам нужны микросхемы для саней 2.0..."	Sembra che serva il Chipset della slitta 2.0…	看来我们需要雪橇2.0芯片组… … 	どうやらソリ 2.0 のチップセットがいるようだ… 		
Text.Sleigh2.Stage03.Succeed	Now we're all set!	Jetzt sind wir fertig!	"Voilà, on est prêts !"	¡Todo listo!	Теперь всё готово!	Ora siamo pronti!	这下全准备好了！ 	よし準備万端だ！ 		
Text.Sleigh2.Stage03.Fail	We need Santa's USB stick of delivery addresses…	Wir brauchen den USB-Stick vom Weihnachtsmann …	Il nous faut la clé USB du père Noël qui contient les adresses de livraison...	Necesitamos el lápiz USB de Santa con las dirección de entrega...	"Нам нужна USB-флешка Санты, где есть адреса доставки..."	Ci serve la Chiavetta USB di Babbo Natale per gli indirizzi di consegna…	我们需要圣诞老人用于存储送货地址的USB盘… … 	配達先の住所が保存されているサンタのUSBスティックがいる… 		
										
Text.Sleigh2.Interact	Prepare Sleigh 2.0	Schlitten 2.0 vorbereiten	Préparer le Trainauto 2.0	Prepara el trineo 2.0	Подготовка саней 2.0	Prepara la Slitta 2.0	将雪橇2.0准备好	ソリ 2.0を準備する		
Text.Sleigh2.TooFewPlayers	I can't do this on my own…	Ich schaffe das nicht alleine ...	Je n'y arriverai pas sans aide...	No puedo hacer esto solo…	Я не справлюсь в одиночку...	Mi ci vuole qualcun altro...	只靠我自己是不可能做到的… …  	1人ではできない… 		
Text.Sleigh2.PlayerProximity	I can't leave without the others!	Ich kann ohne die anderen nicht abhauen!	Je ne peux pas partir sans les autres !	¡No puedo irme sin los demás!	Я не могу бежать без остальных!	Non posso andarmene senza gli altri!	我不能自己一个人离开！  	仲間を置いてはいけない！ 		
										
/////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////										
										
Text.DLC06.Intro.A	"Ok, we're rolling…"	"Ok, sind auf Sendung …"	"Ok, c’est parti..."	"Valen, en marcha..."	"Итак, мы едем..."	"Okay, ci siamo…"	好， 开拍了… … 	よし、始めるぞ… 		
Text.DLC06.Intro.B	Welcome to this latest business update	Willkommen zum neusten Geschäftsbericht.	Bienvenue dans la dernière version de notre magasin	Bienvenido a la última actualización del negocio	Добро пожаловать! Сегодня я расскажу вам об инновациях в бизнесе	Benvenuto all'ultimo aggiornamento di questa attività	欢迎观看本次全新商务通讯	ビジネスに新たなアップデートが加わりました		
Text.DLC06.Intro.C	I'll be showing you the latest changes around here	"Ich werde dir die jüngsten Neuerungen vorstellen,"	Je vais vous présenter les nouveaux changements	Voy a enseñarte la últimas novedades que se han producido	"Вы узнаете всё об изменениях, которые произошли здесь"	Ora ti mostrerò le ultime modifiche effettuate	我将为您展示这里的最新变化	新しくなったところをお見せしましょう		
Text.DLC06.Intro.D	as part of our growth…	die Teil unseres Wachstums …	qui nous permettront de devenir...	como parte de nuestro crecimiento...	и которые признаны способствовать нашему росту и превращению в...	per facilitare la nostra crescita…	我们正在快速增长… … 	業界のリーダーへと… 		
Text.DLC06.Intro.E	into a market leader!	zum Marktführer sind!	Le numéro un du marché !	¡Hasta convertirnos en líderes del mercado!	лидеров на мировом рынке!	e diventare leader del settore!	很快就能成为市场领袖！ 	成長していく一環として！ 		
										
Text.DLC06.Intro.F	Our warehouse is more efficient than ever!	Unser Lager ist jetzt effizienter denn je!	Notre entrepôt est plus efficace que jamais !	¡Nuestro almacén nunca había sido tan eficiente!	Наш склад теперь эффективен как никогда!	Il nostro magazzino non è mai stato così efficiente!	我们的仓库效率提升到了全新水平！ 	今まで以上に効率的になった倉庫！ 		
Text.DLC06.Intro.G	Watch this…	Sieh mal …	Regardez ça...	Mira esto...	Только взгляните...	Guarda qui…	看好了… … 	どうぞご覧ください… 		
Text.DLC06.Intro.H	ROBOT	"ROBOTER,"	ROBOT	ROBOT	РОБОТ	ROBOT	机器人	ロボット		
Text.DLC06.Intro.I	SIMULATE ORDER. USING THAT ELF	SIMULIERE BESTELLUNG MIT DEM ELFEN.	SIMULE UNE COMMANDE. UTILISE CET ELFE	SIMULAR PEDIDO. USAR ESE ELFO	СИМУЛИРОВАТЬ ЗАКАЗ. ИСПОЛЬЗУЯ ЭЛЬФА	SIMULA ORDINE. USA QUELL'ELFO	模拟订单。 用那个精灵当货物	注文のシミュレーション。 そのエルフを使って		
Text.DLC06.Intro.L	AAARRRGGHHH!	AAAARRRGGGHHH!	AAAAAAHHH !	¡AAARRRGGHHH!	А-А-А-А-А-А-А-А-А!	AAARRRGGHHH!	啊啊啊啊！ 	あああぐあああ！ 		
Text.DLC06.Intro.M	See! Seconds… literally seconds!	Siehst du! Läuft wie geschmiert … buchstäblich!	Vous voyez ? Quelques secondes... à peine !	¡¿Ves?! Segundos... ¡Solo unos segundos!	Видите? Секунды... в буквальном смысле!	Guarda! È una questione di secondi!	看到没！ 几秒钟… … 就几秒钟而已啊！ 	見ましたか！ あっという間… 文字通り数秒です！ 		
										
Text.DLC06.Intro.N	We sell everything you can think of!	Wir verkaufen alles Mögliche!	Nous vendons tout ce que vous pouvez imaginer !	¡Vendemos todo lo que puedas imaginar!	"Мы продаем всё, что только придет вам в голову!"	Vendiamo di tutto e di più!	你能想到的一切， 我们都有出售！ 	考え得るありとあらゆるものを販売します！ 		
Text.DLC06.Intro.O	Name something….	Sag irgendetwas …	Vous n’avez qu’à le demander...	Di algo...	Назовите что угодно...	Chiedi qualsiasi cosa…	随你挑选什么… … 	何か例を挙げてみてください… 		
Text.DLC06.Intro.P	Er… edible garden furniture…	Äh … Essbare Gartenmöbel …	Euh... Mobilier de jardin comestible...	Hm... Muebles de jardín comestibles...	Эм... съедобная садовая мебель...	Ehm… mobili da giardino commestibili…	呃… … 可食用的花园家具… … 	えーと… 食べられる庭園用家具とか… 		
Text.DLC06.Intro.Q	GOT IT! And it can be delivered by 9 am tomorrow	HABEN WIR! Und sie können bis morgen um 9 Uhr bei dir sein!	NOUS EN AVONS ! Et vous pouvez le recevoir chez vous d’ici demain matin à 9 h	¡VALE! Y podemos entregarlo antes de las 9 de la mañana del día siguiente	ГОТОВО! Доставка будет завтра в 9:00	CE L'HO! E puoi riceverlo entro le 9:00 di domani mattina.	没问题！ 货物将于明早9点前送达	了解しました！ 明日の朝9時までにお届けします		
Text.DLC06.Intro.R	"Anything we don't stock, can be added in an instant"	"Alles, was wir nicht auf Lager haben, besorgen wir blitzschnell."	Nous pouvons ajouter tout ce que nous n’avons pas en stock	"Si no tenemos existencias, pueden añadirse al instante"	"Всё, чего нет у нас на складах, мы моментально добавим туда!"	"Tutto quello che non c'è in magazzino, può essere aggiunto in un istante."	就算是我们没有存货的商品， 也可以瞬间添加	在庫になくても、ただちに追加いたします		
Text.DLC06.Intro.S	"Right here, watch…"	Schau dir das an …	Observez...	"Aquí, fíjate..."	"Вот, смотрите..."	"Proprio lì, guarda…"	看好这个… … 	こちらです。 ご覧ください… 		
Text.DLC06.Intro.T	I've just listed that plant there on the store	Die Pflanze ist erst seit Kurzem im Shop und	Je viens d’ajouter cette plante au magasin	Acabo de añadir esa planta a la tienda	Я только что добавил это растение в магазин	Ho appena aggiunto quella pianta laggiù nel negozio online.	我刚刚把那边的植物挂到了商店上	たった今、その植物をお店の一覧に登録しました		
Text.DLC06.Intro.U	SOLD!	VERKAUFT!	VENDUE !	¡VENDIDA!	ПРОДАНО!	VENDUTA!	成功出售！ 	お買い上げです！ 		
Text.DLC06.Intro.V	Another happy customer!	Wieder ein glücklicher Kunde!	Un autre client satisfait !	¡Otro cliente feliz!	И еще один счастливый покупатель!	Un altro cliente soddisfatto!	又是一位满意的顾客！ 	お客様にご満足いただけて、幸いです！ 		
										
Text.DLC06.Intro.W	The autonomous sleigh project is close to completion	Der automatische Schlitten ist bald fertig.	Le projet de traineau automatique est presque terminé	El proyecto del trineo autónomo está a punto de completarse	Проект автономных саней близится к завершению	Il progetto della slitta automatizzata è quasi giunto al termine.	自动化雪橇计划已经接近完成	自律式ソリプロジェクトが完成しました		
Text.DLC06.Intro.X	"These sleigh's won't need feeding, or resting…"	Er muss nie gefüttert werden und sich nicht ausruhen …	Il n’aura pas besoin d’être nourri ni de se reposer...	Estos trineos no necesitarán comida ni descansos...	Этим саням не нужно есть или отдыхать...	"Questa slitta non avrà bisogno di nutrimento, né di riposo…"	这些雪橇不需要喂食， 也不需要休息… … 	このソリなら、餌やり不要、休憩もいりません… 		
Text.DLC06.Intro.Y	There will be no stopping our expansion!	Niemand wird unsere Expansion stoppen!	Rien ne pourra arrêter notre croissance !	¡Nadie podrá detener nuestra expansión!	Наше расширение ничто не остановит!	La nostra espansione sarà inarrestabile!	我们业务扩张的步伐， 势不可挡！ 	我々の事業拡大はとどまるところをしりません！ 		
										
Text.DLC06.Intro.Z	Elves remain a drain…	Die Elfen sind aber zu teu…	Les elfes sont un gouffre...	Los elfos son una carga...	Но эльфы — это практически выхлопная труба...	Gli elfi continuano a essere un salasso…	精灵们就是群坑钱的玩意… … 	エルフどもはますます浪費の元になっていく… 		
