Text ID	English	German	French	Spanish	Russian	Italian	Chinese	Japanese				
&Text.Guards.FoodHall	Ох, ми імпровізуємо, щоби додати останніх штрихів вашому їдлу	"Oh, und wie wir improvisieren, um diesen Fraß „aufzubessern“"	"Oh, l'improvisation qu'on fait pour ajouter des « touches » à cette pitance."	Lo que hemos tenido que improvisar para darle 'toques' a ese papeo...	"Импровизируем изо всех сил, чтобы добавить пикантности этой жратве"	Abbiamo aggiunto un piccolo ‘tocco’ a quel piatto	哦， 我们即兴发挥， 给那些食物加入了新‘风格’	そうそう、 その残飯に“隠し味” を加えといてやったぞ				
&Text.Guards.FoodHall	Гей! Припиніть блювати!	Ey! Hör auf zu kotzen!	Hé ! Arrête de vomir !	¡Oye! ¡Deja de vomitar!	Эй! Хватит блевать!	Ehi! Basta vomitare!	喂！别吐了！	おい、 吐くな！  				
&Text.Inmates.FoodHall	Подайте, будь ласка, сіль	Kann ich das Salz haben?	Tu me passes le sel ?	"¿Me pasas la sal, porfa?"	Передашь соль?	Mi passeresti il sale?	把盐递给我好吗？	塩を取ってくれるか？ 				
&Text.Visitor.Leave	Мушу йти - треба купити кілька дрібничок у дорогих крамницях…	"Gut, ich geh los – muss noch ein bisschen shoppen gehen ..."	J'y vais - Je dois jeter un œil aux magasins chics...	"Bueno, me voy. Tengo que hacer unas compritas para mis bits..."	"Ладно, я пойду — надо еще прошвырнуться по магазинам..."	"Basta così, devo andare a fare compere..."	我得走了， 得去时装店为我的妹子买衣服……	さーて、 帰るか。 ちょいと土産を買ってきたいんでね… 				
&Text.Visitor.Leave	Побачимось	Bis später	À la prochaine.	¡Nos vemos!	До скорого	Ci vediamo	下次再见	またな				
&Text.Inmates.FoodHall	Надсилайте сиґнал лиха!	Sende ein SOS-Signal!	Envoie un signal de détresse !	¡Envía una señal de emergencia!	Посылаю сигнал бедствия!	Manda un segnale di soccorso!	发出求救信号！	SOSを発信せよ！  				
&Text.Inmates.FoodHall	А воно повинно мати очі?	Sollte das Augen haben?	"Ça a des yeux, c'est normal ?"	¿Esto debería tener ojos?	У этого есть глаза?	È previsto che abbia occhi?	这东西长眼睛正常吗？	これって目かぁ？ 				
&Text.Guards.RollCallMain	Затуляйте пельку, поки я на вас кричу!	"Klappe halten, während ich dich anschreie!"	Taisez-vous quand je vous parle !	¡Cállate cuando te grito!	"Молчать, когда я ору!"	Silenzio mentre grido!	我朝你吼时闭嘴！	怒鳴られてる間はだまってろ！  				
&Text.Visitor.Leave	Ти вже набрид… Я пішов	Hab genug ... Tschüss.	J'en ai marre... Je file.	Me tienes harto... me voy.	Тошнит от тебя... Я ухожу.	Basta... me ne vado.	受够你了…… 我先走了。	おまえにはウンザリだ… もう行くよ				
&Text.Guards.FoodHall	Із цим щось не так?	Stimmt etwas nicht?	Ça pose un problème ?	¿La pasa algo?	Что-то не так?	Qualcosa non va?	有什么问题吗？	食事がどうかしたか？ 				
&Text.Inmates.Banter	Зара буде шось цікавеньке	Irgendetwas wird gleich passieren	Quelque chose va nous arriver.	Aquí va a pasar algo pronto.	Что-то вот-вот случится	Sta per succedere qualcosa	有什么事要发生了	何かが始まりそうだ				
&Text.Inmates.Banter	У космосі надто багато простору	Im Weltraum ist zu viel Raum	Trop d'espace dans l'espace.	El espacio tiene demasiado espacio.	В космосе слишком много места	Lo spazio è troppo spazioso	太空里空间太多了	宇宙は広すぎてウツになる				
&Text.Guards.FoodHall	Космічне сміття - підмішайте і подайте це на закусь…	Weltraumabfall – pürier ihn und servier ihn als Vorspeise ...	Mauvaise bouffe de l'espace - mixez-la et servez-la en entrée...	Chatarra espacial: mézclala y ponla como entrante...	Космический мусор — смешать и подать в качестве закуски...	Rifiuti spaziali... frullati e serviteli come antipasto...	太空垃圾…… 混合一下当开胃小吃上桌……	前菜は宇宙ゴミのカルパッチョだ… 				
&Text.Guards.RollCallMain	Вийдіть з ряду - побачите, шо буде далі	"Tritt aus der Reihe und sieh, was passiert"	Un pas de travers - et vous le regretterez.	Pórtate mal y verás qué pasa.	Только попробуй нарушить правила!	Un passo falso e vedrete	谁想不守规矩的话， 那就试试看吧	一歩前へ出ろ。 どうなるか見物だ				
&Text.Guards.RollCallMain	Годі нарікати на наш ШІ!	"Hör auf, dich über das K.I.-System zu beschweren!"	Arrêtez de vous plaindre de notre IA !	¡Deja de quejarte de nuestro sistema de I.A.!	Хватит жаловаться на наш ИИ!	Smettetela di lamentarvi del nostro sistema I.A.!	别抱怨我们的人工智能系统了！	AIシステムのことで文句は言うな！  				
&Text.Visitor.Greet	Сюрприз!	Überraschung!	Surprise !	¡Sorpresa!	Сюрприз!	Sorpresa!	给你个惊喜！	ジャジャーン！  				
Text.Escape.Jetpack.Stage1.Wrong	Вимкнення сили тяжіння? Мені потрібен реактивний ранець, щоби пролетіти повз летючу варту…	"Schwerkraft abstellen? Ich brauche einen Jetpack, um an den Wärtern vorbeizukommen ..."	Arrêter la gravité ? J'aurai besoin d'un réacteur dorsal pour passer les gardes flottants...	¿Desactivar gravedad? Necesitaré un autopropulsor para huir de los guardias flotantes...	"Отключить гравитацию? Нужен реактивный ранец, чтобы пролететь мимо охраны..."	Spegnere la Gravità? Mi serve un Jet pack per superare le guardie fluttuanti...	关闭重力！我需要喷气背包才能通过浮空守卫把守的地方……	重力を遮断する？ 浮遊する看守を振り切るための「ジェットパック」が必要だ…  				
&Text.Inmates.FoodHall	Заберіть назад	Nimm es zurück	Reprenez-le.	Devuélvelo.	Забери обратно	Riprenditelo	收回你说的话	撤回しろ				
&Text.Guards.RollCallMain	Ніщо не сприймайте на віру!	Nichts ist selbstverständlich!	Ne prenez rien pour acquis !	¡No des nada por hecho!	"Цени то, что имеешь!"	Non date nulla per scontato!	别想当然！	当たり前のモンなんてひとつもない！  				
&Text.Guards.RollCallMain	Ковтайте пігулки і вдягайте шолома	Nimm die Proteinpillen und setz deinen Helm auf	Prenez vos cachets de protéines et mettez votre casque.	Tómate las pastillas de proteína y ponte el casco.	Бери свои белковые таблетки и надевай шлем	Prendi le pillole proteiche e indossa il casco	吃蛋白质片， 然后戴好头盔	プロテイン錠を飲み、 ヘルメットを装着しろ				
&Text.Inmates.Banter	Цей астероїд ледь не влупився в нас!	Der Asteroid hat uns fast getroffen!	Cet astéroïde a failli nous toucher !	¡Ese asteroide casi nos aplasta!	Тот астероид чуть в нас не въехал!	Quell’asteroide ci ha quasi colpiti!	小行星差点砸中我们！	小惑星にぶつかりかけた！  				
&Text.Inmates.FoodHall	Воно зламало мені зуба!	Es hat meinen Zahn zerbrochen!	Ça m'a cassé une dent !	¡Eso me ha roto la muela!	Я сломал зуб!	Mi ha rotto il dente!	那玩意儿把我牙齿都磕掉了！	歯が折れたぁ！  				
&Text.Inmates.Banter	Це було неочікувано…	Das war unerwartet ...	Quelle surprise...	Esto no me lo esperaba...	Это было неожиданно...	Non me l’aspettavo...	没想到啊……	今のは予想外だった… 				
&Text.Inmates.FoodHall	"Усе, я на дієті"	"Das reicht, ich mache Diät"	"C'est bon, je suis au régime."	"Decidido, ¡me pongo a dieta!"	"Хватит, я на диете"	"Basta, sono a dieta"	够了， 我在节食	ごっそさん、 ダイエット中だし				
&Text.Visitor.Leave	Мені вже час	Mein Signal	Fais-moi rire.	Eso es todo.	"Намекаю, что мне пора"	È il mio segnale	该我登场了	んじゃ、 帰るわ				
&Text.Inmates.Banter	Наглядачі не люди	Die Wärter sind keine Menschen	Les gardes ne sont pas humains.	Los guardias no son humanos.	Охранники не люди	Le guardie non sono umane	守卫不是人类	看守たちは人間じゃない				
&Text.Visitor.Leave	"Винний! Винний!"	"Die Schuld, die Schuld!"	Toujours coupable !	"¡La culpa, la culpa!"	"Вина, вина..."	"Il rimorso, il rimorso!"	罪过， 罪过！	有罪、 有罪ぃぃぃ！  				
&Text.Guards.RollCallMain	Вчорашній інцидент із космічним пилосмоком було вирішено	Der gestrige Vorfall mit dem Weltraumsauger wurde geklärt	L'incident d'hier avec l'aspirateur de l'espace a été traité.	El incidente de ayer con la aspiradora espacial ha sido resuelto.	Со вчерашним происшествием с космическим пылесосом разобрались	È stato trovato il colpevole dell’incidente con l’aspirapolvere spaziale	昨天的太空吸尘器事件已经进行了处理	昨日の宇宙掃除機の事故については対応済みだ				
&Text.Visitor.Greet	Подорож сюди була, як завше, небезпечною!	"Die Reise war voller Gefahren, wie immer!"	"Le voyage a été périlleux, comme d'hab' !"	¡El viaje fue tan peligroso como siempre!	"Путешествие, как всегда, было опасным!"	Il viaggio è stato più difficile che mai!	旅途一如既往的艰险！	かなり危険な旅だったぜ！  				
&Text.Inmates.Banter	Корабельний ШІ знущається наді мною	Das K.I.-System des Schiffs ärgert mich	L'IA du vaisseau se moque de moi.	La I.A. de las naves se está riendo de mí.	ИИ этого корабля надо мной издевается	Il sistema I.A. si sta prendendo gioco di me	飞船的人工智能系统在嘲笑我	船のAIシステムが笑っていやがる				
&Text.Visitor.Leave	Шатл сьогодні вчасно - мені краще поквапитись	Die Shuttle ist heute pünktlich – ich geh dann jetzt besser	La navette est à l'heure aujourd'hui - Je devrais me dépêcher.	El transbordador está siendo puntual hoy... Será mejor que me dé prisa.	Сегодня шаттл ходит по расписанию — мне пора выдвигаться	"Lo shuttle è puntuale oggi, meglio che vada"	穿梭机今天运行得很准时。我得出发了	シャトルは通常運航中、 帰ったほうがよさそうだ				
&Text.Visitor.Greet	Шатл не сильно квапився…	Das Shuttle nahm sich Zeit ...	La navette a pris son temps...	El transbordador ha tardado...	Шаттл запаздывал...	Lo shuttle ci ha messo un po’...	穿梭机好慢啊……	シャトルがまあ、 ノロくてね… 				
&Text.Inmates.Banter	І зорі виглядають вже зовсім не так	Die Sterne sehen heute ganz anders aus	Les étoiles semblent avoir changé.	Las estrellas tienen se ven hoy diferentes.	Звезды сегодня совсем другие	Le stelle sembrano diverse oggi	今天群星看起来很不一样	今日は星々が全然ちがって見える				
&Text.Guards.RollCallMain	Не варто висміювати нову зачіску начальника!	Über die Frisur des Direktors wird nicht gelacht!	On ne se moque pas de la nouvelle coupe du directeur !	¡No hay que mofarse del nuevo peinado del alcaide!	Не сметь смеяться над новой прической надзирателя!	Il direttore non va preso in giro per il suo nuovo taglio!	不准嘲笑典狱长的新发型！	所長の新しい髪型をバカにするんじゃない！  				
Text.Escape.EscapePod.Stage2.Wrong	Десь тут має бути медична сітка…	Hier muss es doch irgendwo Verband geben ...	Il doit bien y avoir de la gaze quelque part...	¡Tiene que haber vendas médicas por aquí en algún sitio...	Где-то здесь должен быть бинт...	Ci deve essere qualche Benda medica da queste parti...	附近的什么地方肯定有医疗纱布……	どこかに「医療用メッシュ」があるはずだ… 				
&Text.Inmates.FoodHall	Тут є відбиток ступні	Da ist ein Fußabdruck drin	Il y a une trace de pas dessus.	Hay una huella en esto.	Тут отпечаток ноги...	C’è un’impronta qui sopra	这上面有个脚印……	足跡がついてるぞ… 				
&Text.Inmates.Banter	Вони обмежили мої права на зв’язок	Sie haben meine Kommunikationsprivilegien gesperrt	Ils ont bloqué mes privilèges de communication.	Han bloqueado mis privilegios de comunicación.	Они заблокировали мне коммуникации	Hanno bloccato la comunicazione	他们屏蔽了我的通讯特权	あいつらに通信を止められちまった				
&Text.Inmates.Banter	Вони повісили це на мене!	Sie haben es mir angehängt!	Ils m'ont berné !	¡Me culparon a mí!	Они меня подставили!	Hanno dato la colpa a me!	他们把它别在了我身上！	濡れ衣を着せられたんだ！  				
&Text.Visitor.Greet	Вони обшукували мене голяка!	Die haben mich abgetastet!	Ils m'ont fouillé au corps !	¡Me han registrado!	Они меня целиком обыскали!	Mi hanno perquisito!	他们对我进行了光身检查！	全身くまなく調べられた！  				
&Text.Inmates.Banter	Вони знову перекрили кисень?	Haben sie den Sauerstoff wieder abgestellt?	Ils ont encore coupé l'oxygène ?	¿Han vuelto a reducir el oxígeno?	Они опять отключили кислород?	Hanno di nuovo abbassato l’ossigeno?	他们又把氧气关了？	また酸素の量を減らしたのか？ 				
&Text.Inmates.Banter	Вони ся сміятимуть з усього!	Die lachen über alles!	Ils riront de tout !	¡Se ríen con nada!	Они над чем угодно будут ржать!	Riderebbero di qualsiasi cosa!	他们不管看到什么都笑！	あいつら、 なんでも笑いやがる！  				
&Text.Guards.RollCallMain	Цю штучну гравітацію ще треба заслужити	Diese künstliche Schwerkraft muss verdient werden	Cette gravité artificielle se mérite.	La gravedad artificial hay que ganársela.	Искусственную гравитацию надо заслужить	La gravità artificiale ve la dovete guadagnare	人工重力必须靠努力赢得	この人工重力は苦労して勝ち取るべきものだ				
&Text.Visitor.Leave	Ця ніякова тиша мене вбиває…	Das unangenehme Schweigen bringt mich um ...	Ce silence étrange me tue...	Este incómodo silencio me está matando...	Это неловкое молчание меня убивает...	Questo silenzio mi sta uccidendo...	这阵沉默的尴尬真要命……	この沈黙… 気まずすぎる… 				
&Text.Inmates.FoodHall	Мені це не підходить	Das geht bei mir nicht	J'aime pas ça.	Esto no funciona conmigo.	"Не, мне не понравилось"	Non funziona con me	这东西不适合我	自分の口には合わない				
&Text.Inmates.FoodHall	Для мене се чуже	Das ist mir fremd	Je ne connais pas.	Es como de otro planeta.	Это как с другой планеты	Questa è roba aliena	这对我来说是外星的东西	こういうのは初めてだ				
&Text.Inmates.FoodHall	"Бридко, але смачно"	Das ist seltsam abartig und doch lecker	"C'est immonde, mais ça a du goût."	"Es extrañamente repugnante, pero sabroso."	"Гадко, но вкусно"	"È disgustoso, ma in qualche modo saporito"	这东西很奇怪， 闻着臭吃着香	ニオイは妙だが、 美味いぞ				
&Text.Inmates.Banter	Це місце провокує мою клаустрофобію	Dieser Ort macht mir Platzangst	Cet endroit me rend claustrophobe.	Este lugar me da claustrofobia.	У меня здесь развивается клаустрофобия	Questo posto mi fa venire la claustrofobia	这个地方能让我患上幽闭恐怖症	閉所恐怖症になりそうだ… 				
&Text.Inmates.FoodHall	На Землі воно краще смакувало	Das schmeckte auf der Erde besser	Ça avait meilleur goût sur Terre.	Esto sabía mejor en la Tierra.	На Земле это было вкуснее	Era più buono sulla Terra	这东西在地球上的味道更好	地球の食い物よりうまいぞ				
&Text.Inmates.FoodHall	Це не те, шо я замовляв	Das hatte ich nicht bestellt	J'ai pas commandé ça.	Esto no es lo que he pedido.	Я это не заказывал	Non è ciò che ho ordinato	我点的不是这个	頼んだのと違うぞ				
&Text.Inmates.Banter	Це не ті дроїди, яких я розшукую!	"Das waren nicht die Droiden, nach denen ich suche!"	Ce ne sont pas les droïdes que je cherche !	¡Esos no eran los droides que estoy buscando!	Я не таких дроидов искал!	Non erano i droidi che stavo cercando!	这些不是我要找的机器人！	探してるドロイドじゃなかった！  				
&Text.Guards.FoodHall	Забагато балачок!	Zu viel Geschwätz!	Fini de blaguer !	¡Basta de cháchara!	Хватит ковыряться!	Troppe chiacchiere!	废话太多了！	黙って食え！  				
&Text.Inmates.Banter	Стрибати в гіперпростір - це не жуків кропити	"Durch den Hyperraum zu fliegen, ist kein Spaziergang"	"Voyager dans l'hyperespace, c'est autre chose que l'épandage."	Viajar por el espacio no es como fumigar cultivos.	Путешествовать в гиперпространстве — это не на кукурузнике летать	Viaggiare nell’iperspazio non è una passeggiata	超空间旅行与把谷物磨成粉完全一回事	超空間移動は散歩とはちがう				
&Text.Inmates.FoodHall	Спробуй трохи цього…	Probier das mal ...	Prenez-en un morceau...	Prueba un poco de esto.	Попробуй кусочек...	Assaggia questo...	尝一下这个……	一口食ってみろって… 				
&Text.Inmates.Banter	"Вимкніть штучну гравітацію, се буде потішно"	"Stell die künstliche Schwerkraft ab, das wird lustig"	"Arrête la gravité artificielle, ça va être marrant."	"Desactiva la gravedad artificial, será divertido."	"Отключи искусственную гравитацию, будет весело"	"Spegni la gravità artificiale, sai che forza"	关闭人工重力， 会有搞笑事发生	人工重力を止めたら、 超楽しそうじゃんか				
&Text.Guards.RollCallMain	Хочете, щоби мій кулак порозминав ваші щічки?	Möchtest du meine Faust auf deiner Wange spüren?	Tu veux que mon poing finisse dans ta face ?	¿Quieres que mi puño se estrelle en tu mejilla?	"Хочешь, чтобы мой кулак впечатался в твою щеку?"	Vuoi il mio pugno contro la tua guancia?	想让我用拳头揍你的脸吗？	そのほっぺに一発食らいたいか？ 				
&Text.Guards.FoodHall	Ми знайшли ці смаколики на Марсі	Diese Delikatesse fanden wir auf Mars	On a trouvé cette douceur sur Mars.	Encontramos esa delicadeza en Marte.	Этот деликатес мы нашли на Марсе	Questa prelibatezza viene da Marte	那种美味是我们在火星上发现的	そいつは火星産の珍味だ				
&Text.Guards.RollCallMain	Можливо, сьогодні проходитимемо крізь поле астероїдів	Wir werden später eventuell durch ein Asteroidenfeld fliegen	Nous traverserons sûrement un champ d'astéroïdes plus tard.	Puede que pasemos por un campo de asteroides más tarde.	"Нам, возможно, предстоит пройти через поле астероидов"	Più tardi potremmo passare attraverso un campo di meteore	今天晚些时候我们可能要经过一个小行星带	今日はのちほど小惑星帯を抜けるかもしれん				
Text.Escape.EscapePod.ProximityDialogue	Для втечі треба, щоби всі були тут!	"Um fliehen zu können, müssen alle da sein!"	Tout le monde doit être là pour s'évader !	¡Necesitamos a todos aquí para escapar!	"Чтобы сбежать, понадобятся все!"	Devono essere tutti qui per poter evadere!	所有人到齐后我们才能越狱！	全員がそろわないと脱獄できない！  				
&Text.Guards.FoodHall	У нас закінчилася сіль, але космічного пилу повинно вистачити	"Wir haben kein Salz mehr, aber Weltraumstaub sollte reichen"	"Sans sel, la poussière spatiale devrait faire l'affaire."	"Nos hemos quedado sin sal, pero el polvo espacial servirá."	"У нас кончилась соль, но сойдет и космическая пыль"	"Abbiamo finito il sale, ma la polvere spaziale andrà bene"	我们的盐用光了， 但应该能用太空尘埃凑合	塩が切れたなら、 宇宙塵でもかけとけ				
&Text.Guards.RollCallMain	"Нас створили... Я мав на увазі найняли, щоби тримати вас у покорі"	"Wir wurden geschaffen ... Äh, eingestellt, um euch im Zaum zu halten"	"Nous avons été créés... Non, recrutés pour vous surveiller."	"Fuimos creados... Quiero decir contratados, para manteneros a raya."	"Нас создали... ...в смысле наняли, чтобы вы по струнке ходили!"	"Siamo stati creati... Ehm, assunti, per tenervi in riga"	我们被创造……我是说被雇佣来的目的是确保你们服从管束	我々はおまえたちを監督するために作られた… もとい、 雇われた				
Text.Escape.EscapePod.Stage1.Wrong	Нам потрібен кисневий балон…	Wir brauchen einen Sauerstofftank ...	Il faut un réservoir d'oxygène...	Hará falta un tanque de oxígeno...	Нам понадобится кислородный баллон	Ci serve un Serbatoio di ossigeno...	我们需要氧气箱……	「酸素ボンベ」が必要だ… 				
&Text.Visitor.Greet	"Ну, хіба не чудово?"	"Na, das ist ja mal nett"	C'est-y pas mignon.	"Vaya, qué agradable..."	"Ох, разве не мило"	Non è fantastico	这可真棒啊	へえ、 悪くないじゃん				
&Text.Inmates.Banter	Ми наближаємося до сонячної бурі	Wir fliegen in einen Solarsturm rein	On se dirige vers une tempête solaire.	Nos dirigimos a una tormenta solar.	Мы направляемся в солнечный шторм	Stiamo andando verso una tempesta solare	我们正一头扎进太阳风暴中	太陽風に突っ込むぞ				
&Text.Inmates.Banter	Шо се вони там вирощують?	Was lassen sie hier wachsen?	Qu'est-ce qu'ils font pousser là ?	¿Qué están cultivando aquí?	Что они здесь выращивают?	Cosa stanno facendo crescere lì dentro?	他们在那里种的是什么？	あの中で何を育ててるんだ？ 				
&Text.Inmates.FoodHall	З чого це готували?	Woraus besteht das denn?	Il y a quoi dedans ?	¿De qué está hecho?	Из чего это сделано?	Con cosa è fatto?	这东西是什么制成的？	これって材料は？ 				
&Text.Guards.RollCallMain	"Коли відлупцюємо вас, подякуйте нам"	"Wenn wir dich schlagen, dank uns"	Dites merci quand on vous frappe.	"Si te zurramos, agradécenoslo."	"Когда тебя бьют, скажи спасибо"	"Se vi picchiamo, ringraziateci"	我们打你时， 你要感谢我们	殴られたら礼を言え。 ありがとう、 とな				
&Text.Inmates.Banter	Де ж він сховав це…	Wo hat er es versteckt ...	Où l'a-t-il caché...	¿Dónde lo habrá escondido?	Где он это спрятал...	Dove l’ha nascosto...	他把东西藏哪儿了……	あれはどこへ隠したんだか… 				
&Text.Inmates.Banter	Це хто ще неохайний?	Wer sieht ungepflegt aus?	Qui a l'air négligé ?	¿Quién está desaliñado?	Кто выглядит неряшливо?	Chi è che ha un aspetto trasandato?	谁看起来很邋遢？	誰がむさくるしいって？ 				
&Text.Guards.RollCallMain	"Хто би з вас не вкрав черевик начальника, негайно поверніть його"	"Wer es wagte, den Schuh des Direktors zu klauen, bringt ihn sofort zurück"	Que le voleur de la chaussure du directeur la rende de suite.	"Quien haya robado el zapato del alcaide, que lo devuelva ahora."	Кто взял ботинок надзирателя? Вернуть немедленно!	"Chiunque abbia preso la scarpa del direttore, la riconsegni subito"	不管是谁拿了典狱长的鞋， 立刻放回去	所長の靴を盗んだ者は、 今すぐ返せ				
&Text.Inmates.Banter	Чому на всіх наглядачах є штрих-коди?	Warum haben alle Wärter Strichcodes?	Pourquoi tous les gardes portent des codes-barres ?	¿Por qué todos los guardias tienen códigos de barra?	Зачем на всех охранниках штрих-коды?	Perché tutte le guardie hanno un codice a barre?	为什么所有守卫身上都有条形码？	なぜ看守には全員バーコードが？ 				
&Text.Inmates.Banter	Як гадаєте, чому вони називаються рятувальними капсулами?	Warum heißen die wohl Fluchtkapseln?	Pourquoi on les appelle capsules de sauvetage ?	¿Por qué crees que se llaman cápsulas de escape?	"Думаешь, почему они называются спасательными капсулами?"	Perché credi si chiamino capsule di salvataggio?	你觉得为什么管这些东西叫逃生舱？	なぜあれは“脱出ポッド” って呼ばれるんだ？ 				
&Text.Guards.RollCallMain	Хочете добавки до цих стусанів?	Möchtest du Nachtisch zu dieser Prügel?	Vous voulez autre chose avec cette raclée ?	¿Aún no has tenido bastante con la paliza?	Не хочешь добавки к этим побоям?	Vorreste un contorno con queste botte?	你想要加一顿狠揍吗？	げんこつと一緒に食うと美味いぞ？ 				
&Text.Inmates.FoodHall	Нямка! Нямка! Нямка!	Schmatz schmatz schmatz!	Miam miam miam !	¡Qué bueno!	Ням-ням-ням!	Gnam gnam gnam!	好吃好吃好吃！	うまい、 うまい！  				
&Text.Inmates.FoodHall	Ти вже доїв?	Isst du das auf?	Tu finis ce truc ?	¿Has acabado con eso?	Ты заканчиваешь?	Lo finisci quello?	你打算把那个吃光吗？	あんたはごちそうさんか？ 				
&Text.Inmates.Banter	Чули про негаразди з рушієм?	Hast du von den Motorproblemen gehört?	T'as entendu parler des problèmes de moteur ?	¿Has oído lo de los problemas mecánicos?	Тебе рассказывали про проблемы с двигателем?	Hai sentito dei problemi al motore?	你听说引擎故障了吗？	エンジンに異常が起きたって？ 				
&Text.Inmates.Banter	Чули про наглядача, що втік?	"Hast du von dem Wärter gehört, der geflohen ist?"	T'as entendu parler du garde qui s'est échappé ?	¿Has oído lo de ese guardia que escapó?	Тебе рассказывали о сбежавшем охраннике?	Hai sentito della guardia che è scappata?	你听说那个逃跑的守卫了吗？	脱出した看守の話は知ってるか？ 				
&Text.Visitor.Greet	Чув плітки зі Землі?	Hast schon das von der Erde gehört?	Tu sais les rumeurs sur Terre ?	¿Sabes de lo de la Tierra?	До тебя дошли слухи с Земли?	Hai sentito l’ultima sulla Terra?	你听说地球的八卦了吗？	地球のちわ話は聞いてるか？ 				
&Text.Inmates.Banter	Чули поголоски про наглядача, що став кіборґом?	"Hast du die Gerüchte gehört, die Wärter seien Cyborgs?"	T'as appris que les gardes seraient des cyborgs ?	¿Has oído eso de que los guardias son cíborgs?	"Тебе доводилось слышать, что все охранники — киборги?"	Hai sentito le voci? Pare che le guardie siano cyborg	你听说守卫是生化机器人的传言了吗？	看守はサイボーグだってウワサだぞ？ 				
&Text.Inmates.Banter	Бачили нові черевики начальника?	Hast du die Schuhe des Direktors gesehen?	T'as vu les chaussures du directeur ?	¿Has visto los zapatos del alcaide?	Посмотри на новые ботинки надзирателя!	Hai visto le nuove scarpe del direttore?	你看到典狱长的新鞋子了吗？	所長のおニューの靴は見たか？ 				
&Text.Guards.FoodHall	"Думаєте - це жахливо? Ви ще не бачили десерту"	"Wenn du denkst, das sei eklig, dann warte auf die Nachspeise"	Tu trouves ça horrible ? Attends le dessert...	"¡Si crees que esto está malo, espera a ver el postre!"	"Думаете, это гадость? Вы еще не видели десерт..."	"Se pensate che sia schifoso, aspettate di vedere il dolce"	你觉得那就很恶心了？你还没见过甜点呢	メシがまずけりゃ、 デザートを待ちな				
&Text.Guards.RollCallMain	Ваше право на зв’язок зі Землею було скасовано	Die Kommunikationsprivilegien mit der Erde wurden entzogen	Vos privilèges de communication avec la Terre vous ont été retirés.	Tus privilegios de comunicación con la Tierra han sido retirados.	Тебе отказано в коммуникации с Землей!	Vi è stato revocato il privilegio di comunicare con la Terra	你与地球通讯的特权被剥夺了	地球との通信は以後、 禁止とする				
&Text.Guards.FoodHall	Ваша їжа хоче втекти!	Dein Essen macht sich davon!	Ta nourriture se taille !	¡Se te escapa la comida!	Еда убегает!	Il vostro cibo sta scappando!	你的食物要逃了！	食いモンが逃げるぞ！  				
&Text.Guards.RollCallMain	Ви марнуєте наш штучний кисень	Du bist die Verschwendung künstlichen Sauerstoffs	Vous gaspillez notre oxygène artificiel.	Eres un desperdicio de oxígeno artificial.	На тебя зря расходуют искусственный кислород	Siete uno spreco di ossigeno artificiale	你纯粹在浪费我们的人工氧气	われわれの人工酸素をムダにしやがって				
&Text.Visitor.Leave	Ти ганьбиш Землю	Du bist eine Schande für die Erde	Vous êtes une honte pour la Terre.	¡Eres una vergüenza para la Tierra!	Ты — позор Земли!	Sei un disonore per la Terra	地球的脸都让你丢光了	おまえは地球の恥さらしだ				
&Text.Guards.FoodHall	Ви їсте місячну породу	Du isst Mondgestein	C'est de la roche lunaire.	Estás comiendo roca lunar.	Вы едите лунные камни	State mangiando pietre lunari	你去吃月球岩石吧	おまえらが食ってるのは月の石だ				
&Text.Visitor.Greet	А ти схуднув	Du hast abgenommen	Tu as perdu du poids.	Has perdido peso.	Выглядишь стройнее	Hai perso peso	你瘦了	ずいぶん痩せたなぁ				
&Text.Inmates.FoodHall	Фу! Ще будь ласка…	"Igitt! Mehr, bitte ..."	Beurk ! Encore s'il vous plaît.	"¡Puaj! Más, por favor."	"Бэ! Добавки, пожалуйста"	Bleah! Ancora...	呀！我还要……	おえっ！  おかわりプリーズ… 				
Text.Escape.EscapePod.Stage4.Succeed												
Text.Escape.EscapePod.Stage4.Wrong												
Text.Escape.EscapePod.TooManyPlayers												
Text.Escape.Jetpack.Stage1.Succeed												
Text.Escape.Jetpack.Stage2.Succeed												
Text.Escape.Jetpack.Stage2.Wrong												
Text.Escape.Jetpack.Stage3.Succeed												
Text.Escape.Jetpack.Stage3.Wrong												
Text.Escape.Jetpack.Stage4.Succeed												
Text.Escape.Jetpack.Stage4.Wrong												
Text.Escape.Jetpack.TooFewPlayers												
Text.Escape.Jetpack.ProximityDialogue												
Text.Escape.FixComputer.Stage1.Wrong	Може, змайструвавши два енергомодулі, я зможу вимкнути це силове поле…	Vielleicht wird das Kraftfeld mit der Herstellung von 2 Energiemodulen deaktiviert ...	Fabriquer deux modules énergétiques pourrait désactiver ce champ de force...	Quizá si hacemos dos módulos de energía podemos desactivar ese campo de fuerza...	"Возможно, если мы сделаем два энергетических модуля, то отключим это силовое поле..."	Forse creando due Moduli di energia quel campo di forza si disattiverà...	也许制作两个能量模块能关闭那个力场……	「動力モジュール」を2個作れば、 あのバリアを解除できるかもしれない… 				
