Text ID	English	German	French	Spanish	Russian	Italian	Chinese	Japanese	
Text.SPEscapeHintBody	"\n - Продати обладунки —  готово\n\n - Залишити відгук покупцеві — готово (Яка ж чарівна панянка)\n\n(НОВЕ) До наради замінити продані обладунки на репліку, такі, аби би пасували до решти. Може, запитати в тутешньої школи, наскільки переконливу копію вони можуть зробить?"	"\n – Rüstung verkaufen – Erledigt\n\n – Käufer Rückmeldung hinterlassen – Erledigt (Was für eine charmante junge Frau)\n\n(NEU) Verkaufte Rüstung vor Personalversammlung mit Nachbildung ersetzen, die zu den anderen vier passt. Eventuell eine örtliche Schule fragen, ob sie eine überzeugende Nachbildung fertigen können?"	\n - Vendre l'armure - Fait\n\n - Laisser un commentaire à l'acheteuse - Fait (Quelle jeune femme charmante)\n\n(NOUVEAU) Remplacer l'armure vendue par une réplique avant la réunion du personnel. La réplique doit correspondre aux quatre autres armures. Éventuellement demander à des écoliers s'ils pourraient réaliser une réplique convaincante ?	"\n - Vender armadura (hecho) - \n\n - Dejar calificación de la compradora (hecho, qué chica más mona)\n\n(NUEVO) Reemplazar la armadura vendida por una réplica a tiempo para la reunión del personal, una que vaya bien con las otras cuatro. ¿A lo mejor se le puede preguntar a los de la escuela local cuán precisa pueden hacer la réplica?"	"\n — Продать доспехи — сделано\n\n — Оставить отзыв для покупателя — сделано (такая милая девушка!)\n\n(НОВОЕ) Успеть заменить проданные доспехи копией (чтобы подходила к остальным четырем) до встречи с персоналом и, возможно, спросить в местной школе, насколько убедительной получится их копия."	"\n - Vendere Armatura completa - Fatto\n\n - Lasciare recensione all’acquirente - Fatto (Che donnina affascinante...)\n\n(NUOVO) Rimpiazzare l’armatura completa venduta con una riproduzione prima della riunione del personale, in modo che sia simile alle altre quattro armature. Magari chiedere a una scuola del posto quanto potrebbe essere convincente una replica creata da loro?"	\n - 贩卖一套装甲 - 完成\n\n- 记下买家反馈 - 完成（多么漂亮的年轻女人啊）\n\n（新）赶在员工会议前用与其他四套类似的仿造品替代已经卖掉的装甲， 顺便问一问当地学校， 他们能把仿造品做到多真？ 	\n - 「よろい一式」の売却 - 済み\n\n - バイヤーへのフィードバック - 済み（実に可愛い娘だった）\n\n （追記） 職員会議の時までに、 売り払ったよろい一式を ほかの4つと お揃いのレプリカに すり替えておくこと。 本物そっくりの レプリカが 作れそうか 地元の学校にでも 聞いてみるか？	
									
Text.DLC05.SinglePlayerTip.Name	Просто подряпина	Ist nur ein Kratzer	C'est juste une égratignure	Es solo un rasguño	Это просто царапина	È solo un graffietto	微不足道	ただのかすり傷さ	
Text.DLC05.SinglePlayerTip.Desc	"Начальник був змушений продати одні із автентичних латів, які тримали в галереї на п’ятому поверсі, але тепер ця свинюка намагається знайти якусь копію, адже він згадав, шо скоро там проводитиметься якийсь захід…\nЗібрання має переконати всіх вартових, шо хвилювання та бентеги щодо фінансів — перебільшені (насправді ні), та припинити хвилі самовільного звільнення (не допоможе).\nТа це все дає деяку нагоду… На зустрічі будуть усі вартові. Якби там був хтось, хто достатньо «захищений», то він з легкістю подолав би вартових та не дав начальнику ніякого вибору, окрім як ся домовити…"	"Der Wächter war gezwungen, eine der originalen Rüstungen aus der Galerie in der fünften Etage zu verkaufen, doch jetzt muss der arme Schlucker eine Nachbildung als Ersatz finden, da bald eine Veranstaltung in genau diesem Raum abgehalten werden soll …\nDiese Veranstaltung soll alle Wärter davon überzeugen, dass die Sorgen über die finanzielle Situation unbegründet sind (sind sie nicht), und sie davon abhalten, zu kündigen (wird sie nicht).\nDas wäre jedoch eine gute Gelegenheit … Alle Wärter werden dort sein. Wenn sich zu dieser Zeit jemand im Raum befände und zu einem gewissen Grad „geschützt“ wäre … könnte er die Wärter einfach überwältigen und der Wächter müsste mit ihm verhandeln …"	"Le directeur a dû vendre une des armures originales conservées dans la galerie du cinquième étage. Mais comme cette ordure vient de se rappeler qu'un événement aura bientôt lieu au même endroit, voilà qu'il cherche une réplique à mettre à la place...\nLe but de l'événement est de convaincre tous les gardes que leurs préoccupations quant au budget sont infondées (ce qui n'est pas le cas) et de les persuader de rester (ce qui n'arrivera pas).\nQuoi qu'il en soit, c'est une occasion en or... Tous les gardes seront présents. Et si quelqu'un se trouvait dans cette salle pendant l'événement, et disposait d'une ""protection"" suffisante... ce quelqu'un pourrait facilement maîtriser les gardes et forcer le directeur à négocier..."	"El alcaide se vio obligado a vender una de las armaduras originales que había en la galería del quinto piso, pero ahora el pobre idiota anda intentando encontrar una réplica para llenar el hueco, ya que se ha acordado de que pronto habrá un evento en esa sala en concreto...\nEste evento es para convencer a los guardias de que los problemas financieros no son tan graves (aunque lo son) y evitar su marcha (que no lo hará).\nPero es una oportunidad estupenda, porque todos los guardias estarán allí... Si alguien estuviera en esa habitación en ese momento, y si estuvieran ""protegidos"" hasta cierto punto... deberían poder dominar fácilmente a los guardias y dejar al alcaide sin otra opción que negociar..."	"Надзиратель был вынужден продать один из оригинальных доспехов, хранившихся в галерее на пятом этаже, и теперь бедняга пытается найти копию, которую можно будет поставить на их место: он вспомнил, что скоро в том самом помещении должно состояться мероприятие…\nНа этом мероприятии предполагается убедить охранников в том, что финансовые проблемы преувеличены (на самом деле — ни капельки) и что увольняться им совсем ни к чему (ничего, конечно, не выйдет).\nИ это отличная возможность… Ведь там будут все охранники. Если бы в это время в помещении оказалась пара достаточно защищенных человек, они легко одолели бы охранников и не оставили бы надзирателю иного выбора, кроме как договориться…"	"Il direttore è stato costretto a vendere una delle armature complete originali conservate nella galleria al quinto piano. Ora però quel poveraccio sta cercando di trovare una riproduzione per sostituirla, dal momento che gli hanno ricordato che in quella stessa sala presto si terrà un evento...\nTale evento serve a convincere tutte le guardie che i problemi finanziari di questa prigione siano esagerati (non lo sono) e a convincerle a non dimettersi (non funzionerà).\nPerò è un’opportunità... Tutte le guardie sarebbero riunite lì. Se qualcuno si trovasse in quella stanza in quel momento e se avesse, per così dire, una “protezione”... dovrebbe riuscire a sopraffare le guardie facilmente e lasciare il Direttore con nessun’altra scelta se non quella di negoziare..."	典狱官被逼无奈将一套保存在展览馆五楼的古装甲卖了出去， 这位可怜的白痴正在试图寻找仿造品试图以假乱真， 因为不久后， 他们就要在那间屋子里举办一次庆典......\n这次庆典旨在使所有守卫相信， 所谓的财政担忧和顾虑都是子虚乌有（其实不是）， 进而留住他们（然而谁也不会留）。 \n但这件事是一个机会......因为所有的警卫都会出席。 如果有人能在那个时间进入那个房间， 且进行某种程度的“伪装”......应该就能轻易地制服警卫， 典狱官怕事情暴露， 也只能被迫做出让步......	所長が5階のギャラリーに 保管されていた 本物の「よろい一式」の1つを、 金のために 売ったらしいんだが、 あの部屋で 会議を開くってことを すっかり 忘れちまってたから さあ大変。 よろいを売ったことがバレる前に  替わりのレプリカを 見つけようと 必死になってるって話だぜ…\nその会議ってのは、 ここの経営状況は まったくもって 問題ないから （実際は大アリ） 辞めないでくれって、 看守たちを　説得するための　ものらしい （上手くいくわけないけど）。\nとにかくだ、 そのミーティングには 看守が全員出席する… これはチャンスだ。 その部屋に うまく潜り込むことができて、 それなりに 「武装」 していれば… 看守どもを一網打尽に できるにちがいない。 あとは所長とじっくり交渉するって寸法さ…	
									
Text.DLC05.MultiPlayerTip.Name	Облога дня (ДЛЯ БАГАТЬОХ ОСІБ!)	Belagerungsspaß (Mehrspieler-Tipp)	Jour de siège (astuce multijoueur)	Día del asedio (pista multijugador)	Осадных дел мастер (совет для сетевой игры)	Cogli l’assedio (Consiglio Multigiocatore)	围攻之日（多人游戏提示）	城落とし（マルチプレイ用ヒント）	
Text.DLC05.MultiPlayerTip.Desc	"Є одна історія, та мовить вона, що в цьому місці колись була велика катапульта, якою віконт запускав був брудний одяг у сусіднє місто, аби його помили. Ся історія в нас стала легендою, яка відома й начальнику, та на якій він хоче ся нажити.\nУ замку планують побудувати катапульту, щоби приманювати відвідувачів, але мушу визнати… ця штукенція достатньо потужна, аби запустити когось назовні цих мурів.\nПодейкують, що один із балконів уже розчистили для неї…"	"Es wird erzählt, dass sich früher an diesem Ort ein riesiges Katapult befand, mit dem der damalige Viscount seine Schmutzwäsche in die nächstgelegene Stadt schoss, um sie reinigen zu lassen. Diese Legende macht hier die Runde und der Wächter weiß das. Er hofft, aus der Geschichte Kapital schlagen zu können.\nMit der verzweifelten Absicht, Besucher anzulocken, soll hier nun ein Katapult errichtet werden, aber andererseits … könnte diese Vorrichtung jemanden ohne Probleme über die hohen Mauern befördern.\nIch hörte, dass einer der Balkone freigeräumt wurde, damit es dort aufgebaut werden kann …"	"Selon la légende, cet endroit abritait autrefois une immense catapulte que le vicomte utilisait pour envoyer son linge sale au village voisin afin de le faire laver. Ce mythe est bien connu du directeur actuel, qui a l'intention d'en tirer profit.\nUne catapulte devrait bientôt être construite dans le seul but d'attirer des visiteurs, mais si l'on y pense... cet engin pourrait facilement propulser quelqu'un au-dessus de ces immenses murailles.\nJ'ai entendu dire qu'un balcon avait déjà été aménagé pour accueillir le chantier..."	"Cuenta la historia que en el pasado este lugar tenía una enorme catapulta que el vizconde de aquel entonces solía utilizar para lanzar su ropa sucia a la ciudad cercana y que la limpiasen. Es más bien una leyenda, pero desde que el alcaide se enteró, no deja de pensar en cómo sacar provecho de ella...\nSe va a construir una catapulta para atraer visitantes, pero no parece una buena idea... ese bicho tendrá fuerza suficiente como para lanzar a alguien por encima de los muros.\nHe oído que una de las terrazas ya se ha preparado para que se empiece a construir allí..."	"Рассказывают, что когда-то здесь была огромная катапульта, с помощью которой виконт перебрасывал грязное бельё в прачечную в соседнем городе. Это всего лишь местная легенда, однако нынешний надзиратель знает ее и намерен извлечь из этого выгоду.\nСчитается (ошибочно), что катапульта будет построена с целью привлечь посетителей, однако нужно сказать, что ее механизм будет достаточно мощным, чтобы перебросить кого-нибудь через высоченные стены.\nГоворят, один из балконов уже под это дело расчистили…"	"Si dice che, all’epoca, in questo posto ci fosse un’enorme catapulta usata dal visconte per lanciare la biancheria sporca alla città vicina e farla pulire. È una specie di leggenda qui intorno. L’attuale direttore ne è ben al corrente e spera di trarne profitto.\nPresto qui verrà costruita una catapulta come incauta soluzione per attrarre turisti, ma bisogna dire che... è facile che quel trabiccolo sia abbastanza potente da lanciare qualcuno fuori da quelle enormi mura.\nSembra che una delle balconate sia già stata sgombrata, cosicché la catapulta possa essere costruita lì..."	故事要从过去的那一天开始讲起， 曾经这里有一座大型弹射器， 威斯康特用它将脏衣服弹射到附近城镇进行清洗。 这件事情有点传奇， 当时的典狱官了解此事后， 妄图将其变为赚钱的工具。 \n出于吸引游客这一不切实际的目的， 在这里建造一座弹射器的计划开始实施了， 必须要说......这座装置能够很轻易地将人弹出高墙。 \n我听说为了建造弹射器， 有一座阳台已经被拆除了......	この城にはその昔 巨大なカタパルトが あってだな、 子爵が汚れた服なんかを そいつで近くの町へ ぶっ飛ばして、 洗濯させてたらしい。 ここらへんじゃ 有名な話でな、 今の所長は それに乗っかって 大儲けしようと 企んでるっていう話だ。\nまあ、 この中にカタパルトを作って 観光客を集めようってわけさ。 よくもそんな とんちんかんなことを 考えるもんだが… このカタパルトなら 人間ひとりくらい、 あの巨大な城壁の向こうまで 楽々ぶっ飛ばせるんじゃないかと 思ってさ。\nすでに片付けが 済んでるバルコニーが あるそうだし、 そこでカタパルトを作ってだな…	
									
/////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////									
									
Text.Menu.DLCName05	Підземелля та липка стрічка	Dungeons And Duct Tape	Dungeons And Duct Tape	Dungeons and Duct Tape	Dungeons And Duct Tape	Dungeons And Duct Tape	地牢和胶带	おんぼろ監獄城	
Text.Prison.DLC05	Підземелля та липка стрічка	Dungeons And Duct Tape	Dungeons And Duct Tape	Dungeons and Duct Tape	Dungeons And Duct Tape	Dungeons And Duct Tape	地牢和胶带	おんぼろ監獄城	
									
Text.Presence.InGamePrison17	Уникає вартових наче пошести у «Підземелля та липка стрічка»! День %DAY%	Du meidest die Wärter in Dungeons And Duct Tape wie die Pest! Tag %DAY%	Évite les gardes comme la peste dans Dungeons And Duct Tape ! Jour %DAY%	¡Evita a los guardias como si fueran enemigos de Dungeons and Duct Tape! Día %DAY%	Избегает охранников как чумы — в тюрьме Dungeons And Duct Tape! День %DAY%	Evitando le guardie come la peste in Dungeons And Duct Tape! Giorno %DAY%	在地牢和胶带中像躲避瘟疫一样躲避警卫！天数：%DAY%	「おんぼろ監獄城」で中世風の脱出劇を繰り広げている！ %DAY% 日目	
Text.Presence.EscapedPrison17	Підкорює мури в «Підземелля та липка стрічка»! День %DAY%	Den Festungsmauern von Dungeons And Duct Tape getrotzt! Tag %DAY%	A bravé les remparts de Dungeons And Duct Tape ! Jour %DAY%	Has comandado las batallas de Dungeons and Duct Tape.  Día %DAY%	Наслаждается победой над стенами тюрьмы Dungeons And Duct Tape! %DAY%	Ha affrontato i bastioni di Dungeons And Duct Tape! %DAY%	在地牢和胶带中英勇战斗！天数：%DAY%	「おんぼろ監獄城」の城壁を乗り越えた！ %DAY% 日目	
									
Text.ActivityFeed.EscapedPrison17.Cap	$USER_NAME_OR_ID підкорює мури в «Підземелля та липка стрічка»!	$USER_NAME_OR_ID hat den Festungsmauern von Dungeons And Duct Tape getrotzt!	$USER_NAME_OR_ID a bravé les remparts de Dungeons And Duct Tape !	¡$USER_NAME_OR_ID ha comandado las batallas de Dungeons and Duct Tape!	$USER_NAME_OR_ID наслаждается победой над стенами тюрьмы Dungeons And Duct Tape!	$USER_NAME_OR_ID ha affrontato i bastioni di Dungeons And Duct Tape!	$USER_NAME_OR_ID 在地牢和胶带中英勇战斗！	$USER_NAME_OR_ID が「ボロボロ監獄城」の城壁を乗り越えた！	
									
Text.Milestone.DLC05.Escape1	Прорив периметра	Eingrenzungs-Ausbruch	Évasion du périmètre	Fuga del perímetro	Нарушение периметра	Evasione dal perimetro	周界突破	境界線突破	境界線突破
Text.Milestone.DLC05.Escape2	Просто подряпина	Ist nur ein Kratzer	C'est juste une égratignure	Es solo un rasguño	Это просто царапина	È solo un graffietto	微不足道	ただのかすり傷さ	
Text.Milestone.DLC05.Escape3	Облога дня	Belagerungsspaß	Jour de siège	Día del asedio	Осадных дел мастер	Cogli l’assedio	围攻之日	城落とし	
									
EscapeMethods.DLC05_Single	Просто подряпина	Ist nur ein Kratzer	C'est juste une égratignure	Es solo un rasguño	Это просто царапина	È solo un graffietto	微不足道	ただのかすり傷さ	
EscapeMethods.DLC05_Multi	Облога дня	Belagerungsspaß	Jour de siège	Día del asedio	Осадных дел мастер	Cogli l’assedio	围攻之日	城落とし	
Text.Frontend.DLC05.Name	Підземелля та липка стрічка	Dungeons And Duct Tape	Dungeons And Duct Tape	Dungeons and Duct Tape	Dungeons And Duct Tape	Dungeons And Duct Tape	地牢和胶带	おんぼろ監獄城	
									
/////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////									
									
Text.JobName.RelightTorches	Смолоскипник	Fackeln anzünden	Allumage des torches	Encendiendo antorchas	Зажжение факелов	Accendere le Torce	点燃火炬	たいまつの点火	
Text.JobDesc.RelightTorches	Зробіть місце більш «автентичним». Це дешевше за жарівки.	Lässt den Ort ein wenig „authentischer“ aussehen. Ist auch günstiger als Glühbirnen.	"Pour une touche un peu plus ""authentique"". C'est aussi moins cher qu'une ampoule."	"Hacen que el lugar sea como más auténtico. Además, las bombillas no son baratas."	Факелы добавляют аутентичности. И они дешевле лампочек.	Fanno sembrare il posto più “autentico”. E costano anche meno delle lampadine.	使这地方看起来更“真实”。 而且火炬比电灯泡廉价的多。 	お城っぽいムードを演出。 電球よりも安上がりだ。	
									
HUD.Tutorial.Job.RelightTorchesBodyTextA	Візміть запальничку та скипидар з коробки.	Nimm ein Feuerzeug und Fackelbrennstoff aus dem Container	Prendre un briquet et de l'huile de torche dans le conteneur	Coge un mechero y combustible del contenedor.	Возьмите зажигалку и топливо для факела в контейнере	Prendi un Accendino e del Combustibile per torcia dal contenitore	从箱子中取出打火机和火炬燃料	コンテナから「ライター」と「たいまつの油」を入手する。	
HUD.Tutorial.Job.RelightTorchesBodyTextB	"Знайдіть смолоскип та заправте його скипидаром."	"Finde eine Fackel, nutze zuerst den Fackelbrennstoff für die ausgebrannte Fackel"	Trouver une torche et utiliser l'huile sur la torche éteinte	Coloca la antorcha apagada y ponle combustible.	Найдите факел и используйте топливо для факела на погашенном факеле	Trova una torcia spenta e usa su di essa il Combustibile per torcia	找到火炬， 首先在熄灭的火炬上使用火炬燃料	火のついていない「たいまつ」を見つけて、「油」をかける。	
HUD.Tutorial.Job.RelightTorchesBodyTextC	Опісля запаліть смолоскип запальничкою.	Zünde danach die Fackel mit einem Feuerzeug wieder an	Utiliser un briquet pour allumer la torche	"Después, usa un mechero para volver a encender la antorcha."	Затем используйте зажигалку на факеле и зажгите его	Poi usa un Accendino sulla torcia per riaccenderla	随后在火炬上使用打火机， 将其点亮	次に「ライター」でたいまつに火を灯す。	
									
HUD.Interact.Job.RelightTorches.Materials	Спорядження смолоскипника	Fackel-Entzündungs-Materialien	Matériaux pour allumage de torche	Materiales para encender antorchas	Материалы для работы факела	Materiali per accensione torcia	照明火炬材料	たいまつ点火の材料	
									
HUD.Interact.Job.RelightTorches.TorchJobA	Заправити смолоскип	Fackel auffüllen	Remettre de l'huile	Poner combustible a la antorcha	Заправить факел	Ricarica Torcia	为火炬充填燃料	燃料をかける	
HUD.Interact.Job.RelightTorches.TorchJobB	Запалити смолоскип	Fackel anzünden	Allumer la torche	Prender antorcha	Зажечь факел	Accendi Torcia	点燃火炬	火を灯す	
									
HUD.Interact.Job.RelightTorches.NeedFuel	Мені потрібен скипидар…	Ich brauche Fackelbrennstoff …	J'ai besoin d'huile de torche...	Necesito combustible...	Нужно топливо для факела…	Mi serve del Combustibile per torcia...	我需要火炬燃料......	「たいまつの油」が必要だ…	
HUD.Interact.Job.RelightTorches.NeedLighter	Мені потрібна запальничка…	Ich brauche ein Feuerzeug …	J'ai besoin d'un briquet...	Necesito un mechero…	Нужна зажигалка…	Mi serve un Accendino...	我需要打火机......	「ライター」が必要だ…	
									
/////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////									
									
Text.JobName.HorseshoeName	Кувач підков	Hufeisen herstellen	Fabrication de fers à cheval	Haciendo herraduras	Изготовление подков	Fare Ferri di cavallo	制作马蹄铁	蹄鉄作り	
Text.JobName.HorseshoeDesc	Деяким на щастя.	Bringt manch einem Glück	De la chance à l'état pur	Dicen que dan buena suerte.	На счастье другим	Fortunati per alcuni	运气不错	幸運のお守りにどうぞ。	
									
HUD.Tutorial.Job.HorseshoeBodyTextA	Візміть металевий виливок з коробки.	Nimm einen Metallbarren aus dem Container	Prendre un lingot de métal dans le conteneur	Coge un lingote de metal del contenedor.	Возьмите металлический слиток в контейнере	Prendi un Lingotto di metallo dal contenitore	从箱子里取出金属锭	コンテナから「金属塊」を入手する。	
HUD.Tutorial.Job.HorseshoeBodyTextB	"Покладіть металевий виливок у піч та зачекайте, доки той не розтане."	"Leg den Metallbarren in den Ofen und warte, bis er schmilzt"	Placer le lingot de métal dans le fourneau et attendre qu'il fonde	Pon el lingote en el horno y espera a que se funda.	"Положите металлический слиток в печь и подождите, пока он расплавится"	"Metti il Lingotto di metallo nella fornace, attendi che si fonda"	将金属锭放置到熔炉中， 等待其熔化	「金属塊」を溶鉱炉に入れて、溶けるのを待つ。	
HUD.Tutorial.Job.HorseshoeBodyTextC	"Дістаньте розтоплений метал з печі та покладіть його на ковадло."	Nimm das geschmolzene Metall aus dem Ofen und bring es zum Amboss	Prendre le métal fondu dans le fourneau et le placer sur l'enclume	Coge el metal fundido y ponlo en el yunque.	Достаньте расплавленный металл из печи и положите его на наковальню	Prendi il Metallo fuso dalla fornace e portalo all’Incudine	从熔炉中取出熔化的金属， 将其放置在铁砧上。 	溶鉱炉から「溶けた金属」を入手し、作業台に乗せる。	
HUD.Tutorial.Job.HorseshoeBodyTextD	"Зробивши підкову ковадлом, покладіть її у коробку."	Stelle mithilfe des Ambosses ein Hufeisen her und platziere es dann im Container	"Fabriquer un fer à cheval sur l'enclume, puis le placer dans le conteneur"	Haz una herradora usando el yunque y métela en el contenedor.	"С помощью наковальни изготовьте подкову, затем положите ее в контейнер"	"Crea un Ferro di cavallo usando l’Incudine, poi mettilo nel contenitore"	使用铁砧制作马蹄铁， 随后将其放进箱子。 	作業台で「蹄鉄」を作り、コンテナへ入れる。	
									
HUD.Tutorial.Job.HorseshoeB.AnvilNoItem	Мені потрібен розтоплений метал…	Ich brauche geschmolzenes Metall …	J'ai besoin de métal fondu...	Necesito metal fundido...	Нужен расплавленный металл…	Mi serve del Metallo fuso...	我需要熔化的金属......	「溶けた金属」が必要だ…	
									
HUD.Interact.Job.Horseshoe.StepA	Металеві виливки	Metallbarren	Lingots de métal	Lingotes de metal	Металлические слитки	Lingotti di metallo	金属锭	金属塊	
HUD.Interact.Job.Horseshoe.StepD	Підкови 	Hufeisen 	Fers à cheval 	Herraduras 	Подковы 	Ferri di cavallo 	马蹄铁 	蹄鉄	
									
/////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////									
									
Text.JobName.Stonemason	Каменяр	Steinmetz	Maçonnerie	Mampostero	Каменщик	Muratore	石工	石像づくり	
Text.JobDesc.Stonemason	А все тому, що ви дешевший за фахівців.	Weil du billiger als ein Fachmann bist	Vous coûtez moins cher qu'un vrai pro	Porque te preocupa el dinero más que la profesionalidad	Потому что нанять профессионала намного дороже	Perché tu costi meno di un professionista	因为你比专业的便宜	プロに頼むより安上がりだ。	
									
HUD.Tutorial.Job.StonemasonBodyTextA	"Візміть кам’яну брилу з коробки та перенесіть її на стіл."	Nimm einen Steinblock aus dem Container und trage ihn zum Pult	Prendre un bloc de pierre dans le conteneur et le placer sur l'établi	Coge un bloque de piedra del contenedor y llévalo al escritorio.	Возьмите в контейнере каменную глыбу и перенесите ее на стол	Prendi un blocco di pietra dal contenitore e trasportalo al tavolo	从箱子中拿出石块， 将其带到书桌处	コンテナから石を入手し、机へ運ぶ。	
HUD.Tutorial.Job.StonemasonBodyTextB	Витесіть камінь.	Meißle den Stein	Tailler la pierre	Talla la piedra.	Обработайте камень	Scolpisci la pietra	切割石头	石を彫刻する。	
HUD.Tutorial.Job.StonemasonBodyTextC	Перекладіть витесану брилу в коробку для готових каменів.	Bring den gemeißelten Stein zum Container für fertige Materialien	Placer la pierre taillée dans le conteneur des pierres terminées	Lleva la piedra tallada al contenedor terminado.	Перенесите обработанный камень в контейнер готовых изделий	Porta la pietra scolpita al contenitore delle pietre finite	将已切割的石块放入箱子	彫刻を完成品コンテナへ入れる。	
									
HUD.Tutorial.Job.Stonemason.StoneBlocks	Камені	Steine	Pierres	Piedras	Камни	Pietre	石头	石	
HUD.Tutorial.Job.Stonemason.Carved	Витесані брили	Gemeißelte Blöcke	Blocs taillés	Bloques tallados	Обработанные блоки	Blocchi scolpiti	已切割的石块	彫刻済の石	
HUD.Tutorial.Job.Stonemason.CarveStone	Витесати камінь	Stein meißeln	Tailler la pierre	Tallar piedra	Обработать камень	Scolpisci Pietra	切割石头	石の彫刻	
									
HUD.Interact.Job.Stonemason.NeedStone	Мені потрібен камінь!	Ich brauche einen Stein!	J'ai besoin d'une pierre !	¡Necesito una piedra!	Мне нужен камень!	Mi serve una Pietra!	我需要一块石头！	石が必要だ！	
HUD.Interact.Job.Stonemason.StonePlaced									
HUD.Interact.Job.Stonemason.StoneCarved									
									
/////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////									
									
Text.JobName.Minstrel	Блудний лютняр	Reisender Minnesänger	Ménestrel itinérant	Juglar errante	Бродячий менестрель	Menestrello girovago	四处乱晃的吟游诗人	さすらいの吟遊詩人	
Text.JobDesc.Minstrel	Усенсі «більше ніхто не лабає на лютні»?	"Was soll das heißen, „niemand spielt mehr Laute“?"	"Comment ça, ""le luth, c'est démodé"" ?"	¿Qué quieres decir con eso de que “ya nadie toca el laúd”?	Как это никто больше не играет на лютне?	Che cosa vorresti dire con “nessuno suona più il liuto”?	你说“没有人弹鲁特琴了”是什么意思？	リュートが時代遅れだって？	
									
HUD.Tutorial.Job.MinstrelBodyTextA	Візміть репліку лютні з коробки.	Nimm eine Lauten-Nachbildung aus dem Container	Prendre une réplique de luth dans le conteneur	Coge una réplica de laúd del contenedor.	Возьмите копию лютни в контейнере	Prendi la Replica di un liuto dal contenitore	从箱子里取出鲁特琴仿造品	コンテナから「リュートのレプリカ」を入手する。	
HUD.Tutorial.Job.MinstrelBodyTextB	Знайдіть одне з місць для виступу, що ми залишили.	"Finde einen der Vorstellungsplätze, die wir für dich platziert haben"	Se rendre à l'un des emplacements indiqués	Encuentra una de los escenarios que te hemos preparado.	"Найдите одно из размещенных нами мест, в которых можно выступать"	Trova uno dei luoghi in cui esibirti che abbiamo allestito per te	找到其中一个我们为您指定的演出地点	用意された演奏エリアを見つける。	
HUD.Tutorial.Job.MinstrelBodyTextC	Розважайте працівників та друзів по нещастю!	Unterhalte das Personal und deine Mitinsassen!	Divertir le personnel et les codétenus	Entretén al personal y a tus compañeros.	Развлеките сотрудников и сокамерников!	Intrattieni il personale e gli altri detenuti!	取悦员工和狱友！	職員や囚人たちに楽しんでもらう！	
									
HUD.Interact.Job.Minstrel.StepA	Репліки лютень	Lauten-Nachbildungen	Répliques de luth	Réplicas de laúdes	Копия лютни	Repliche di liuti	鲁特琴仿造品	リュートのレプリカ	
HUD.Interact.Job.Minstrel.StepB	Грати	Vorspielen	Jouer	Actuar	Играть	Esibisciti	表演	演奏する	
									
HUD.Interact.Job.Minstrel.Equip	Мені потрібна репліка лютні…	Ich brauche eine Lauten-Nachbildung …	J'ai besoin d'une réplique de luth...	Necesito una réplica de laúd...	Мне нужна копия лютни…	Mi serve una Replica di un liuto...	我需要一把鲁特琴仿造品......	「リュートのレプリカ」が必要だ…	
									
&HUD.Interact.Job.Minstrel.Reaction	Мої вуха!	Meine Ohren!	Mes oreilles !	¡Mis oídos!	Мои уши!	"Ah, le mie orecchie!"	我的耳朵！	鼓膜がぁ！	
&HUD.Interact.Job.Minstrel.Reaction	Ви приймаєте замовлення?	Nimmst du Songwünsche an?	On peut te demander une chanson en particulier ?	¿Aceptas peticiones?	Вы принимаете заявки?	Accetti richieste?	你接任务吗？	リクエストしても？	
&HUD.Interact.Job.Minstrel.Reaction	Звучить як ринґтон, що я мав колись…	"Klingt wie ein Klingelton, den ich mal hatte …"	J'avais une sonnerie qui ressemblait à ça...	Me recuerda a un politono que tuve una vez...	У меня на звонке похожая мелодия стояла…	È uguale alla mia vecchia suoneria...	让我想起了我之前的手机铃声......	昔の着メロみたいだ…	
&HUD.Interact.Job.Minstrel.Reaction	Тож, ти і є розвага?	Du sorgst also für die Unterhaltung?	C'est toi l'attraction du jour ?	¿Tú eres quien nos va a entretener?	Так это и есть обещанное «развлечение»?	E così saresti tu lo spettacolo?	所以你是表演的人？	なら、エンタメってのはあんたのことか？	
&HUD.Interact.Job.Minstrel.Reaction	"А можна трішки тихіше?!"	"Geht das etwas leiser, bitte?!"	"Baisse d'un ton, tu veux ?!"	"¡¿Puedes bajar un poco el volumen, por favor?!"	А можно потише? Пожалуйста!	Ti spiace abbassare il volume?!	小点声， 好吗？！	ボリュームを下げてくれぇ！！	
&HUD.Interact.Job.Minstrel.Reaction	"Чудово, знову *та* пісня…"	"Super, *der* Song schon wieder …"	"Super, *encore* cette chanson..."	"Qué bien, es *esa* canción otra vez..."	"Ну вот, опять эта песня…"	"Grandioso, di nuovo *quella* canzone..."	很好， 又是“那首”歌......	また「あの」曲かよ…	
