Text ID	English	German	French	Spanish	Russian	Italian	Chinese	Japanese			
&Text.Inmates.PlayerRep1	Яка ж ти тварюка	Du bist so eine Plage.	T'es une vraie plaie.	Eres como una enfermedad.	Ты когда-нибудь отвалишь?	Sei una scocciatura	你真是个讨厌鬼	ビョーキ野郎が			
&Text.Inmates.Banter	Ти зараз у моєму просторі	Du bist zu nah.	T'es dans mon espace.	Estás en mi sitio.	Ты в моем пространстве	Sei nel mio spazio	你进了我的地盘	あっちへ行け			
&Text.Visitor.Greet	Ти ніколи не вгадаєш…	Du errätst das nie ...	Tu devineras jamais...	Nunca lo adivinarías...	Ты никогда не угадаешь...	Non indovinerai mai...	你永远也想不到……	聞いたら驚くぞ…			
&Text.Guard.NaughtyLocation	"Тобі не можна там бути, $name!"	"Du hast da nichts zu suchen, $name!"	"Tu n'as rien à faire là, $name !"	"¡No puedes estar ahí, $name!"	"Тебя здесь не должно быть, $name!"	"Non puoi stare lì, $name!"	$name ， 这里不是你该来的地方！ 	勝手に入るんじゃない、 $name！			
&Text.Inmates.Attacked	Не на того поліз!	Du hast dich mit dem Falschen angelegt!	Tu t'en prends à la mauvaise personne !	¡Te has metido con la persona equivocada!	Ты связался не с тем человеком!	Stai scherzando con la persona sbagliata!	你惹错人了！ 	逆らう相手をまちがえたな！			
&Text.Guard.CharacterAttacking	Ти заробив побиття!	Du hast dir Prügel verdient!	Tu as gagné une bonne raclée !	¡Te has ganado una paliza!	Ты заслужил взбучку!	Ti meriti una lezione!	你讨打！ 	ぶちのめしてやる！			
&Text.Inmates.Showers	Я побачив, як ти підглядував...	Du hast geschaut ...	J'ai vu que tu regardais...	Te he pillado mirando...	"Я видел, что ты смотришь..."	Mi stavi guardando...	逮到你偷看了……	今見てただろ…			
&Text.Inmates.FoodHall	У тебе більше ніж у мене !	Du hast mehr als ich!	T'en as plus que moi !	¡Tienes más que yo!	У тебя больше!	Tu ne hai più di me!	你的比我多！ 	そっちのほうが多いっての！			
&Text.Inmates.Gift.RankHighValue	Ти мене залюбував...	Du hast mich verzaubert.	Tu m'enchantes...	Me has encantado...	Ты меня успокоил...	Mi affascini...	我被你迷住了……	気に入ったよ…			
&Text.NPC.JobstaffLeaving	"Ти навіть й не слухав, що я казав, чи не так? Зникни з лиця землі"	"Du hast nicht ein Wort gehört, das ich gesagt habe, stimmt’s? Na mach, zisch ab."	"Tu n'as pas écouté un mot de ce que je viens de dire, si ? Allez, dégage."	"No has oído nada de lo que he dicho, ¿verdad? Vale, piérdete."	"Ты ни слова не слышал из того, что я сказал, не так ли? Ну и вали"	"Non hai ascoltato una parola, vero? Via, sparisci"	我说的话你一句都没听进去， 对吧？滚吧	話を聞いてなかったのか？ 行きたまえ、 うせろ			
Text.Player.YouSeemTooBusy	Ти вже маєш забагато доручень!	Du hast schon zu viel am Laufen!	Tu dois déjà trop de services !	¡Ya tienes demasiados favores!	У тебя уже и так слишком много одолжений!	Sembri avere già parecchi favori richiesti!	你的人情太多了！ 	引き受けた「頼みごと」が多すぎる！			
&Text.Guard.Work	У тебе є робота, $name!	"Du hast was zu erledigen, $name!"	"T'as du travail, $name !"	"¡Tienes trabajo por hacer, $name!"	"У тебя есть работа, $name!"	"Hai del lavoro da fare, $name!"	$name ， 你有活要干呢！ 	仕事が待ってるぞ、 $name！			
&Text.GuardAlert.Disguise	Ти можеш сказати мені...	Du kannst es mir sagen ...	Tu peux me le dire...	Dímelo...	Можешь мне сказать...	Puoi dirmelo...	你可以告诉我……	とぼけるなよ…			
&Text.Guard.Stealing	Ах ти крадій!	Du kleiner Dieb!	Petite vermine !	¡Ladronzuelo!	Мелкий воришка!	Razza di delinquente!	你这个小偷！ 	おい、 この盗っ人め！			
&Text.Inmates.PlayerRep2	Ходиш по тонкій кризі!	Du läufst auf dünnem Eis!	Déconne pas !	¡Te la estás jugando!	Ходишь по тонкому льду!	Sei sul filo del rasoio!	你如履薄冰！ 	危ない橋を渡ってんぞ！			
&Text.Guards.Gym	Ти це неправильно робиш	Du machst das alles falsch.	Vous faites tout de travers.	Lo estáis haciendo todo mal.	Ты все делаешь неправильно	State sbagliando tutto	你完全做错了	てんでなってないぞ			
&Text.Guard.Naked	Ти сам себе соромиш, $name!	"Du machst dich zum Trottel, $name!"	"Tu te ridiculises, $name !"	"¡Te está poniendo en ridículo, $name!"	"Ты себя позоришь, $name!"	"Ti stai mettendo in ridicolo, $name!"	$name ， 你在丢自己的脸！ 	この恥さらしめ、 $name！			
&Text.Inmates.Showers	Ти мене лякаєш	Du machst mir Angst.	Tu me files les jetons.	Me estás dando repelús.	У меня от тебя мурашки	Mi fai venire i brividi	你令我毛骨悚然	あんたキモいんだけど			
&Text.NPC.MedicSolitary	Тебе треба покарати!	Du musst bestraft werden!	Une correction pour toi !	¡Te mereces un castigo!	Тебя надо наказать!	Meriti una punizione!	你需要惩罚！ 	お仕置きが必要だな！			
&Text.GuardAlert.Disguise	Ти, напевно, новачок тут	Du musst der Neue sein.	Tu dois être le nouveau.	Tú debes ser el nuevo.	"Ты, наверное, новичок"	Devi essere qui da poco	你肯定是新来的	あんたは新顔みたいだな			
&Text.Inmates.Showers	Файно пахнеш	Du riechst gut.	Tu sens bon.	Hueles bien.	Ты хорошо пахнешь	Hai un buon odore	你闻起来不错	いいニオイがする			
&Text.Guard.SuspiciousOfCharacter	Маєш знервований вигляд	Du schaust nervös aus.	Tu parais nerveux.	Pareces nervioso.	Ты выглядишь нервным	Hai un’aria nervosa	你看起来很紧张	不安そうだな			
&Text.Guard.Suspicious	Маєш знервований вигляд	Du schaust nervös aus.	Tu parais nerveux.	Pareces nervioso.	Ты выглядишь нервным	Hai un’aria nervosa	你看起来很紧张	不安そうだな			
&Text.GuardAlert.DisguiseCaught	Ти ШАХРАЙ!	Du SCHWINDLER!	Le PARFAIT escroc !	¡Eres un fraude!	Ах ты жулик!	Razza di impostore!	你这个大骗子！ 	このペテン師め！			
&Text.Guard.Work	Ти повинен зараз працювати, $name!	"Du solltest arbeiten, $name!"	"Mets-toi au travail, $name !"	"¡Deberías estar trabajando, $name!"	"Давай работай, $name!"	"Dovresti lavorare, $name!"	$name ， 你应该在工作才对！ 	働いてこい、 $name！			
&Text.Guard.ContrabandInContainer	Тобі не слід це мати!	Du solltest das nicht haben!	Tu ne devrais pas avoir ça !	¡No deberías tener eso!	У тебя этого не должно быть!	Come fai ad averlo?!	你不应该拥有那个！ 	どこでこいつを！			
&Text.Guard.NaughtyLocation	"Тобі не можна тут бути, $name. Геть!"	"Du solltest nicht da drin sein, $name! Beweg dich!"	"Tu ne devrais pas être là, $name. On se bouge !"	"¡No deberías estar ahí, $name! ¡En marcha!"	"Тебя там не должно быть, $name. Шевелись!"	"Non dovresti stare lì, $name! Muoversi, aria!"	$name ， 你不应该在这里。 快点！ 	そこから出ろ、 $name！早くしろ！			
&Text.Guard.CharacterDamagingTiles	Ах ти вандал!	Du Vandale!	Sale vandale !	¡Gamberro!	Вандал!	Teppista!	你个破坏公物的家伙！ 	破壊者め！			
&Text.Guards.CombatEnded	Ти програв!	Du verlierst!	T'as perdu !	¡Perdiste!	Ты продул!	Hai perso!	你输了！ 	おまえの負けだ！			
&Text.Inmates.CombatEnded	Тебе обіграли	Du verlierst.	T'as perdu.	Perdiste.	Ты продул	Tu perdi	你输了	おまえの負けだ			
&Text.Inmates.PlayerRep1	Як ти смієш?	Du wagst es ...	Tu oses ?!	¿Cómo te atreves?	Как ты смеешь	Come osi	你好大的胆子	よくもまあ			
&Text.Guards.InmatesBeingNaughtyDEMO	"Ти ж розумієш, що маєш сміховинний вигляд, еге ж?"	"Du weißt schon, dass du lächerlich aussiehst?"	Tu réalises que tu as l'air ridicule ?	"Sabes que tienes una pinta ridícula, ¿verdad?"	"Ты же понимаешь, что выглядишь смешно?"	"Sai di essere ridicolo, vero?"	你知道自己看起来可笑极了吧？	まるでバカみたいだぞ？			
&Text.Inmates.Banter	Ви ж знаєте, що я ні в чому не винний, правда?	"Du weißt, dass ich unschuldig bin?"	"Tu sais, je suis pas coupable !"	"Sabes que soy inocente, ¿no?"	"Ты же знаешь, что я невиновен?"	"Sai che sono innocente, vero?"	你知道我是无辜的， 对吧？	オレは無実って知ってるよな？			
&Text.NPC.Chef	Краще тобі не злити мене!	Du willst mich nicht wütend machen!	Tu veux pas me voir en colère !	¡No querrás que me enfade!	"Ты же не хочешь, чтобы я разозлился!"	Non farmi arrabbiare!	别惹我发火！ 	シェフを怒らせないほうがいい！			
&Text.Inmates.Banter	Ти кинув тінь на героя	Du wirfst einen Schatten auf den Helden.	Tu jettes une ombre sur le héros.	Estás ensombreciendo al héroe.	Ты отбрасываешь тень на героя	Stai gettando un’ombra sull’eroe	你把影子投在英雄身上了	英雄に影を落とすんじゃねえ			
&Text.Inmates.GuardBanter	Ти опинився не на тому кінці мого кийка!	Du wirst am falschen Ende meines Stocks landen!	Vous allez finir du mauvais côté de ma matraque !	¡Terminaréis en el lado equivocado de mi porra!	В конце концов ты напорешься на мою дубинку!	Finirete dalla parte sbagliata del mio manganello!	尝尝我警棍的滋味！ 	警棒の痛いほうで殴られたいか！			
&Text.Guards.FoodHall	Ти проковтнеш це... ще й пальчики оближеш!	Du wirst es essen ... und genießen!	Vous allez tout manger... et vous allez adorer !	Vais a coméroslo... ¡y os va a gustar!	Ты это сожрешь... и тебе понравится!	Lo mangerete... e vi piacerà da matti!	你会吃……而且会爱上那食物的！ 	食ってるうちに好きになるさ！			
&Text.Guards.Gym	Ви ніколи не станете сильнішими за мій кийок!	Du wirst nie stärker als mein Schlagstock sein!	Vous ne serez jamais aussi forts que ma matraque !	¡Nunca seréis más fuertes que mi porra!	Ты никогда не будешь крепче моей дубинки!	Non sarete mai forti quanto il mio manganello!	你练得再强壮还是怕我的警棍！ 	わが警棒より強くはなれんぞ！			
&Text.Guard.CharacterAttacking	Сам напросився…	Du wolltest es so ...	Tu l'auras voulu...	Tú lo has querido...	Ты сам напросился...	L’hai voluto tu...	你自找的……	自業自得だ…			
&Text.Inmates.Attacked	Сам напросився!	Du wolltest es so!	Tu l'as cherché !	¡Tú lo has querido!	Ты об этом просил!	L’hai voluto tu!	你自找的！ 	身から出たサビだ！			
&Text.Guard.Heat	Сам напросився!	Du wolltest es so!	Tu l'as cherché !	¡Tú lo has querido!	Ты об этом просил!	L’hai voluto tu!	你自找的！ 	身から出たサビだ！			
&Text.GuardAlert.Disguise	Вип’ємо сьогодні нічкою, гаразд?	"Du zahlst heute, ja?"	Tu paies ta tournée ce soir ?	"Tú pagas las copas esta noche, ¿no?"	"Сегодня ты платишь за выпивку, ОК?"	"Offri tu stasera, giusto?"	今晚你请喝酒对吧？	今夜のおまえのおごりだろ？			
&Text.Guard.CarryingContraband	Ти! А ну вивертай кишені	Du! Taschen leeren!	Toi ! Vide tes poches.	¡Tú! Vacía los bolsillos.	Ты! Выверни карманы	Tu! Svuota le tasche	你！ 把口袋里东西全掏出来	おまえ！ ポケットの中身を見せろ			
&Text.Inmates.PlayerRep2	Як скажеш...	Egal ...	Peu importe...	Da igual...	Плевать...	Come vuoi...	随便了……	ご勝手に…			
&Text.Visitor.Leave	"Неважливо, мені це нецікаво. Бувай"	Egal ... *Gähn*. Tschüss.	"Bref, je m'ennuie. À plus."	Me aburro. Hasta luego.	Скукота. Позже	"Comunque, che noia. A dopo"	不管怎样， 真无聊。 以后再见	とにかく飽きたわ、 また			
&Text.Visitor.Leave	"Хай там що, але таксі вже чекає мене…"	"Egal, Taxi wartet ..."	"Enfin, mon taxi attend..."	"Bueno, el taxi me espera."	Такси ждет...	Ho un taxi che mi aspetta...	不管怎样， 出租车正等着呢……	とにかく、 タクシーを待たせてるんでね…			
&Text.GuardAlert.Fighting	Гей! $name!	Eh! $name!	Hé ! $name !	"¡Oye, $name!"	Эй! $name!	Ehi! $name!	喂！ $name！ 	おい！$name！			
&Text.Guard.Heat	"Гей, $name!"	"Eh, $name!"	"Hé, $name !"	"¡Oye, $name!"	"Эй, $name!"	"Ehi, $name!"	喂， $name！ 	おい、 $name！			
&Text.Inmates.Showers	"Гей, цей водозбіг захаращений!"	"Eh, der Abfluss ist verstopft!"	"Oh, ce tuyau est bouché !"	¡Este desagüe está obstruido!	"Эй, этот слив засорился!"	"Ehi, questo scarico è bloccato!"	喂， 这个排水孔堵塞了！ 	うおっ、 排水溝が詰まった！			
&Text.Inmates.Gym	Трішки розімну м’язи	Ein bisschen schwitzen	Faut faire circuler le sang.	Cómo bombea la sangre.	Разгоню-ка себе кровь	Facciamo pompare un po’ di sangue	让血液加速流动	バンバン血を巡らせろぉ～			
&Text.Guards.RollCallMain	Якийсь недоумок нишпорив навколо після відбою	"Ein Idiot hat herumgeschnüffelt, nachdem das Licht aus war."	Un crétin a fouiné après le couvre-feu.	Algún idiota ha estado dando vueltas tras apagar las luces.	Какие-то идиоты шныряют вокруг после отбоя	Qualche idiota stava gironzolando dopo le luci spente	不知哪个白痴熄灯之后鬼鬼祟祟四处游荡	どこかのバカが消灯後、 うろつき回ってやがった			
&Text.Inmates.Gift.RankLowValue	Ти що, жартуєш?	Ein Scherz?	Tu blagues ?	¿Estás de broma?	Ты шутишь?	Scherzi?	你开玩笑的吧？	ナメてんのか？			
&Text.NPC.Maintenance	Чергове. Виконане. Завдання	Ein weiterer. Zufriedener. Kunde.	Encore un client satisfait.	Otro. Satisfecho. Cliente.	Еще один. Удовлетворенный. Клиент	Un altro. Cliente. Soddisfatto	又一个客户心满意足	今回もお客様に満足いただけた			
&Text.Inmates.Banter	Гайда, ти почешеш мою спинку, а я твою	Eine Hand wäscht die andere.	Aide-moi et je t'aiderai à mon tour.	Una por ti y una por mí.	"Ты почешешь мою спину, а я почешу твою"	"Tu dai una mano a me, e io do una mano a te"	你帮我， 我就帮你	持ちつ持たれつってね			
&Text.GuardAlert.Disguise	Побиття тримає їх у покорі	Eine in die Fresse hält sie im Zaum.	"Une raclée, ça les calme."	Una paliza los mantiene enfilados.	Хороший пинок держит их в узде	Una bella scarica e li tieni in riga	揍他们一顿， 他们就会听话	連中はこぶしで従わせるのさ			
&Text.GuardAlert.Disguise	Не завадило б обійнятися...	Eine Umarmung wär nett ...	J'ai besoin d'un câlin...	Me gustaría un abrazo...	Хорошо бы с кем-то обняться...	Mi serve un abbraccio...	我需要一个拥抱……	人肌が恋しいね…			
&Text.NPC.Medic	Навіть не спромігся почати СЛР!	Eine Wiederbelebung wär zu mühsam gewesen!	Je n'allais pas m'embêter à le réanimer !	No tenía ganas de hacer el boca a boca.	Не собираюсь делать искусственное дыхание!	Non avevo voglia di fare la rianimazione!	懒得用心肺复苏术！ 	心臓マッサージなんぞ、 すっ飛ばせ！			
&Text.Inmates.FoodHall	Покличте сюди лікаря...	"Einen Arzt, schnell ..."	Faites venir le docteur...	Que venga un médico...	Позовите врача...	Chiamate un medico...	找个医生来……	医者を呼んでくれ…			
&Text.NPC.FavourAttention	Зроби мені послугу!	"Einen Gefallen, bitte!"	J'ai besoin d'aide !	¡Necesito un favor!	Мне нужна услуга!	Mi serve un favore!	帮我个忙！ 	頼みがある！			
&Text.Lockdown	Хтось покинув наше сімейне гніздечко	Einer floh aus dem Nest.	Quelqu'un a quitté le nid.	Alguien ha dejado el nido.	Кто-то покинул гнездышко	Qualcuno è volato dal nido	有人逃走了	巣から出てった鳥がいる			
&Text.Guards.RollCallMain	Хтось із вас, гробаків, зробив щось ДУЖЕ паскудне!	Einer von euch Maden hat etwas WIRKLICH Übles getan!	L'un d'entre vous a VRAIMENT déconné !	"Uno de vosotros, gusanos, ha hecho algo REALMENTE asqueroso."	"Один из вас, опарыши, сделал что-то ПО-НАСТОЯЩЕМУ плохое!"	Uno di voi vermi ha fatto qualcosa di VERAMENTE cattivo!	你们中有个废物干了很糟糕的事！ 	バカなウジ虫がいたもんだ！			
&Text.NPC.Maintenance.Idle	Одного дня я знайду собі приятеля чи навіть двох	Eines Tages hab ich auch einen Freund oder zwei.	"Un jour je me ferai un ami, ou deux."	Algún día haré un par de amigos.	Однажды я заведу себе друга или друзей	Un giorno mi farò un amico o due	总有一天我会找到几个朋友	1人か2人、 友だちが欲しい…			
&Text.Guards.Gym	Колисб ви станете такими ж сильними як я... Насправді, я сумніваюся в цьому	"Eines Tages wirst du so stark sein wie ich. Obwohl, glaub ich nicht."	"Un jour, vous serez aussi forts que moi... En fait, j'en doute."	Un día seréis tan fuertes como yo... En realidad lo dudo.	"Однажды ты будешь таким же сильным, как я... Вообще-то я в этом сомневаюсь"	Un giorno sarete forti come me... Anche se ne dubito	有朝一日你也会和我一样强……其实我对此表示怀疑	いつの日か私のように強くなれる… とは思わんな			
&Text.NPC.MedicSolitary	Кинути цього в одинку? Маєш рацію!	Einzelhaft für den da? Recht hast du!	On le met en isolement ! Exactement !	¿Aislamiento para este? Por supuesto.	Карцер для этого? Ты прав!	È da mandare in isolamento? Sono d’accordo!	关这家伙禁闭？说对了！ 	こいつを独房へ？ アイアイサー！			
&Text.NPC.MedicSolitary	Кинемо тебе в одинку!	Einzelhaft für dich!	Direction l'isolement !	¡A la celda de aislamiento!	Для тебя — путевка в карцер!	"Via, in isolamento!"	关禁闭去吧！ 	おまえは独房行きだ！			
&Text.NPC.MedicSolitary	Буйних ми кидаємо в одинку!	Einzelhaft für die Unartigen!	Les ordures en isolement !	¡Los malotes van al aislamiento!	Нарушители отправляются в карцер!	I cattivi vanno in isolamento!	捣蛋的家伙会被关禁闭！ 	イタズラ坊主は独房行きだ！			
&Text.ChatToGuard	Хочеш подорож в одинку?	Einzelhaft gefällig?	Tu veux aller en isolement ?	¿Quieres un viaje a aislamiento?	Хочешь отправиться в карцер?	Giretto in isolamento?	你想关禁闭吗？	独房へ送られたいか？			
&Text.NPC.MedicSolitary	Охолонеш в одинці	Einzelhaft zum Abkühlen!	Calme-toi en isolement.	A descansar en aislamiento.	Проветрись в карцере	Sbollisci in isolamento	去禁闭室冷静冷静吧	独房で頭を冷やせ			
&Text.Guards.Showers	Ну і бридота...	Ekelhaft ...	C'est dégoûtant...	Es asqueroso...	Это просто отвратительно...	È disgustoso...	那个真恶心……	おええ、 気持ち悪い…			
&Text.Guards.FoodHall	А ну поприбирали лікті зі стола!	Ellenbogen vom Tisch!	Pas de coude sur la table !	¡Codos fuera de la mesa!	Убрать локти со стола!	Via i gomiti dal tavolo!	胳膊别放在桌子上！ 	テーブルに肘をつくな！			
&Text.Inmates.Ignore	Утікаєш, та?	"Entkommen, eh?"	On s'évade ?	"Huyendo, ¿no?"	"Бежите, а?"	"Evadere, eh?"	想逃出去吗？	抜け出そうって？			
&Text.NPC.Counselor	"Розслабся, це місце для вашого утримання та зцілення "	"Entspann dich, das hier ist ein Ort der Heilung und Inhaftierung. "	"Du calme, c'est un havre de paix et de réhabilitation. "	"Relájate, este es un lugar de sanación y encarcelación. "	"Расслабься, это место исцеления и заточения "	"Rilassati, sei in un luogo di guarigione e prigionia "	放松， 这里是恢复和监禁的地方	落ち着きなさい、 ここは回復と収監の場所だ			
&Text.Inmates.FoodHall	Піднесіть свої келихи, люди!	"Erhebt eure Gläser, Leute!"	Tout le monde lève son verre !	¡Levantad vuestros vasos!	"Поднимите стаканы, народ!"	"Sollevate i bicchieri, gente!"	大家举杯！ 	盃を掲げよ、 皆の衆！			
&Text.Guards.RollCallMain	Пригадуєте, що ви колись були чогось варті? Я теж ні	"Erinnert ihr euch noch, als ihr wichtig wart? Ich auch nicht."	Vous vous souvenez avoir été importants ? Moi non plus.	¿Os acordáis de cuando erais importantes? Yo tampoco.	"Вы помните, когда ваше мнение кого-то интересовало? Я тоже нет"	Vi ricordate quando valevate qualcosa? Neanche io	还记得你们还是大人物的时候吗？我也不记得了	シャバでは大物だったのか？ 知らんね。			
&Text.NPC.Maintenance	Роботу завершено!	Erledigt!	C'est fait !	¡Ya está!	Готово!	Finito!	干完了！ 	任務完了！			
&Text.Guards.EscapeAttempt	Справді?	Ernsthaft?	Vraiment ?	¿En serio?	Серьезно?	Sul serio?	真的吗？	本気か？			
&Text.Inmates.PlayerRep2	Ти не жартуєш?	Ernsthaft?	Sérieusement ?	¿En serio?	Ты серьезно?	Sul serio?	你不是开玩笑吧？	本気か？			
&Text.Inmates.DetachedFromEquipment	Серйозно?!	Ernsthaft?!	Sérieux ?!	¡¿En serio?!	Серьезно?!	Sul serio?!	当真？！ 	本気か？！			
&Text.Guard.Stealing	Ось я і спіймав тебе на цьому!	Ertappt!	Je t'attrape enfin !	¡Te he pillado!	Попался!	Ti ho beccato!	逮了个正着！ 	この目で見たぞ！			
&Text.Guard.CharacterDamagingTiles	Піймавсь!	Erwischt!	Te voilà !	¡Te pillé!	Попался!	Eccoti qua!	逮到你了！ 	見つけたぞ！			
&Text.Inmates.GuardBanter	"Усе пішло шкереберть, тож я втік звідти"	"Es fing richtig an, also bin ich raus."	"Ça dégénérait, donc j'ai déguerpi."	"La cosa se estaba descontrolando, así que salí por patas."	"Все пошло наперекосяк, и мне пришлось убраться"	Le cose stavano degenerando e me ne sono andato	当时那里要出大事， 因此我先溜了出来	ヤバくなる前にずらかったんだ			
&Text.Inmates.JobChat	Тут річ не в грошах	Es geht nicht ums Geld.	C'est pas pour l'argent.	No se trata del dinero.	Это не ради денег	Non è per i soldi	这不是钱的事	カネの問題じゃない			
&Text.Guards.RollCallMain	Ширяться чутки, що хтось планує втечу	"Es heißt, dass hier jemand einen Ausbruch plant."	La rumeur court que quelqu'un prépare une évasion.	Se rumorea que alguien está planeando escaparse.	"Прошел слух, что кто-то готовит побег"	Gira voce che qualcuno sta preparando un’evasione	听说有人在策划越狱	脱獄を企んでいる者がいるらしい			
&Text.Guards.RollCallMain	Ширяться чутки, що ви готуєте заколот	"Es heißt, dass ihr alle einen Aufstand plant."	La rumeur court que vous prépariez une émeute.	Se rumorea que estáis planeando un motín.	"Прошел слух, что вы, отбросы, готовите бунт"	Gira voce che voi stiate preparando una rivolta	听说你们这帮人在策划暴动	暴動を企んでいるヤツがいるというウワサだ…			
&Text.Inmates.Banter	Це ж твій улюблений ді-джей Сейвар!	Es ist dein Lieblings-DJ Savour!	Yo ! C'est votre DJ Savour !	"¡Vuestro favorito, DJ Savour!"	Это ваш любимый диджей Спаситель!	È il vostro DJ Savour!	是你们最喜欢的DJ风味！ 	DJなら任せとけ、 ヨゥヨゥ			
&Text.Inmates.Showers	Між нами все скінчено!	Es ist vorbei mit uns!	"Toi et moi, c'est fini !"	¡Tú y yo hemos terminado!	Между нами все кончено!	Tra noi è finita!	我们俩之间结束了！ 	あんたとは終わったんだ！			
&Text.Inmates.Banter	Це не про силу твого удару	Es kommt nicht darauf an wie viel Du austeilst.	Il ne s'agit pas de frapper fort.	No se trata de lo fuerte que le puedas dar.	"Дело не в том, как сильно ты можешь ударить"	L’importante non è come colpisci	关键不在于你力气多大	腕っぷしの強さがすべてじゃない			
&Text.Guards.FoodHall	Ворушіть щелепами, гівнюки!	"Esst auf, Knackis!"	Mangez tout !	"¡Comed, presos!"	Чтоб все сожрали!	"Mangiate, galeotti!"	罪犯们， 吃饭了！ 	残さず食えよ、 囚人ども！			
&Text.NPC.Maintenance	Ладний ремонт!	Exzellente Wartung!	Entretien d'excellence !	¡Mantenimiento de primera!	Идеальный ремонт!	Manutenzione eccellente!	优质的维护！ 	至高のメンテ術！			
&Text.Inmates.Attacked	Гей!	Ey!	Oh !	¡Eh!	Эй!	Ehi!	喂！ 	おい！			
&Text.GuardAlert.Theft	Гей! Я бачив це!	Ey! Hab das gesehen!	Hé ! J'ai tout vu !	¡Eh! ¡Lo he visto!	Эй! Я все видел!	Ehi! Ti ho visto!	喂！ 我看到了！ 	おい！ 見たぞ！			
&Text.Guards.InmatesBeingNaughtyDEMO	Гей! Невже так складно вести себе як усі?	Ey! Kannst du dich nicht wie alle anderen benehmen?	Oh ! Tu ne peux pas te comporter comme les autres ?	¡Eh! ¿No puedes comportarte como todo el mundo?	Эй! Ты не можешь просто вести себя как все остальные?	Ehi! Non puoi comportarti come tutti gli altri?	喂！ 你能别这么特立独行吗？	おい！ もっといい子にできないか？			
&Text.Guards.Gym	Не зомлійте тут при мені	Fall mir nicht um.	Tombez pas dans les pommes.	No me vengáis con desmayos.	Не будь слабаком	Non svenite di fronte a me	别晕过去啊	ぶっ倒れるなよ			
&Text.Inmates.AttackedRunsAway	Спіймай мене, якщо зможеш	"Fang mich, wenn du kannst."	Attrape-moi si tu peux.	¡Atrápame si puedes!	"Поймай, если сможешь"	Prendimi se ci riesci	有本事来抓我呀	鬼さんこちら～！			
&Text.Guards.Reported	Успішно записано	Fertig aufgenommen.	Consigné avec succès.	Registrado correctamente.	Все занесено в журнал	Rapporto effettuato	已成功记录	無事記録した			
&Text.NPC.Receptionist	Ви дописали свій робочий графік?	Fertig mit den Stundenzetteln?	Tu as fait ton emploi du temps ?	¿Has hecho los horarios?	Ты закончил табель?	Hai finito le tue ore?	考勤表填好了吗？	勤務表は書いたか？			
&Text.NPC.Maintenance	Виконано!	Fertig!	Réglé !	¡Listo!	Тип-топ!	A posto!	搞定了！ 	ばっちりだ！			
&Text.NPC.Maintenance	Зроблено!	Fertig!	C'est bon !	¡Hecho!	Готово!	Fatto!	搞定！ 	一丁あがり！			
&Text.Inmates.CombatEnded	Готово!	Fertig!	C'est bon !	¡Hecho!	Готово!	Fatto!	搞定！ 	一丁あがり！			
&Text.Inmates.PlayerRep2	Падлюка	Fiesling.	Buse.	Malo.	Подло	Che cattiveria	刻薄鬼	性格悪いな			
&Text.Visitor.Banter	Фірма збанкрутувала	Firma ist pleitegegangen.	L'entreprise a coulé.	La empresa está en bancarrota.	Компания обанкротилась	La compagnia è fallita	公司破产了	会社は倒産した			
&Text.NPC.Maintenance	Рибка в сітці - справу зроблено	Fix und fertig.	C'est fait.	¡Dicho y hecho!	Удачно завершено	Fatto e finito	清理完成	すべて完了			
&Text.NPC.MedicCarrying	Підлатаймо тебе трохи	Flicken wir dich zusammen.	On va te rafistoler.	Vamos a arreglarte.	Давай залатаем тебя	Fatti rattoppare	我们帮你包扎一下	傷を縫ってやる			
&Text.Guards.MaxPrisonAlertnessSpotted	ПРОСИМО ПІДКРІПЛЕННЯ	FORDERE VERSTÄRKUNG!	DEMANDE DE RENFORTS.	PETICIÓN DE APOYO	НУЖНО ПОДКРЕПЛЕНИЕ	RICHIESTA RINFORZI	请求支援	応援を呼べ！			
&Text.Inmates.Banter	Моя дружина навіть не відвідує мене	Frau hat mich nicht mal besucht.	Ma moitié vient même pas me voir.	Mi mujer ni siquiera me visita.	Жена меня ни разу не навестила	Non ho più visto mia moglie	配偶都没来探视过我	嫁さんは面会にも来ない			
&Text.Inmates.Banter	Моя кохана навіть не пише мені	Frau hat mir nicht mal geschrieben.	Ma moitié m'écrit même pas.	Mi mujer ni siquiera me escribe.	Жена мне даже не пишет	Mia moglie non mi ha mai scritto	配偶都没给我写过信	嫁さんは手紙もよこさない			
&Text.Inmates.Banter	Моя друга половинка навіть не телефонує мені	Frau hat nicht mal angerufen.	Ma moitié m'appelle même pas.	Mi mujer ni siquiera me llama.	Жена мне даже не звонит	Mia moglie non mi ha mai chiamato	配偶连电话都不打一个	嫁さんは電話もしてこない			
&Text.NPC.Maintenance.Idle	Друзів переоцінюють	Freunde werden überbewertet.	"Les amis, c'est surfait."	Los amigos están sobrevalorados.	Друзей переоценивают	L’amicizia non è un granché	好友都言过其实了	友情はそんなに良いものか？			
&Text.Guards.FoodHall	"Ковтайте або по ПИЦІ ТРИМАЙТЕ!"	Friss oder STIRB!	"Mangez, ou c'est la RACLÉE !"	¡Come eso o come TORTAS!	"Жри, или получишь!"	"Mangiate, o le PRENDETE!"	不吃就等着挨揍吧！ 	殴られたくなきゃ、 食え！			
