Text ID	English	German	French	Spanish	Russian	Italian	Chinese	Japanese			
Text.Escape.Crate.Stage1.Succeed	"Красно! Далі нам треба змайструвати верх коробки!"	Toll! Noch einen Kistendeckel basteln und anbringen!	"Parfait ! Maintenant, il faut un couvercle de caisse !"	¡Genial! ¡Ahora hay que crear y añadir una tapa para la caja!	"Превосходно! Далее, нам нужно изготовить и добавить крышку ящика!"	Bene! Ora bisogna creare una Parte superiore di cassa e aggiungerla!	太好了！ 接下来我们要制作并添加一个箱子顶！	やったぞ！ 次は「木のフタ」を作って組み合わせよう！ 			
&Text.Guards.Gym	Ви можете собі нашкодити	Tu dir nicht weh.	Tu vas te blesser.	Os vais a hacer daño.	Вы поранитесь	Ti farai del male	你会弄伤自己的	ケガしても知らんぞ			
&Text.Guards.RollCallMain	Одразу просимо вибачення, якщо доведеться покарати вас	"Tut uns leid, wenn wir euch bestrafen müssen."	Excusez-nous pour les corrections.	Lo sentimos si tenemos que castigaros.	"Простите, если нам придется наказать вас"	Ci scusiamo se dobbiamo punirvi	如果不得不惩罚你们， 我们深感抱歉	君たちを罰することになったら、 謝る			
&Text.Inmates.GuardBanter	Будь-де, тільки не у ставок…	"Überall, nur nicht in den Teich."	"Partout, sauf dans le bassin..."	Donde sea menos en el estanque...	Только не в пруду...	"No, nel laghetto no..."	哪儿都好， 就是不能在池塘里……	池だけはよせって… 			
&Text.Guards.FoodHall	Не перестарайтесь!	Übertreib’s nicht!	N'en rajoute pas !	¡No abuses!	Не перестарайся!	Non esagerare!	不要勉强！	食いすぎるなよ！ 			
&Text.Guards.Gym	Не перевантажуйтесь	Übertreib’s nicht.	N'en fais pas trop.	No abuses.	Не перестарайся	Non esagerare	不要勉强	やりすぎるなよ！ 			
&Text.Guards.RollCallStart	"І ось ми знову тут, панове!"	"Und da sind wir wieder, Leute!"	"Et c'est reparti, les amis !"	"¡Vamos a ello de nuevo, gente!"	"Ну сколько можно, народ!"	"Eccoci ancora, gente!"	大家注意， 又要开始了！	また会ったな、 諸君！ 			
&Text.Guards.Gym	Не запрацьовуйтесь занадто	Verausgabt euch nicht zu sehr.	Ne forcez pas trop.	No os esforcéis demasiado.	Не перестарайтесь	Non sfinitevi	不要把自己弄得太累了	ムリして鍛えるな			
&Text.Guards.Gym	Не забувайте дихати	Vergiss nicht zu atmen	N'oublie pas de respirer !	No te olvides de respirar.	Не забывай дышать	Non scordarti di respirare	别忘了深呼吸	適度に休めよ			
&Text.Guards.RollCallStart	Який чарівний день...	Was für ein schöner Tag heute.	Quelle belle journée...	Qué día más bonito...	Что за чудный денек...	Ma che bella giornata...	多么美好的一天……	実にいい天気だ… 			
&Text.Inmates.GuardBanter	Кого ж я можу похвалити	Wen kann ich loben.	Qui féliciter ?	¿A quién se lo agradezco?	Кого я могу похвалить	Chi posso elogiare?	我能表扬谁呢	誰を称えろってんだ… 			
&Text.Guards.RollCallMain	"Якщо пізніше ви побачите начальника, то не забудьте подякувати йому"	"Wenn ihr später den Wächter seht, vergesst nicht ihm zu danken."	"Si vous croisez le directeur, n'oubliez pas de le remercier."	"Si ves al alcaide después, recuerda agradecérselo."	"Если позже увидишь надзирателя, не забудь поблагодарить его"	"Se vedete il direttore più tardi, ricordatevi di ringraziarlo"	如果你们过一会儿看到典狱长， 别忘了谢谢他	所長に会ったら、 礼を言っといてくれ 			
&Text.Guards.RollCallStart	Якщо можна, хвилиночку уваги, будь ласка…	Wenn wir kurz eure Aufmerksamkeit haben könnten ...	"Votre attention, s'il vous plaît..."	"¿Me prestáis atención un momento, por favor?"	Нам очень нужно ваше внимание...	"Un po' di attenzione, per favore..."	请大家注意一下……	頼むから集中してくれ… 			
&Text.Guards.RollCallMain	Як ви тут всі, влаштувались?	Wie findet ihr euch zurecht?	Tout le monde est bien installé ?	¿Cómo lleváis la adaptación?	Как вы все устроились?	Vi state ambientando?	你们住得还习惯吗？	ここにはもう慣れたか？ 			
&Text.Guards.FoodHall	Чи подобається вам се?	Wie gefällt es dir?	"Alors, ça te plaît ?"	¿Te gusta?	Как тебе это нравится?	Ti piace?	你们觉得饭菜如何？	気に入ったか？ 			
&Text.Guards.FoodHall	Як вам ікра?	Wie ist der Kaviar?	Le caviar est bon ?	¿Cómo está el caviar?	Как вам икра?	È buono il caviale?	鱼子酱好吃么？	キャビアはどうだ？ 			
&Text.Guards.RollCallMain	Чим ми можемо допомогти?	Wie können wir helfen?	Pouvons-nous aider ?	¿Podemos ayudar?	Чем мы можем помочь?	Possiamo aiutarvi?	我们能效劳吗？	力になろうか？ 			
&Text.Inmates.GuardBanter	Не бажаєш поговорити про це?	Willst du darüber sprechen?	Tu veux en parler ?	¿Quieres hablar del tema?	Ты хочешь об этом поговорить?	Vuoi parlarne?	你想谈谈么？	それは話さなきゃいかんことか？ 			
&Text.Guards.RollCallMain	Ми все ще розглядаємо можливість поставити джакузі	Wir finden den Vorschlag für den Whirlpool immer besser.	On étudie toujours l'option du bain à remous.	Aún estamos discutiendo lo del jacuzzi.	Мы все еще думаем над предложением об установке джакузи	Stiamo ancora valutando il suggerimento della vasca idromassaggio	我们仍在讨论热水浴池的建议	浴槽のリクエストは今も検討中だ			
&Text.Guards.RollCallMain	Ми отримуємо все більше захопливих відгуків	Wir hatten weitere begeisterte Kritiken.	Nous avons de super retours.	Tenemos más comentarios elogiosos.	Мы получили новые восторженные отзывы	Abbiamo ricevuto altri buoni commenti	我们又得到表扬了	当刑務所の評価はうなぎ上りだ			
&Text.Guards.RollCallMain	Усе чим ми можемо допомогти…	"Wir helfen, wo wir können ..."	Si vous avez besoin...	¿Podemos ayudar en algo?	"Все, чем мы можем помочь..."	Siamo qui per aiutarvi...	有什么难处都可以跟我们说……	何でも力になろう… 			
Text.Escape.Crate.ProximityDialogue	Ми не зможемо втекти, поки всі тут не зберуться!	"Wir können hier nicht abhauen, bis alle da sind!"	On ne peut pas fuir avant l'arrivée des autres !	¡No te puedes ir hasta que estén todos aquí!	"Мы не можем уйти, пока все не вернутся!"	Non possiamo andare finché non ci saranno tutti!	等大家到齐后我们才能离开！	全員がそろわないと脱獄できない！ 			
&Text.Inmates.GuardBanter	Нам треба надолужити втрачене	Wir müssen viel aufholen.	Il faut qu'on se voie.	Hay que ponerse al día.	Надо наверстать упущенное	Dobbiamo vederci	我们得见个面	会って話そう			
&Text.Guards.RollCallMain	Ми реабілітовуємо вас революційними методиками	Wir rehabilitieren euch mit revolutionären Techniken.	Nous vous réhabilitons à l'aide de méthodes révolutionnaires.	Te vamos a rehabilitar usando técnicas revolucionarias.	Мы реабилитируем вас с помощью революционных методик	Vi stiamo rieducando con tecniche rivoluzionarie	我们正在用革命性的技术使你们康复	革命的な技術を用いて、 君たちを矯正しているのだ			
&Text.Guards.RollCallMain	Б’ємо, бо любимо	Wir schlagen euch aus Liebe.	On vous bat par amour.	Os mataremos de amor.	"Кого я люблю, того наказываю"	Vi picchiamo per amore	是因为爱你们才打的	愛するからこそ、 殴るんだ			
&Text.Guards.RollCallMain	Вважайте нас плечем, в яке можна поплакатись	Wir sind eure Schulter zum Ausweinen.	Nous sommes l'épaule sur qui pleurer.	Considéranos tu hombro sobre el que llorar.	Можешь считать нас жилеткой для слез	Considerateci una spalla su cui piangere	我们就是你们哭泣时可以倚靠的肩膀	泣きたい時はこの肩で泣け			
&Text.Guards.RollCallMain	Ми тут, щоб служити вам	"Wir sind hier, um zu dienen."	Nous sommes à votre service.	Estamos aquí para servirte.	"Мы здесь, чтобы служить вам"	Siamo qui per servirvi	我们的使命是为你们服务	君たちに尽くしたいんだ			
&Text.Guards.RollCallMain	Ми будемо зніматися в документальному фільмі	Wir werden in einer Dokumentation sein.	Nous allons apparaître dans un documentaire.	Vamos a salir en un documental.	Мы попадем в документальный фильм	Saremo protagonisti di un documentario	我们会被拍进纪录片里	我々もドキュメンタリーに映るぞ			
&Text.Guards.RollCallMain	Ми знаємо, ви ладні люди	"Wir wissen, ihr seid gute Leute."	Vous êtes de bon gars.	Sabemos que sois buena gente.	"Вы знаете, что вы хорошие люди"	Sappiamo che siete gente per bene	我们知道你们都是好人	君たちは善人だ			
&Text.Guards.FoodHall	Будь ласка, не кидайтеся їжею	Wirf bitte nicht.	Ne jette rien.	No lo tires.	"Пожалуйста, не бросай"	Non lanciarlo in aria	请别扔东西	皿を投げるな			
&Text.Guards.Gym	Овва!	Wow!	Fiou.	¡Vaya!	Ух ты!	Wow!	哇！	すごいぞ！ 			
&Text.Guards.RollCallMain	Чи знали ви, що люди стоять у черзі, щоб потрапити в це місце?	"Wusstet ihr, dass Leute anstehen, um hierherzukommen?"	Saviez-vous qu'il y a une file d'attente pour cet endroit ?	¿Sabes que hay gente haciendo cola para venir aquí?	"Вы знали, что люди выстраиваются в очередь, чтобы попасть сюда?"	Sapevate che la gente fa la fila per venire qui?	你们知道吗？不知多少人排着队要进来呢！	ここへ入りたいヤツらが並んで待ってるそうだぞ？ 			
&Text.Guards.Showers	Се вони теж документують?	Zeichnen sie das auch auf?	Ils filment ça aussi ?	¿Esto también lo van a documentar?	Они это тоже записывают?	Anche questo va nel documentario?	他们把这个也拍进纪录片了吗？	これも撮影するのか？ 			
Text.Escape.Crate.Stage4.Succeed											
Text.Escape.Crate.Stage4.Wrong											
Text.Escape.Crate.TooManyPlayers											
Text.Escape.Civillian.Stage1.Succeed											
&Text.Robinson.Banter	Я *точно* знаю, як вибратися звідси…	Ich weiß *genau* wie man hier rauskommt …	Je sais *exactement* comment sortir d'ici...	Sé *exactamente* cómo salir de aquí...	"Я *точно* знаю, как отсюда выбраться..."	So *esattamente* come uscire di qui…	我 *正好* 知道如何逃离这儿……	ここから出る方法ならわかってる…			
&Text.Robinson.Banter	Я знаю се місце, як свої п’ять пальців	Ich kenne diesen Ort wie meine Westentasche.	Je connais cet endroit comme ma poche	Conozco este sitio como la palma de mi mano	"Я это место знаю, как свои пять пальцев"	Conosco questo posto a menadito	我对这里了如指掌	このムショのことなら何でも知ってる			
&Text.Robinson.Banter	Хтось шукає легкий шлях звідси?	Sucht jemand nach einem einfachen Ausweg?	Quelqu'un cherche une sortie facile ?	¿Alguien quiere una salida fácil?	Кто-нибудь ищет простой способ сбежать?	Qualcuno cerca una via d’uscita facile?	有人想轻轻松松逃离这里吗？	楽に逃げたい奴はいるか？			
&Text.Robinson.Banter	Я можу втекти куди завгодно!	Ich kann überall fliehen!	Je m'échappe de partout !	¡Puedo escapar de cualquier sitio!	Я могу сбежать откуда угодно!	Posso evadere da dovunque!	哪儿都关不住我！	どんなムショも脱獄してやる！			
&Text.Robinson.Banter	У мене є інформація! 	Ich hab das nötige Know-How! 	J'ai tout appris ! 	¡Tengo el conocimiento! 	Я всё знаю! 	Io so come si fa! 	我对这里太熟悉了！ 	オレには知識がある！			
&Text.Robinson.Banter	Тут є ідеальне місце для підкопу…	In der Nähe ist ein perfekter Ort zum Graben …	L'endroit idéal pour creuser n'est pas loin d'ici...	Hay un sitio perfecto para cavar cerca de aquí...	Рядом есть идеальное место для подкопа...	C’è un posto perfetto per scavare qui vicino…	这附近有个可供挖掘的绝佳位置 ……	あそこは掘るのにぴったりだぜ…			
&Text.Robinson.Banter	Різальне приладдя недооцінюють…	Schneidewerkzeuge werden unterschätzt …	On sous-estime les outils coupants...	No subestimes las herramientas de corte...	Инструменты для резки недооценивают...	Gli attrezzi per tagliare sono sottovalutati…	切割工具都被低估了 ……	工具ってのは色々と使えるんだぜ…			
&Text.Robinson.Banter	Руків’я знаряддя дуже функціональне…	Der Werkzeuggriff ist so vielseitig …	La poignée d'outil est très utile...	El mango de herramienta es tan versátil...	Ручка инструмента так практична...	Il Manico di attrezzo è molto versatile…	工具手柄可是无所不能啊 ……	ハンドルは工具に欠かせない…			
&Text.Robinson.Banter	Треба поміч у втечі? Приходьте до Робінсона!	Hilfe bei der Flucht gefällig? Komm zu Robinson!	Besoin d'aide pour t'évader ? Robinson est là !	¿Necesitas ayuda para escapar? ¡Ven a ver a Robinson!	Нужна помощь с побегом? Идите к Robinson!	Vuoi una mano ad evadere? Vieni da Robinson!	想要在越狱中有人助你一臂之力吗？ 那就来找Robinson吧！	脱獄の手引きが必要なら、Robinsonに聞きな！			
&Text.Robinson.Banter	У мене є готовий план втечі	Ich habe schon einen Fluchtplan.	J'ai un plan d'évasion sous la main	Tengo un plan de escape listo	Я готовлюсь воплотить план побега	Ho pronto un piano di evasione	我已经算计好怎么逃了， 可以说是万事俱备了	今すぐ使える脱獄プランがあるぜ			
&Text.Robinson.Banter	У патрулів є сліпа зона 	Bei den Wärterpatrouillen gibt’s einen Schwachpunkt.	Les patrouilles ont un angle mort	Hay un punto ciego en las patrullas de los guardias	"Есть место, куда патрули охранников не заглядывают"	C’è un punto cieco nelle ronde delle guardie	警卫巡逻的路线有一个盲点	看守の巡回には死角があってよ			
&Text.Robinson.Banter	"Я з'ясував, що міцна лопата повинна впоратись із цим…"	Ich hab es raus: eine Stabile Schaufel sollte helfen …	"J'y ai réfléchi, une pelle robuste fera l'affaire..."	"Lo he calculado, una pala pesada debería bastar..."	"Я точно знаю, прочная лопата мне поможет..."	"Ho pensato a tutto, una Pala robusta dovrebbe andar bene…"	我已经弄清楚了， 只需要一把坚固的铲子应该就够了……	丈夫なシャベルがあればいけそうだ…			
&Text.Robinson.Banter	Вони ніколи не чекатимуть, що ви будете проколювати стіни!	"Sie werden nicht damit rechnen, dass du durch die Wände hackst!"	Ils ne s'attendent jamais à ce qu'on casse les murs !	¡Nunca se esperan que atravieses las paredes!	"Они не ожидают, что вы проломите стены!"	Non si aspettano mai che tu colpisca i muri per scalfirli!	他们绝对想不到， 有人能凿壁而出！	壁をぶち破って逃げてやるのさ！			
&Text.Robinson.Banter	Тут є кімната, в якій я ніколи не бачив варти…	"Es gibt einen Raum, in den die Wärter nie gehen …"	Il y a une salle où les gardiens n'entrent pas...	Hay una habitación en la que nunca he visto que entren guardias...	"Есть комната, в которую никогда не входят охранники..."	C’è una stanza in cui le guardie non entrano mai…	有个房间， 我从未见过警卫进去过……	看守が決して入らない部屋があってよ…			
&Text.Robinson.Banter	Я «той хлоп», до якого звертаються з приводу втеч	Ich bin dein Mann für Fluchten.	Je suis un pro des évasions	Habla conmigo siempre que quieras escapar	"Я — палочка-выручалочка для всех, кто хочет сбежать"	Sono la persona giusta per le evasioni	论越狱， 我可是“越狱王牌”	オレは脱獄のプロだからな			
END											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
